
Intensity Center Ch=2 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,TrackID,ID,
352,,Spot,2,Image 1,98,1000031584,31584,
322,,Spot,2,Image 1,99,1000031584,31585,
350,,Spot,2,Image 1,100,1000031584,31586,
310,,Spot,2,Image 1,101,1000031584,31587,
352,,Spot,2,Image 1,102,1000031584,31588,
344,,Spot,2,Image 1,103,1000031584,31589,
332,,Spot,2,Image 1,104,1000031584,31590,
318,,Spot,2,Image 1,105,1000031584,31591,
302,,Spot,2,Image 1,106,1000031584,31592,
356,,Spot,2,Image 1,107,1000031584,31593,
288,,Spot,2,Image 1,108,1000031584,31594,
290,,Spot,2,Image 1,109,1000031584,31595,
350,,Spot,2,Image 1,110,1000031584,31596,
258,,Spot,2,Image 1,111,1000031584,31597,
296,,Spot,2,Image 1,112,1000031584,31598,
290,,Spot,2,Image 1,113,1000031584,31599,
282,,Spot,2,Image 1,114,1000031584,31600,
258,,Spot,2,Image 1,115,1000031584,31601,
338,,Spot,2,Image 1,116,1000031584,31602,
298,,Spot,2,Image 1,117,1000031584,31603,
290,,Spot,2,Image 1,118,1000031584,31604,
324,,Spot,2,Image 1,119,1000031584,31605,
284,,Spot,2,Image 1,120,1000031584,31606,
300,,Spot,2,Image 1,121,1000031584,31607,
270,,Spot,2,Image 1,122,1000031584,31608,
294,,Spot,2,Image 1,123,1000031584,31609,
316,,Spot,2,Image 1,124,1000031584,31610,
300,,Spot,2,Image 1,125,1000031584,31611,
274,,Spot,2,Image 1,126,1000031584,31612,
286,,Spot,2,Image 1,127,1000031584,31613,
278,,Spot,2,Image 1,128,1000031584,31614,
296,,Spot,2,Image 1,129,1000031584,31615,
290,,Spot,2,Image 1,130,1000031584,31616,
310,,Spot,2,Image 1,131,1000031584,31617,
310,,Spot,2,Image 1,145,1000031618,31618,
320,,Spot,2,Image 1,146,1000031618,31619,
298,,Spot,2,Image 1,147,1000031618,31620,
276,,Spot,2,Image 1,148,1000031618,31621,
334,,Spot,2,Image 1,149,1000031618,31622,
300,,Spot,2,Image 1,150,1000031618,31623,
334,,Spot,2,Image 1,151,1000031618,31624,
342,,Spot,2,Image 1,152,1000031618,31625,
330,,Spot,2,Image 1,153,1000031618,31626,
302,,Spot,2,Image 1,154,1000031618,31627,
324,,Spot,2,Image 1,166,1000031631,31631,
392,,Spot,2,Image 1,167,1000031631,31632,
