
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
8.1135,µm,Spot,Image 1,98,1000031584,31584,
8.7645,µm,Spot,Image 1,99,1000031584,31585,
8.8575,µm,Spot,Image 1,100,1000031584,31586,
8.9505,µm,Spot,Image 1,101,1000031584,31587,
8.5785,µm,Spot,Image 1,102,1000031584,31588,
9.2295,µm,Spot,Image 1,103,1000031584,31589,
8.6715,µm,Spot,Image 1,104,1000031584,31590,
8.9505,µm,Spot,Image 1,105,1000031584,31591,
9.6945,µm,Spot,Image 1,106,1000031584,31592,
9.6015,µm,Spot,Image 1,107,1000031584,31593,
9.6945,µm,Spot,Image 1,108,1000031584,31594,
9.7875,µm,Spot,Image 1,109,1000031584,31595,
9.8805,µm,Spot,Image 1,110,1000031584,31596,
9.5085,µm,Spot,Image 1,111,1000031584,31597,
9.5085,µm,Spot,Image 1,112,1000031584,31598,
9.6945,µm,Spot,Image 1,113,1000031584,31599,
9.6015,µm,Spot,Image 1,114,1000031584,31600,
9.6945,µm,Spot,Image 1,115,1000031584,31601,
10.0665,µm,Spot,Image 1,116,1000031584,31602,
10.1595,µm,Spot,Image 1,117,1000031584,31603,
9.8805,µm,Spot,Image 1,118,1000031584,31604,
10.0665,µm,Spot,Image 1,119,1000031584,31605,
10.4385,µm,Spot,Image 1,120,1000031584,31606,
10.7175,µm,Spot,Image 1,121,1000031584,31607,
11.0895,µm,Spot,Image 1,122,1000031584,31608,
11.2755,µm,Spot,Image 1,123,1000031584,31609,
11.9265,µm,Spot,Image 1,124,1000031584,31610,
11.9265,µm,Spot,Image 1,125,1000031584,31611,
12.1125,µm,Spot,Image 1,126,1000031584,31612,
13.2285,µm,Spot,Image 1,127,1000031584,31613,
13.0425,µm,Spot,Image 1,128,1000031584,31614,
14.1585,µm,Spot,Image 1,129,1000031584,31615,
14.2515,µm,Spot,Image 1,130,1000031584,31616,
15.5535,µm,Spot,Image 1,131,1000031584,31617,
12.6094,µm,Spot,Image 1,145,1000031618,31618,
13.4102,µm,Spot,Image 1,146,1000031618,31619,
13.2554,µm,Spot,Image 1,147,1000031618,31620,
13.7377,µm,Spot,Image 1,148,1000031618,31621,
13.4387,µm,Spot,Image 1,149,1000031618,31622,
14.2152,µm,Spot,Image 1,150,1000031618,31623,
