
Generation
 ==================== 
Generation,Unit,Category,Time,TrackID,ID,
0,,Spot,98,1000031584,31584,
0,,Spot,99,1000031584,31585,
0,,Spot,100,1000031584,31586,
0,,Spot,101,1000031584,31587,
0,,Spot,102,1000031584,31588,
0,,Spot,103,1000031584,31589,
0,,Spot,104,1000031584,31590,
0,,Spot,105,1000031584,31591,
0,,Spot,106,1000031584,31592,
0,,Spot,107,1000031584,31593,
0,,Spot,108,1000031584,31594,
0,,Spot,109,1000031584,31595,
0,,Spot,110,1000031584,31596,
0,,Spot,111,1000031584,31597,
0,,Spot,112,1000031584,31598,
0,,Spot,113,1000031584,31599,
0,,Spot,114,1000031584,31600,
0,,Spot,115,1000031584,31601,
0,,Spot,116,1000031584,31602,
0,,Spot,117,1000031584,31603,
0,,Spot,118,1000031584,31604,
0,,Spot,119,1000031584,31605,
0,,Spot,120,1000031584,31606,
0,,Spot,121,1000031584,31607,
0,,Spot,122,1000031584,31608,
0,,Spot,123,1000031584,31609,
0,,Spot,124,1000031584,31610,
0,,Spot,125,1000031584,31611,
0,,Spot,126,1000031584,31612,
0,,Spot,127,1000031584,31613,
0,,Spot,128,1000031584,31614,
0,,Spot,129,1000031584,31615,
0,,Spot,130,1000031584,31616,
0,,Spot,131,1000031584,31617,
0,,Spot,145,1000031618,31618,
0,,Spot,146,1000031618,31619,
0,,Spot,147,1000031618,31620,
0,,Spot,148,1000031618,31621,
0,,Spot,149,1000031618,31622,
0,,Spot,150,1000031618,31623,
0,,Spot,151,1000031618,31624,
0,,Spot,152,1000031618,31625,
0,,Spot,153,1000031618,31626,
0,,Spot,154,1000031618,31627,
0,,Spot,191,1000031678,31696,
