
Track Intensity StdDev Ch=2 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
76.6923,,Track,2,Image 1,1000031584,
36.6931,,Track,2,Image 1,1000031618,
