
Track Position
 ==================== 
Track Position X Mean,Track Position Y Mean,Track Position Z Mean,Unit,Category,Collection,ID,
22.6105,13.4905,12.834,µm,Track,Track Position,1000031584,
27.7884,17.1697,28.0252,µm,Track,Track Position,1000031618,
28.4345,21.0701,26.46,µm,Track,Track Position,1000031631,
26.7205,34.2559,15.4526,µm,Track,Track Position,1000031678,
50.4459,27.5504,35.3443,µm,Track,Track Position,1000031703,
48.793,25.3896,32.78,µm,Track,Track Position,1000031773,
