
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
210.041,,Spot,1,Image 1,98,1000031584,31584,
217.977,,Spot,1,Image 1,99,1000031584,31585,
218.106,,Spot,1,Image 1,100,1000031584,31586,
220.077,,Spot,1,Image 1,101,1000031584,31587,
213.934,,Spot,1,Image 1,102,1000031584,31588,
220.115,,Spot,1,Image 1,103,1000031584,31589,
222.099,,Spot,1,Image 1,104,1000031584,31590,
216.03,,Spot,1,Image 1,105,1000031584,31591,
217.889,,Spot,1,Image 1,106,1000031584,31592,
224.109,,Spot,1,Image 1,107,1000031584,31593,
223.965,,Spot,1,Image 1,108,1000031584,31594,
221.949,,Spot,1,Image 1,109,1000031584,31595,
222,,Spot,1,Image 1,110,1000031584,31596,
222.02,,Spot,1,Image 1,111,1000031584,31597,
224,,Spot,1,Image 1,112,1000031584,31598,
223.968,,Spot,1,Image 1,113,1000031584,31599,
220.012,,Spot,1,Image 1,114,1000031584,31600,
221.952,,Spot,1,Image 1,115,1000031584,31601,
221.944,,Spot,1,Image 1,116,1000031584,31602,
220.036,,Spot,1,Image 1,117,1000031584,31603,
222,,Spot,1,Image 1,118,1000031584,31604,
219.984,,Spot,1,Image 1,119,1000031584,31605,
220.064,,Spot,1,Image 1,120,1000031584,31606,
224,,Spot,1,Image 1,121,1000031584,31607,
223.932,,Spot,1,Image 1,122,1000031584,31608,
224.036,,Spot,1,Image 1,123,1000031584,31609,
227.936,,Spot,1,Image 1,124,1000031584,31610,
228.032,,Spot,1,Image 1,125,1000031584,31611,
224.064,,Spot,1,Image 1,126,1000031584,31612,
225.944,,Spot,1,Image 1,127,1000031584,31613,
224.128,,Spot,1,Image 1,128,1000031584,31614,
246.008,,Spot,1,Image 1,129,1000031584,31615,
238.096,,Spot,1,Image 1,130,1000031584,31616,
248.08,,Spot,1,Image 1,131,1000031584,31617,
208.04,,Spot,1,Image 1,145,1000031618,31618,
212.064,,Spot,1,Image 1,146,1000031618,31619,
208.04,,Spot,1,Image 1,147,1000031618,31620,
212.064,,Spot,1,Image 1,148,1000031618,31621,
209.968,,Spot,1,Image 1,149,1000031618,31622,
213.976,,Spot,1,Image 1,150,1000031618,31623,
208,,Spot,1,Image 1,151,1000031618,31624,
214.032,,Spot,1,Image 1,152,1000031618,31625,
220,,Spot,1,Image 1,153,1000031618,31626,
224.032,,Spot,1,Image 1,154,1000031618,31627,
206.004,,Spot,1,Image 1,166,1000031631,31631,
206.032,,Spot,1,Image 1,167,1000031631,31632,
210.04,,Spot,1,Image 1,168,1000031631,31633,
210.08,,Spot,1,Image 1,169,1000031631,31634,
216.08,,Spot,1,Image 1,170,1000031631,31635,
226,,Spot,1,Image 1,171,1000031631,31636,
222,,Spot,1,Image 1,172,1000031631,31637,
223.976,,Spot,1,Image 1,173,1000031631,31638,
226.064,,Spot,1,Image 1,174,1000031631,31639,
228.096,,Spot,1,Image 1,175,1000031631,31640,
218.088,,Spot,1,Image 1,176,1000031631,31641,
217.984,,Spot,1,Image 1,177,1000031631,31642,
225.888,,Spot,1,Image 1,178,1000031631,31643,
230.16,,Spot,1,Image 1,179,1000031631,31644,
228.08,,Spot,1,Image 1,180,1000031631,31645,
223.968,,Spot,1,Image 1,181,1000031631,31646,
222.128,,Spot,1,Image 1,182,1000031631,31647,
222.04,,Spot,1,Image 1,182,1000031678,31678,
251.932,,Spot,1,Image 1,183,1000031678,31679,
226,,Spot,1,Image 1,183,1000031631,31680,
244.096,,Spot,1,Image 1,184,1000031631,31681,
253.936,,Spot,1,Image 1,184,1000031678,31682,
258.08,,Spot,1,Image 1,185,1000031631,31683,
242.08,,Spot,1,Image 1,185,1000031678,31684,
241.998,,Spot,1,Image 1,186,1000031631,31685,
242.08,,Spot,1,Image 1,186,1000031678,31686,
240,,Spot,1,Image 1,187,1000031631,31687,
234.112,,Spot,1,Image 1,187,1000031678,31688,
234.096,,Spot,1,Image 1,188,1000031631,31689,
238,,Spot,1,Image 1,188,1000031678,31690,
228.04,,Spot,1,Image 1,189,1000031631,31691,
238.04,,Spot,1,Image 1,189,1000031678,31692,
249.968,,Spot,1,Image 1,190,1000031631,31693,
234.192,,Spot,1,Image 1,190,1000031678,31694,
257.972,,Spot,1,Image 1,191,1000031631,31695,
233.888,,Spot,1,Image 1,191,1000031678,31696,
254.08,,Spot,1,Image 1,192,1000031631,31697,
252.1,,Spot,1,Image 1,193,1000031631,31698,
251.952,,Spot,1,Image 1,194,1000031631,31699,
265.88,,Spot,1,Image 1,195,1000031631,31700,
265.96,,Spot,1,Image 1,196,1000031631,31701,
263.984,,Spot,1,Image 1,197,1000031631,31702,
204.04,,Spot,1,Image 1,213,1000031703,31703,
202,,Spot,1,Image 1,214,1000031703,31704,
203.968,,Spot,1,Image 1,215,1000031703,31705,
206.012,,Spot,1,Image 1,216,1000031703,31706,
208.032,,Spot,1,Image 1,217,1000031703,31707,
209.976,,Spot,1,Image 1,218,1000031703,31708,
214.096,,Spot,1,Image 1,219,1000031703,31709,
212.112,,Spot,1,Image 1,219,1000031773,31773,
213.968,,Spot,1,Image 1,220,1000031703,31774,
211.92,,Spot,1,Image 1,220,1000031773,31775,
208.04,,Spot,1,Image 1,221,1000031703,31776,
209.952,,Spot,1,Image 1,221,1000031773,31777,
211.984,,Spot,1,Image 1,222,1000031703,31778,
212.096,,Spot,1,Image 1,222,1000031773,31779,
209.968,,Spot,1,Image 1,223,1000031703,31780,
214.08,,Spot,1,Image 1,223,1000031773,31781,
212.048,,Spot,1,Image 1,224,1000031703,31782,
215.952,,Spot,1,Image 1,224,1000031773,31783,
212.04,,Spot,1,Image 1,225,1000031703,31784,
216.048,,Spot,1,Image 1,225,1000031773,31785,
218,,Spot,1,Image 1,226,1000031703,31786,
222.12,,Spot,1,Image 1,226,1000031773,31787,
214.096,,Spot,1,Image 1,227,1000031703,31788,
223.936,,Spot,1,Image 1,227,1000031773,31789,
213.952,,Spot,1,Image 1,228,1000031703,31790,
226,,Spot,1,Image 1,228,1000031773,31791,
212,,Spot,1,Image 1,229,1000031703,31792,
228,,Spot,1,Image 1,229,1000031773,31793,
218,,Spot,1,Image 1,230,1000031703,31794,
229.98,,Spot,1,Image 1,230,1000031773,31795,
222.036,,Spot,1,Image 1,231,1000031703,31796,
236.064,,Spot,1,Image 1,231,1000031773,31797,
217.976,,Spot,1,Image 1,232,1000031703,31798,
231.952,,Spot,1,Image 1,232,1000031773,31799,
220.096,,Spot,1,Image 1,233,1000031703,31800,
225.952,,Spot,1,Image 1,233,1000031773,31801,
218.016,,Spot,1,Image 1,234,1000031703,31802,
221.944,,Spot,1,Image 1,234,1000031773,31803,
220.032,,Spot,1,Image 1,235,1000031703,31804,
224.056,,Spot,1,Image 1,235,1000031773,31805,
216.072,,Spot,1,Image 1,236,1000031703,31806,
219.968,,Spot,1,Image 1,236,1000031773,31807,
216.096,,Spot,1,Image 1,237,1000031703,31808,
218.04,,Spot,1,Image 1,237,1000031773,31809,
214,,Spot,1,Image 1,238,1000031703,31810,
216.032,,Spot,1,Image 1,238,1000031773,31811,
215.984,,Spot,1,Image 1,239,1000031703,31812,
220.032,,Spot,1,Image 1,239,1000031773,31813,
211.952,,Spot,1,Image 1,240,1000031703,31814,
214.04,,Spot,1,Image 1,240,1000031773,31815,
211.984,,Spot,1,Image 1,241,1000031703,31816,
213.984,,Spot,1,Image 1,241,1000031773,31817,
215.982,,Spot,1,Image 1,242,1000031703,31818,
