
Track Intensity Center Mean Ch=2 Img=1
 ==================== 
Track Intensity Center Mean,Unit,Category,Channel,Image,ID,
305.824,,Track,2,Image 1,1000031584,
314.6,,Track,2,Image 1,1000031618,
