
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
5.88988e+06,,Spot,2,Image 1,98,1000031584,31584,
6.50373e+06,,Spot,2,Image 1,99,1000031584,31585,
6.19447e+06,,Spot,2,Image 1,100,1000031584,31586,
6.54291e+06,,Spot,2,Image 1,101,1000031584,31587,
6.23556e+06,,Spot,2,Image 1,102,1000031584,31588,
7.12962e+06,,Spot,2,Image 1,103,1000031584,31589,
6.93392e+06,,Spot,2,Image 1,104,1000031584,31590,
6.45379e+06,,Spot,2,Image 1,105,1000031584,31591,
7.24205e+06,,Spot,2,Image 1,106,1000031584,31592,
7.67369e+06,,Spot,2,Image 1,107,1000031584,31593,
7.73857e+06,,Spot,2,Image 1,108,1000031584,31594,
7.91074e+06,,Spot,2,Image 1,109,1000031584,31595,
7.89578e+06,,Spot,2,Image 1,110,1000031584,31596,
7.96985e+06,,Spot,2,Image 1,111,1000031584,31597,
7.85041e+06,,Spot,2,Image 1,112,1000031584,31598,
7.88667e+06,,Spot,2,Image 1,113,1000031584,31599,
7.86038e+06,,Spot,2,Image 1,114,1000031584,31600,
7.76779e+06,,Spot,2,Image 1,115,1000031584,31601,
7.89202e+06,,Spot,2,Image 1,116,1000031584,31602,
8.0405e+06,,Spot,2,Image 1,117,1000031584,31603,
7.95399e+06,,Spot,2,Image 1,118,1000031584,31604,
8.11333e+06,,Spot,2,Image 1,119,1000031584,31605,
7.83752e+06,,Spot,2,Image 1,120,1000031584,31606,
7.73663e+06,,Spot,2,Image 1,121,1000031584,31607,
7.76779e+06,,Spot,2,Image 1,122,1000031584,31608,
7.69758e+06,,Spot,2,Image 1,123,1000031584,31609,
7.7596e+06,,Spot,2,Image 1,124,1000031584,31610,
7.71204e+06,,Spot,2,Image 1,125,1000031584,31611,
7.62184e+06,,Spot,2,Image 1,126,1000031584,31612,
7.64379e+06,,Spot,2,Image 1,127,1000031584,31613,
7.60735e+06,,Spot,2,Image 1,128,1000031584,31614,
7.94877e+06,,Spot,2,Image 1,129,1000031584,31615,
7.91197e+06,,Spot,2,Image 1,130,1000031584,31616,
7.94776e+06,,Spot,2,Image 1,131,1000031584,31617,
7.89981e+06,,Spot,2,Image 1,145,1000031618,31618,
7.97973e+06,,Spot,2,Image 1,146,1000031618,31619,
8.10164e+06,,Spot,2,Image 1,147,1000031618,31620,
8.14388e+06,,Spot,2,Image 1,148,1000031618,31621,
7.71259e+06,,Spot,2,Image 1,149,1000031618,31622,
8.10732e+06,,Spot,2,Image 1,150,1000031618,31623,
7.69008e+06,,Spot,2,Image 1,151,1000031618,31624,
7.89448e+06,,Spot,2,Image 1,152,1000031618,31625,
