
Track Intensity Sum Ch=1 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
1.90932e+08,,Track,1,Image 1,1000031584,
5.63908e+07,,Track,1,Image 1,1000031618,
