
Average Distance To 5 Nearest Neighbours
 ==================== 
Average Distance To 5 Nearest Neighbours,Unit,Category,Time,TrackID,ID,
0,µm,Spot,182,1000031631,31647,
0,µm,Spot,182,1000031678,31678,
0,µm,Spot,183,1000031678,31679,
0,µm,Spot,183,1000031631,31680,
0,µm,Spot,184,1000031631,31681,
0,µm,Spot,184,1000031678,31682,
0,µm,Spot,185,1000031631,31683,
0,µm,Spot,185,1000031678,31684,
0,µm,Spot,186,1000031631,31685,
0,µm,Spot,186,1000031678,31686,
0,µm,Spot,187,1000031631,31687,
0,µm,Spot,187,1000031678,31688,
0,µm,Spot,188,1000031631,31689,
0,µm,Spot,188,1000031678,31690,
0,µm,Spot,189,1000031631,31691,
0,µm,Spot,189,1000031678,31692,
0,µm,Spot,190,1000031631,31693,
0,µm,Spot,190,1000031678,31694,
0,µm,Spot,191,1000031631,31695,
0,µm,Spot,191,1000031678,31696,
0,µm,Spot,219,1000031703,31709,
0,µm,Spot,219,1000031773,31773,
0,µm,Spot,220,1000031703,31774,
0,µm,Spot,220,1000031773,31775,
0,µm,Spot,221,1000031703,31776,
0,µm,Spot,221,1000031773,31777,
0,µm,Spot,222,1000031703,31778,
0,µm,Spot,222,1000031773,31779,
0,µm,Spot,223,1000031703,31780,
0,µm,Spot,223,1000031773,31781,
0,µm,Spot,224,1000031703,31782,
0,µm,Spot,224,1000031773,31783,
0,µm,Spot,225,1000031703,31784,
0,µm,Spot,225,1000031773,31785,
0,µm,Spot,226,1000031703,31786,
0,µm,Spot,226,1000031773,31787,
0,µm,Spot,227,1000031703,31788,
0,µm,Spot,227,1000031773,31789,
0,µm,Spot,228,1000031703,31790,
0,µm,Spot,228,1000031773,31791,
0,µm,Spot,229,1000031703,31792,
0,µm,Spot,229,1000031773,31793,
0,µm,Spot,230,1000031703,31794,
0,µm,Spot,230,1000031773,31795,
0,µm,Spot,231,1000031703,31796,
0,µm,Spot,231,1000031773,31797,
0,µm,Spot,232,1000031703,31798,
0,µm,Spot,232,1000031773,31799,
0,µm,Spot,233,1000031703,31800,
0,µm,Spot,233,1000031773,31801,
0,µm,Spot,234,1000031703,31802,
0,µm,Spot,234,1000031773,31803,
0,µm,Spot,235,1000031703,31804,
0,µm,Spot,235,1000031773,31805,
0,µm,Spot,236,1000031703,31806,
0,µm,Spot,236,1000031773,31807,
0,µm,Spot,237,1000031703,31808,
0,µm,Spot,237,1000031773,31809,
0,µm,Spot,238,1000031703,31810,
0,µm,Spot,238,1000031773,31811,
0,µm,Spot,239,1000031703,31812,
0,µm,Spot,239,1000031773,31813,
0,µm,Spot,240,1000031703,31814,
0,µm,Spot,240,1000031773,31815,
0,µm,Spot,241,1000031703,31816,
0,µm,Spot,241,1000031773,31817,
0,µm,Spot,242,1000031703,31818,
0,µm,Spot,242,1000031773,31819,
0,µm,Spot,243,1000031703,31820,
0,µm,Spot,243,1000031773,31821,
0,µm,Spot,244,1000031703,31822,
0,µm,Spot,244,1000031773,31823,
0,µm,Spot,245,1000031703,31824,
0,µm,Spot,245,1000031773,31825,
0,µm,Spot,246,1000031703,31826,
0,µm,Spot,246,1000031773,31827,
0,µm,Spot,247,1000031703,31828,
0,µm,Spot,247,1000031773,31829,
0,µm,Spot,248,1000031703,31830,
0,µm,Spot,248,1000031773,31831,
0,µm,Spot,249,1000031703,31832,
0,µm,Spot,249,1000031773,31833,
0,µm,Spot,250,1000031703,31834,
0,µm,Spot,250,1000031773,31835,
0,µm,Spot,251,1000031703,31836,
0,µm,Spot,251,1000031773,31837,
0,µm,Spot,252,1000031703,31838,
0,µm,Spot,252,1000031773,31839,
0,µm,Spot,253,1000031703,31840,
0,µm,Spot,253,1000031773,31841,
0,µm,Spot,254,1000031703,31842,
0,µm,Spot,254,1000031773,31843,
0,µm,Spot,255,1000031703,31844,
0,µm,Spot,255,1000031773,31845,
0,µm,Spot,256,1000031703,31846,
0,µm,Spot,256,1000031773,31847,
0,µm,Spot,257,1000031703,31848,
0,µm,Spot,257,1000031773,31849,
0,µm,Spot,258,1000031703,31850,
0,µm,Spot,258,1000031773,31851,
0,µm,Spot,259,1000031703,31852,
0,µm,Spot,259,1000031773,31853,
0,µm,Spot,260,1000031703,31854,
0,µm,Spot,260,1000031773,31855,
0,µm,Spot,261,1000031703,31856,
0,µm,Spot,261,1000031773,31857,
0,µm,Spot,262,1000031703,31858,
0,µm,Spot,262,1000031773,31859,
0,µm,Spot,263,1000031703,31860,
0,µm,Spot,263,1000031773,31861,
0,µm,Spot,264,1000031703,31862,
0,µm,Spot,264,1000031773,31863,
0,µm,Spot,265,1000031703,31864,
0,µm,Spot,265,1000031773,31865,
0,µm,Spot,266,1000031703,31866,
0,µm,Spot,266,1000031773,31867,
0,µm,Spot,267,1000031703,31868,
0,µm,Spot,267,1000031773,31869,
0,µm,Spot,268,1000031703,31870,
0,µm,Spot,268,1000031773,31871,
0,µm,Spot,269,1000031703,31872,
0,µm,Spot,269,1000031773,31873,
0,µm,Spot,270,1000031703,31874,
0,µm,Spot,270,1000031773,31875,
0,µm,Spot,271,1000031703,31876,
0,µm,Spot,271,1000031773,31877,
0,µm,Spot,272,1000031703,31878,
0,µm,Spot,272,1000031773,31879,
0,µm,Spot,273,1000031703,31880,
0,µm,Spot,273,1000031773,31881,
0,µm,Spot,274,1000031703,31882,
0,µm,Spot,274,1000031773,31883,
0,µm,Spot,275,1000031703,31884,
0,µm,Spot,275,1000031773,31885,
0,µm,Spot,276,1000031703,31886,
0,µm,Spot,276,1000031773,31887,
0,µm,Spot,277,1000031703,31888,
0,µm,Spot,277,1000031773,31889,
0,µm,Spot,278,1000031703,31890,
0,µm,Spot,278,1000031773,31891,
0,µm,Spot,279,1000031703,31892,
0,µm,Spot,279,1000031773,31893,
0,µm,Spot,280,1000031703,31894,
0,µm,Spot,280,1000031773,31895,
0,µm,Spot,281,1000031703,31896,
0,µm,Spot,281,1000031773,31897,
0,µm,Spot,282,1000031703,31898,
0,µm,Spot,282,1000031773,31899,
