
Distance To Nearest Neighbour
 ==================== 
Distance To Nearest Neighbour,Unit,Category,Time,TrackID,ID,
22.8894,µm,Spot,182,1000031631,31647,
22.8894,µm,Spot,182,1000031678,31678,
19.8238,µm,Spot,183,1000031678,31679,
19.8238,µm,Spot,183,1000031631,31680,
15.8114,µm,Spot,184,1000031631,31681,
15.8114,µm,Spot,184,1000031678,31682,
14.8077,µm,Spot,185,1000031631,31683,
14.8077,µm,Spot,185,1000031678,31684,
15.8796,µm,Spot,186,1000031631,31685,
15.8796,µm,Spot,186,1000031678,31686,
16.4816,µm,Spot,187,1000031631,31687,
16.4816,µm,Spot,187,1000031678,31688,
15.8922,µm,Spot,188,1000031631,31689,
15.8922,µm,Spot,188,1000031678,31690,
15.5651,µm,Spot,189,1000031631,31691,
15.5651,µm,Spot,189,1000031678,31692,
14.4434,µm,Spot,190,1000031631,31693,
14.4434,µm,Spot,190,1000031678,31694,
13.3726,µm,Spot,191,1000031631,31695,
13.3726,µm,Spot,191,1000031678,31696,
4.01885,µm,Spot,219,1000031703,31709,
4.01885,µm,Spot,219,1000031773,31773,
3.22484,µm,Spot,220,1000031703,31774,
3.22484,µm,Spot,220,1000031773,31775,
3.55683,µm,Spot,221,1000031703,31776,
3.55683,µm,Spot,221,1000031773,31777,
4.16084,µm,Spot,222,1000031703,31778,
4.16084,µm,Spot,222,1000031773,31779,
4.28145,µm,Spot,223,1000031703,31780,
4.28145,µm,Spot,223,1000031773,31781,
3.32706,µm,Spot,224,1000031703,31782,
3.32706,µm,Spot,224,1000031773,31783,
2.81449,µm,Spot,225,1000031703,31784,
2.81449,µm,Spot,225,1000031773,31785,
3.31658,µm,Spot,226,1000031703,31786,
3.31658,µm,Spot,226,1000031773,31787,
3.27788,µm,Spot,227,1000031703,31788,
3.27788,µm,Spot,227,1000031773,31789,
3.2879,µm,Spot,228,1000031703,31790,
3.2879,µm,Spot,228,1000031773,31791,
3.18629,µm,Spot,229,1000031703,31792,
3.18629,µm,Spot,229,1000031773,31793,
2.96406,µm,Spot,230,1000031703,31794,
2.96406,µm,Spot,230,1000031773,31795,
3.01335,µm,Spot,231,1000031703,31796,
3.01335,µm,Spot,231,1000031773,31797,
