
Track Diameter Mean
 ==================== 
Track Diameter Mean,Unit,Category,ID,
6,,Track,1000031584,
6,,Track,1000031618,
6,,Track,1000031631,
6,,Track,1000031678,
6.57429,,Track,1000031703,
6,,Track,1000031773,
