
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
32.1064,µm,Spot,Image 1,1,1000017505,17505,
31.4211,µm,Spot,Image 1,2,1000017505,53972,
30.618,µm,Spot,Image 1,3,1000017505,91150,
30.7106,µm,Spot,Image 1,4,1000017505,128784,
30.9859,µm,Spot,Image 1,5,1000017505,166638,
32.0438,µm,Spot,Image 1,6,1000017505,204743,
31.9489,µm,Spot,Image 1,7,1000017505,243125,
32.3195,µm,Spot,Image 1,8,1000017505,282220,
31.4891,µm,Spot,Image 1,9,1000017505,321782,
30.5553,µm,Spot,Image 1,10,1000017505,361583,
30.7179,µm,Spot,Image 1,11,1000017505,401600,
28.7516,µm,Spot,Image 1,12,1000017505,431816,
27.5747,µm,Spot,Image 1,13,1000017505,472106,
28.1799,µm,Spot,Image 1,14,1000017505,512129,
26.4781,µm,Spot,Image 1,15,1000017505,552718,
25.3615,µm,Spot,Image 1,16,1000017505,593063,
25.1338,µm,Spot,Image 1,17,1000017505,633351,
23.5545,µm,Spot,Image 1,18,1000017505,673910,
22.6287,µm,Spot,Image 1,19,1000017505,714605,
22.5152,µm,Spot,Image 1,20,1000017505,755519,
22.1803,µm,Spot,Image 1,21,1000017505,796668,
21.6904,µm,Spot,Image 1,22,1000017505,837624,
21.2489,µm,Spot,Image 1,23,1000017505,878326,
20.9426,µm,Spot,Image 1,24,1000017505,919109,
21.1674,µm,Spot,Image 1,25,1000017505,960015,
20.9052,µm,Spot,Image 1,26,1000017505,1001088,
20.4275,µm,Spot,Image 1,27,1000017505,1042270,
21.1802,µm,Spot,Image 1,28,1000017505,1083122,
22.7387,µm,Spot,Image 1,29,1000017505,1124220,
23.9531,µm,Spot,Image 1,30,1000017505,1165160,
22.8525,µm,Spot,Image 1,31,1000017505,1206437,
19.723,µm,Spot,Image 1,32,1000017505,1247528,
18.0162,µm,Spot,Image 1,33,1000017505,1289207,
18.2877,µm,Spot,Image 1,34,1000017505,1331168,
19.5255,µm,Spot,Image 1,35,1000017505,1372813,
20.423,µm,Spot,Image 1,36,1000017505,1414760,
20.7788,µm,Spot,Image 1,37,1000017505,1456739,
20.0803,µm,Spot,Image 1,38,1000017505,1499223,
18.4342,µm,Spot,Image 1,39,1000017505,1541425,
18.2179,µm,Spot,Image 1,40,1000017505,1583783,
18.9088,µm,Spot,Image 1,41,1000017505,1626381,
19.1352,µm,Spot,Image 1,42,1000017505,1668887,
20.0318,µm,Spot,Image 1,43,1000017505,1711364,
20.0291,µm,Spot,Image 1,44,1000017505,1754387,
20.2609,µm,Spot,Image 1,45,1000017505,1797791,
20.0097,µm,Spot,Image 1,46,1000017505,1841131,
19.9156,µm,Spot,Image 1,47,1000017505,1884164,
20.4276,µm,Spot,Image 1,49,1000017505,1971299,
20.1762,µm,Spot,Image 1,50,1000017505,2006863,
20.8578,µm,Spot,Image 1,51,1000017505,2050734,
20.8332,µm,Spot,Image 1,52,1000017505,2102742,
20.9727,µm,Spot,Image 1,53,1000017505,2146468,
20.6972,µm,Spot,Image 1,54,1000017505,2190162,
19.8835,µm,Spot,Image 1,55,1000017505,2233798,
19.6701,µm,Spot,Image 1,56,1000017505,2277373,
19.2954,µm,Spot,Image 1,57,1000017505,2320640,
19.5397,µm,Spot,Image 1,58,1000017505,2364001,
19.7385,µm,Spot,Image 1,59,1000017505,2407423,
20.1255,µm,Spot,Image 1,60,1000017505,2450956,
18.3927,µm,Spot,Image 1,61,1000017505,2494427,
17.8705,µm,Spot,Image 1,62,1000017505,2537806,
19.4892,µm,Spot,Image 1,63,1000017505,2580925,
19.9052,µm,Spot,Image 1,64,1000017505,2624205,
