
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
22329,,Spot,3,Image 1,1,1000017505,17505,
17192,,Spot,3,Image 1,2,1000017505,53972,
22613,,Spot,3,Image 1,3,1000017505,91150,
18233,,Spot,3,Image 1,4,1000017505,128784,
16408,,Spot,3,Image 1,5,1000017505,166638,
22950,,Spot,3,Image 1,6,1000017505,204743,
22756,,Spot,3,Image 1,7,1000017505,243125,
17644,,Spot,3,Image 1,8,1000017505,282220,
18560,,Spot,3,Image 1,9,1000017505,321782,
22714,,Spot,3,Image 1,10,1000017505,361583,
21795,,Spot,3,Image 1,11,1000017505,401600,
17804,,Spot,3,Image 1,12,1000017505,431816,
19102,,Spot,3,Image 1,13,1000017505,472106,
19679,,Spot,3,Image 1,14,1000017505,512129,
13851,,Spot,3,Image 1,15,1000017505,552718,
22595,,Spot,3,Image 1,16,1000017505,593063,
18815,,Spot,3,Image 1,17,1000017505,633351,
24595,,Spot,3,Image 1,18,1000017505,673910,
19605,,Spot,3,Image 1,19,1000017505,714605,
23449,,Spot,3,Image 1,20,1000017505,755519,
16798,,Spot,3,Image 1,21,1000017505,796668,
20597,,Spot,3,Image 1,22,1000017505,837624,
17280,,Spot,3,Image 1,23,1000017505,878326,
24091,,Spot,3,Image 1,24,1000017505,919109,
23064,,Spot,3,Image 1,25,1000017505,960015,
19508,,Spot,3,Image 1,26,1000017505,1001088,
20560,,Spot,3,Image 1,27,1000017505,1042270,
24428,,Spot,3,Image 1,28,1000017505,1083122,
23410,,Spot,3,Image 1,29,1000017505,1124220,
19134,,Spot,3,Image 1,30,1000017505,1165160,
16084,,Spot,3,Image 1,31,1000017505,1206437,
18232,,Spot,3,Image 1,32,1000017505,1247528,
17272,,Spot,3,Image 1,33,1000017505,1289207,
14152,,Spot,3,Image 1,34,1000017505,1331168,
16776,,Spot,3,Image 1,35,1000017505,1372813,
23881,,Spot,3,Image 1,36,1000017505,1414760,
15862,,Spot,3,Image 1,37,1000017505,1456739,
19809,,Spot,3,Image 1,38,1000017505,1499223,
15269,,Spot,3,Image 1,39,1000017505,1541425,
16104,,Spot,3,Image 1,40,1000017505,1583783,
21605,,Spot,3,Image 1,41,1000017505,1626381,
19047,,Spot,3,Image 1,42,1000017505,1668887,
22282,,Spot,3,Image 1,43,1000017505,1711364,
18305,,Spot,3,Image 1,44,1000017505,1754387,
19569,,Spot,3,Image 1,45,1000017505,1797791,
22828,,Spot,3,Image 1,46,1000017505,1841131,
16903,,Spot,3,Image 1,47,1000017505,1884164,
23725,,Spot,3,Image 1,49,1000017505,1971299,
24350,,Spot,3,Image 1,50,1000017505,2006863,
24764,,Spot,3,Image 1,51,1000017505,2050734,
20226,,Spot,3,Image 1,52,1000017505,2102742,
18767,,Spot,3,Image 1,53,1000017505,2146468,
22500,,Spot,3,Image 1,54,1000017505,2190162,
21328,,Spot,3,Image 1,55,1000017505,2233798,
19006,,Spot,3,Image 1,56,1000017505,2277373,
16942,,Spot,3,Image 1,57,1000017505,2320640,
15590,,Spot,3,Image 1,58,1000017505,2364001,
21066,,Spot,3,Image 1,59,1000017505,2407423,
19241,,Spot,3,Image 1,60,1000017505,2450956,
19408,,Spot,3,Image 1,61,1000017505,2494427,
20302,,Spot,3,Image 1,62,1000017505,2537806,
21839,,Spot,3,Image 1,63,1000017505,2580925,
21672,,Spot,3,Image 1,64,1000017505,2624205,
17884,,Spot,3,Image 1,65,1000017505,2667743,
16420,,Spot,3,Image 1,66,1000017505,2711587,
17586,,Spot,3,Image 1,67,1000017505,2755296,
21409,,Spot,3,Image 1,68,1000017505,2798763,
22710,,Spot,3,Image 1,69,1000017505,2842261,
