
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
326,,Spot,2,Image 1,1,1000017505,17505,
344,,Spot,2,Image 1,2,1000017505,53972,
361,,Spot,2,Image 1,3,1000017505,91150,
334,,Spot,2,Image 1,4,1000017505,128784,
341,,Spot,2,Image 1,5,1000017505,166638,
335,,Spot,2,Image 1,6,1000017505,204743,
332,,Spot,2,Image 1,7,1000017505,243125,
315,,Spot,2,Image 1,8,1000017505,282220,
348,,Spot,2,Image 1,9,1000017505,321782,
317,,Spot,2,Image 1,10,1000017505,361583,
321,,Spot,2,Image 1,11,1000017505,401600,
306,,Spot,2,Image 1,12,1000017505,431816,
326,,Spot,2,Image 1,13,1000017505,472106,
329,,Spot,2,Image 1,14,1000017505,512129,
325,,Spot,2,Image 1,15,1000017505,552718,
366,,Spot,2,Image 1,16,1000017505,593063,
380,,Spot,2,Image 1,17,1000017505,633351,
395,,Spot,2,Image 1,18,1000017505,673910,
379,,Spot,2,Image 1,19,1000017505,714605,
406,,Spot,2,Image 1,20,1000017505,755519,
396,,Spot,2,Image 1,21,1000017505,796668,
365,,Spot,2,Image 1,22,1000017505,837624,
390,,Spot,2,Image 1,23,1000017505,878326,
392,,Spot,2,Image 1,24,1000017505,919109,
379,,Spot,2,Image 1,25,1000017505,960015,
462,,Spot,2,Image 1,26,1000017505,1001088,
353,,Spot,2,Image 1,27,1000017505,1042270,
382,,Spot,2,Image 1,28,1000017505,1083122,
403,,Spot,2,Image 1,29,1000017505,1124220,
389,,Spot,2,Image 1,30,1000017505,1165160,
393,,Spot,2,Image 1,31,1000017505,1206437,
369,,Spot,2,Image 1,32,1000017505,1247528,
338,,Spot,2,Image 1,33,1000017505,1289207,
345,,Spot,2,Image 1,34,1000017505,1331168,
375,,Spot,2,Image 1,35,1000017505,1372813,
398,,Spot,2,Image 1,36,1000017505,1414760,
376,,Spot,2,Image 1,37,1000017505,1456739,
363,,Spot,2,Image 1,38,1000017505,1499223,
328,,Spot,2,Image 1,39,1000017505,1541425,
321,,Spot,2,Image 1,40,1000017505,1583783,
339,,Spot,2,Image 1,41,1000017505,1626381,
348,,Spot,2,Image 1,42,1000017505,1668887,
395,,Spot,2,Image 1,43,1000017505,1711364,
351,,Spot,2,Image 1,44,1000017505,1754387,
395,,Spot,2,Image 1,45,1000017505,1797791,
391,,Spot,2,Image 1,46,1000017505,1841131,
402,,Spot,2,Image 1,47,1000017505,1884164,
429,,Spot,2,Image 1,49,1000017505,1971299,
427,,Spot,2,Image 1,50,1000017505,2006863,
418,,Spot,2,Image 1,51,1000017505,2050734,
404,,Spot,2,Image 1,52,1000017505,2102742,
367,,Spot,2,Image 1,53,1000017505,2146468,
368,,Spot,2,Image 1,54,1000017505,2190162,
368,,Spot,2,Image 1,55,1000017505,2233798,
383,,Spot,2,Image 1,56,1000017505,2277373,
371,,Spot,2,Image 1,57,1000017505,2320640,
366,,Spot,2,Image 1,58,1000017505,2364001,
376,,Spot,2,Image 1,59,1000017505,2407423,
357,,Spot,2,Image 1,60,1000017505,2450956,
328,,Spot,2,Image 1,61,1000017505,2494427,
313,,Spot,2,Image 1,62,1000017505,2537806,
342,,Spot,2,Image 1,63,1000017505,2580925,
355,,Spot,2,Image 1,64,1000017505,2624205,
367,,Spot,2,Image 1,65,1000017505,2667743,
374,,Spot,2,Image 1,66,1000017505,2711587,
353,,Spot,2,Image 1,67,1000017505,2755296,
391,,Spot,2,Image 1,68,1000017505,2798763,
415,,Spot,2,Image 1,69,1000017505,2842261,
402,,Spot,2,Image 1,70,1000017505,2885800,
371,,Spot,2,Image 1,71,1000017505,2929389,
370,,Spot,2,Image 1,72,1000017505,2973431,
360,,Spot,2,Image 1,73,1000017505,3016732,
308,,Spot,2,Image 1,74,1000017505,3060487,
300,,Spot,2,Image 1,75,1000017505,3104401,
295,,Spot,2,Image 1,76,1000017505,3148623,
306,,Spot,2,Image 1,77,1000017505,3192243,
288,,Spot,2,Image 1,78,1000017505,3235751,
292,,Spot,2,Image 1,79,1000017505,3279374,
290,,Spot,2,Image 1,80,1000017505,3325066,
295,,Spot,2,Image 1,81,1000017505,3368192,
306,,Spot,2,Image 1,82,1000017505,3412322,
305,,Spot,2,Image 1,83,1000017505,3455837,
301,,Spot,2,Image 1,84,1000017505,3499597,
321,,Spot,2,Image 1,85,1000017505,3543084,
305,,Spot,2,Image 1,86,1000017505,3586165,
295,,Spot,2,Image 1,87,1000017505,3629087,
299,,Spot,2,Image 1,88,1000017505,3672152,
293,,Spot,2,Image 1,89,1000017505,3715051,
292,,Spot,2,Image 1,90,1000017505,3757423,
286,,Spot,2,Image 1,91,1000017505,3797952,
276,,Spot,2,Image 1,92,1000017505,16840448,
288,,Spot,2,Image 1,93,1000017505,16840449,
286,,Spot,2,Image 1,94,1000017505,16840450,
274,,Spot,2,Image 1,95,1000017505,16840451,
304,,Spot,2,Image 1,96,1000017505,16840452,
298,,Spot,2,Image 1,97,1000017505,16840453,
308,,Spot,2,Image 1,98,1000017505,16840454,
305,,Spot,2,Image 1,99,1000017505,16840455,
301,,Spot,2,Image 1,100,1000017505,16840456,
299,,Spot,2,Image 1,101,1000017505,16840457,
290,,Spot,2,Image 1,102,1000017505,16840458,
274,,Spot,2,Image 1,103,1000017505,16840459,
293,,Spot,2,Image 1,104,1000017505,16840460,
287,,Spot,2,Image 1,105,1000017505,16840461,
291,,Spot,2,Image 1,106,1000017505,16840462,
303,,Spot,2,Image 1,107,1000017505,16840463,
313,,Spot,2,Image 1,108,1000017505,16840464,
307,,Spot,2,Image 1,109,1000017505,16840465,
275,,Spot,2,Image 1,110,1000017505,16840466,
293,,Spot,2,Image 1,111,1000017505,16840467,
295,,Spot,2,Image 1,112,1000017505,16840468,
310,,Spot,2,Image 1,113,1000017505,16840469,
297,,Spot,2,Image 1,114,1000017505,16840470,
303,,Spot,2,Image 1,115,1000017505,16840471,
295,,Spot,2,Image 1,116,1000017505,16840472,
301,,Spot,2,Image 1,117,1000017505,16840473,
305,,Spot,2,Image 1,118,1000017505,16840474,
297,,Spot,2,Image 1,119,1000017505,16840475,
276,,Spot,2,Image 1,120,1000017505,16840476,
292,,Spot,2,Image 1,121,1000017505,16840477,
279,,Spot,2,Image 1,122,1000017505,16840478,
293,,Spot,2,Image 1,123,1000017505,16840479,
288,,Spot,2,Image 1,124,1000017505,16840480,
298,,Spot,2,Image 1,125,1000017505,16840481,
274,,Spot,2,Image 1,126,1000017505,16840482,
295,,Spot,2,Image 1,127,1000017505,16840483,
320,,Spot,2,Image 1,128,1000017505,16840484,
303,,Spot,2,Image 1,129,1000017505,16840485,
297,,Spot,2,Image 1,130,1000017505,16840486,
307,,Spot,2,Image 1,131,1000017505,16840487,
303,,Spot,2,Image 1,132,1000017505,16840488,
306,,Spot,2,Image 1,133,1000017505,16840489,
282,,Spot,2,Image 1,134,1000017505,16840490,
308,,Spot,2,Image 1,135,1000017505,16840491,
298,,Spot,2,Image 1,136,1000017505,16840492,
304,,Spot,2,Image 1,137,1000017505,16840493,
285,,Spot,2,Image 1,138,1000017505,16840494,
300,,Spot,2,Image 1,139,1000017505,16840495,
308,,Spot,2,Image 1,140,1000017505,16840496,
316,,Spot,2,Image 1,141,1000017505,16840497,
282,,Spot,2,Image 1,142,1000017505,16840498,
287,,Spot,2,Image 1,143,1000017505,16840499,
298,,Spot,2,Image 1,144,1000017505,16840500,
300,,Spot,2,Image 1,145,1000017505,16840501,
290,,Spot,2,Image 1,146,1000017505,16840502,
284,,Spot,2,Image 1,147,1000017505,16840503,
280,,Spot,2,Image 1,148,1000017505,16840504,
303,,Spot,2,Image 1,149,1000017505,16840505,
305,,Spot,2,Image 1,150,1000017505,16840506,
292,,Spot,2,Image 1,151,1000017505,16840507,
295,,Spot,2,Image 1,152,1000017505,16840508,
290,,Spot,2,Image 1,153,1000017505,16840509,
281,,Spot,2,Image 1,154,1000017505,16840510,
302,,Spot,2,Image 1,155,1000017505,16840511,
301,,Spot,2,Image 1,156,1000017505,16840512,
286,,Spot,2,Image 1,157,1000017505,16840513,
278,,Spot,2,Image 1,158,1000017505,16840514,
287,,Spot,2,Image 1,159,1000017505,16840515,
284,,Spot,2,Image 1,160,1000017505,16840516,
278,,Spot,2,Image 1,161,1000017505,16840517,
278,,Spot,2,Image 1,162,1000017505,16840518,
306,,Spot,2,Image 1,163,1000017505,16840519,
286,,Spot,2,Image 1,164,1000017505,16840520,
298,,Spot,2,Image 1,165,1000017505,16840521,
286,,Spot,2,Image 1,166,1000017505,16840522,
287,,Spot,2,Image 1,167,1000017505,16840523,
282,,Spot,2,Image 1,168,1000017505,16840524,
285,,Spot,2,Image 1,169,1000017505,16840525,
295,,Spot,2,Image 1,170,1000017505,16840526,
291,,Spot,2,Image 1,171,1000017505,16840527,
301,,Spot,2,Image 1,172,1000017505,16840528,
294,,Spot,2,Image 1,173,1000017505,16840529,
279,,Spot,2,Image 1,174,1000017505,16840530,
290,,Spot,2,Image 1,175,1000017505,16840531,
298,,Spot,2,Image 1,176,1000017505,16840532,
292,,Spot,2,Image 1,177,1000017505,16840533,
290,,Spot,2,Image 1,178,1000017505,16840534,
286,,Spot,2,Image 1,179,1000017505,16840535,
292,,Spot,2,Image 1,180,1000017505,16840536,
277,,Spot,2,Image 1,181,1000017505,16840537,
279,,Spot,2,Image 1,182,1000017505,16840538,
294,,Spot,2,Image 1,183,1000017505,16840539,
291,,Spot,2,Image 1,184,1000017505,16840540,
287,,Spot,2,Image 1,185,1000017505,16840541,
295,,Spot,2,Image 1,186,1000017505,16840542,
276,,Spot,2,Image 1,187,1000017505,16840543,
267,,Spot,2,Image 1,188,1000017505,16840544,
282,,Spot,2,Image 1,189,1000017505,16840545,
271,,Spot,2,Image 1,190,1000017505,16840546,
291,,Spot,2,Image 1,191,1000017505,16840547,
286,,Spot,2,Image 1,192,1000017505,16840548,
283,,Spot,2,Image 1,193,1000017505,16840549,
287,,Spot,2,Image 1,194,1000017505,16840550,
272,,Spot,2,Image 1,195,1000017505,16840551,
296,,Spot,2,Image 1,196,1000017505,16840552,
352,,Spot,2,Image 1,197,1000017505,16840553,
326,,Spot,2,Image 1,198,1000017505,16840554,
310,,Spot,2,Image 1,199,1000017505,16840555,
336,,Spot,2,Image 1,200,1000017505,16840556,
333,,Spot,2,Image 1,201,1000017505,16840557,
325,,Spot,2,Image 1,202,1000017505,16840558,
311,,Spot,2,Image 1,203,1000017505,16840559,
323,,Spot,2,Image 1,204,1000017505,16840560,
318,,Spot,2,Image 1,205,1000017505,16840561,
311,,Spot,2,Image 1,206,1000017505,16840562,
307,,Spot,2,Image 1,207,1000017505,16840563,
313,,Spot,2,Image 1,208,1000017505,16840564,
326,,Spot,2,Image 1,209,1000017505,16840565,
351,,Spot,2,Image 1,210,1000017505,16840566,
322,,Spot,2,Image 1,211,1000017505,16840567,
333,,Spot,2,Image 1,212,1000017505,16840568,
319,,Spot,2,Image 1,213,1000017505,16840569,
324,,Spot,2,Image 1,214,1000017505,16840570,
306,,Spot,2,Image 1,215,1000017505,16840571,
315,,Spot,2,Image 1,216,1000017505,16840572,
317,,Spot,2,Image 1,217,1000017505,16840573,
307,,Spot,2,Image 1,218,1000017505,16840574,
313,,Spot,2,Image 1,219,1000017505,16840575,
315,,Spot,2,Image 1,220,1000017505,16840576,
284,,Spot,2,Image 1,221,1000017505,16840577,
312,,Spot,2,Image 1,222,1000017505,16840578,
321,,Spot,2,Image 1,223,1000017505,16840579,
321,,Spot,2,Image 1,224,1000017505,16840580,
318,,Spot,2,Image 1,225,1000017505,16840581,
322,,Spot,2,Image 1,226,1000017505,16840582,
325,,Spot,2,Image 1,227,1000017505,16840583,
342,,Spot,2,Image 1,228,1000017505,16840584,
341,,Spot,2,Image 1,229,1000017505,16840585,
338,,Spot,2,Image 1,230,1000017505,16840586,
318,,Spot,2,Image 1,231,1000017505,16840587,
318,,Spot,2,Image 1,232,1000017505,16840588,
326,,Spot,2,Image 1,233,1000017505,16840589,
314,,Spot,2,Image 1,234,1000017505,16840590,
314,,Spot,2,Image 1,235,1000017505,16840591,
325,,Spot,2,Image 1,236,1000017505,16840592,
317,,Spot,2,Image 1,237,1000017505,16840593,
330,,Spot,2,Image 1,238,1000017505,16840594,
323,,Spot,2,Image 1,239,1000017505,16840595,
324,,Spot,2,Image 1,240,1000017505,16840596,
321,,Spot,2,Image 1,241,1000017505,16840597,
310,,Spot,2,Image 1,242,1000017505,16840598,
292,,Spot,2,Image 1,243,1000017505,16840599,
319,,Spot,2,Image 1,244,1000017505,16840600,
303,,Spot,2,Image 1,245,1000017505,16840601,
291,,Spot,2,Image 1,246,1000017505,16840602,
274,,Spot,2,Image 1,247,1000017505,16840603,
301,,Spot,2,Image 1,248,1000017505,16840604,
290,,Spot,2,Image 1,249,1000017505,16840605,
293,,Spot,2,Image 1,250,1000017505,16840606,
294,,Spot,2,Image 1,251,1000017505,16840607,
281,,Spot,2,Image 1,252,1000017505,16840608,
266,,Spot,2,Image 1,253,1000017505,16840609,
275,,Spot,2,Image 1,254,1000017505,16840610,
272,,Spot,2,Image 1,255,1000017505,16840611,
234,,Spot,2,Image 1,256,1000017505,16840612,
222,,Spot,2,Image 1,257,1000017505,16840613,
274,,Spot,2,Image 1,258,1000017505,16840614,
261,,Spot,2,Image 1,259,1000017505,16840615,
258,,Spot,2,Image 1,260,1000017505,16840616,
275,,Spot,2,Image 1,261,1000017505,16840617,
280,,Spot,2,Image 1,262,1000017505,16840618,
245,,Spot,2,Image 1,263,1000017505,16840619,
278,,Spot,2,Image 1,264,1000017505,16840620,
292,,Spot,2,Image 1,265,1000017505,16840621,
303,,Spot,2,Image 1,266,1000017505,16840622,
278,,Spot,2,Image 1,267,1000017505,16840623,
308,,Spot,2,Image 1,268,1000017505,16840624,
273,,Spot,2,Image 1,269,1000017505,16840625,
306,,Spot,2,Image 1,270,1000017505,16840626,
308,,Spot,2,Image 1,271,1000017505,16840627,
308,,Spot,2,Image 1,272,1000017505,16840628,
321,,Spot,2,Image 1,273,1000017505,16840629,
287,,Spot,2,Image 1,274,1000017505,16840630,
314,,Spot,2,Image 1,275,1000017505,16840631,
310,,Spot,2,Image 1,276,1000017505,16840632,
343,,Spot,2,Image 1,277,1000017505,16840633,
350,,Spot,2,Image 1,278,1000017505,16840634,
342,,Spot,2,Image 1,279,1000017505,16840635,
305,,Spot,2,Image 1,280,1000017505,16840636,
310,,Spot,2,Image 1,281,1000017505,16840637,
330,,Spot,2,Image 1,282,1000017505,16840638,
299,,Spot,2,Image 1,283,1000017505,16840639,
310,,Spot,2,Image 1,284,1000017505,16840640,
308,,Spot,2,Image 1,285,1000017505,16840641,
292,,Spot,2,Image 1,286,1000017505,16840642,
361,,Spot,2,Image 1,287,1000017505,16840643,
299,,Spot,2,Image 1,288,1000017505,16840644,
302,,Spot,2,Image 1,289,1000017505,16840645,
312,,Spot,2,Image 1,290,1000017505,16840646,
327,,Spot,2,Image 1,291,1000017505,16840647,
302,,Spot,2,Image 1,292,1000017505,16840648,
322,,Spot,2,Image 1,293,1000017505,16840649,
291,,Spot,2,Image 1,294,1000017505,16840650,
297,,Spot,2,Image 1,295,1000017505,16840651,
309,,Spot,2,Image 1,296,1000017505,16840652,
348,,Spot,2,Image 1,297,1000017505,16840653,
341,,Spot,2,Image 1,298,1000017505,16840654,
305,,Spot,2,Image 1,299,1000017505,16840655,
307,,Spot,2,Image 1,300,1000017505,16840656,
270,,Spot,2,Image 1,301,1000017505,16840657,
251,,Spot,2,Image 1,302,1000017505,16840658,
250,,Spot,2,Image 1,303,1000017505,16840659,
264,,Spot,2,Image 1,304,1000017505,16840660,
255,,Spot,2,Image 1,305,1000017505,16840661,
257,,Spot,2,Image 1,306,1000017505,16840662,
266,,Spot,2,Image 1,307,1000017505,16840663,
264,,Spot,2,Image 1,308,1000017505,16840664,
263,,Spot,2,Image 1,309,1000017505,16840665,
271,,Spot,2,Image 1,310,1000017505,16840666,
266,,Spot,2,Image 1,311,1000017505,16840667,
306,,Spot,2,Image 1,312,1000017505,16840668,
316,,Spot,2,Image 1,313,1000017505,16840669,
289,,Spot,2,Image 1,314,1000017505,16840670,
315,,Spot,2,Image 1,315,1000017505,16840671,
307,,Spot,2,Image 1,316,1000017505,16840672,
289,,Spot,2,Image 1,317,1000017505,16840673,
289,,Spot,2,Image 1,318,1000017505,16840674,
299,,Spot,2,Image 1,319,1000017505,16840675,
280,,Spot,2,Image 1,320,1000017505,16840676,
280,,Spot,2,Image 1,321,1000017505,16840677,
302,,Spot,2,Image 1,322,1000017505,16840678,
311,,Spot,2,Image 1,323,1000017505,16840679,
295,,Spot,2,Image 1,324,1000017505,16840680,
298,,Spot,2,Image 1,325,1000017505,16840681,
290,,Spot,2,Image 1,326,1000017505,16840682,
296,,Spot,2,Image 1,327,1000017505,16840683,
290,,Spot,2,Image 1,328,1000017505,16840684,
281,,Spot,2,Image 1,329,1000017505,16840685,
268,,Spot,2,Image 1,330,1000017505,16840686,
307,,Spot,2,Image 1,331,1000017505,16840687,
279,,Spot,2,Image 1,332,1000017505,16840688,
283,,Spot,2,Image 1,333,1000017505,16840689,
277,,Spot,2,Image 1,334,1000017505,16840690,
272,,Spot,2,Image 1,335,1000017505,16840691,
282,,Spot,2,Image 1,336,1000017505,16840692,
292,,Spot,2,Image 1,337,1000017505,16840693,
277,,Spot,2,Image 1,338,1000017505,16840694,
267,,Spot,2,Image 1,339,1000017505,16840695,
280,,Spot,2,Image 1,340,1000017505,16840696,
275,,Spot,2,Image 1,341,1000017505,16840697,
270,,Spot,2,Image 1,342,1000017505,16840698,
273,,Spot,2,Image 1,343,1000017505,16840699,
272,,Spot,2,Image 1,344,1000017505,16840700,
277,,Spot,2,Image 1,345,1000017505,16840701,
267,,Spot,2,Image 1,346,1000017505,16840702,
272,,Spot,2,Image 1,347,1000017505,16840703,
269,,Spot,2,Image 1,348,1000017505,16840704,
274,,Spot,2,Image 1,349,1000017505,16840705,
279,,Spot,2,Image 1,350,1000017505,16840706,
275,,Spot,2,Image 1,351,1000017505,16840707,
269,,Spot,2,Image 1,352,1000017505,16840708,
274,,Spot,2,Image 1,353,1000017505,16840709,
267,,Spot,2,Image 1,354,1000017505,16840710,
267,,Spot,2,Image 1,355,1000017505,16840711,
268,,Spot,2,Image 1,356,1000017505,16840712,
270,,Spot,2,Image 1,357,1000017505,16840713,
257,,Spot,2,Image 1,358,1000017505,16840714,
279,,Spot,2,Image 1,359,1000017505,16840715,
