
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,TrackID,ID,
289.987,,Spot,3,Image 1,1,1000017505,17505,
286.533,,Spot,3,Image 1,2,1000017505,53972,
275.768,,Spot,3,Image 1,3,1000017505,91150,
264.246,,Spot,3,Image 1,4,1000017505,128784,
268.984,,Spot,3,Image 1,5,1000017505,166638,
279.878,,Spot,3,Image 1,6,1000017505,204743,
264.605,,Spot,3,Image 1,7,1000017505,243125,
255.71,,Spot,3,Image 1,8,1000017505,282220,
261.408,,Spot,3,Image 1,9,1000017505,321782,
258.114,,Spot,3,Image 1,10,1000017505,361583,
256.412,,Spot,3,Image 1,11,1000017505,401600,
240.595,,Spot,3,Image 1,12,1000017505,431816,
241.797,,Spot,3,Image 1,13,1000017505,472106,
237.096,,Spot,3,Image 1,14,1000017505,512129,
247.339,,Spot,3,Image 1,15,1000017505,552718,
268.988,,Spot,3,Image 1,16,1000017505,593063,
276.691,,Spot,3,Image 1,17,1000017505,633351,
276.348,,Spot,3,Image 1,18,1000017505,673910,
264.932,,Spot,3,Image 1,19,1000017505,714605,
269.529,,Spot,3,Image 1,20,1000017505,755519,
266.635,,Spot,3,Image 1,21,1000017505,796668,
264.064,,Spot,3,Image 1,22,1000017505,837624,
265.846,,Spot,3,Image 1,23,1000017505,878326,
276.908,,Spot,3,Image 1,24,1000017505,919109,
262.091,,Spot,3,Image 1,25,1000017505,960015,
286.882,,Spot,3,Image 1,26,1000017505,1001088,
277.838,,Spot,3,Image 1,27,1000017505,1042270,
284.047,,Spot,3,Image 1,28,1000017505,1083122,
272.209,,Spot,3,Image 1,29,1000017505,1124220,
265.75,,Spot,3,Image 1,30,1000017505,1165160,
263.672,,Spot,3,Image 1,31,1000017505,1206437,
253.222,,Spot,3,Image 1,32,1000017505,1247528,
239.889,,Spot,3,Image 1,33,1000017505,1289207,
235.867,,Spot,3,Image 1,34,1000017505,1331168,
246.706,,Spot,3,Image 1,35,1000017505,1372813,
262.429,,Spot,3,Image 1,36,1000017505,1414760,
268.847,,Spot,3,Image 1,37,1000017505,1456739,
253.962,,Spot,3,Image 1,38,1000017505,1499223,
246.274,,Spot,3,Image 1,39,1000017505,1541425,
244,,Spot,3,Image 1,40,1000017505,1583783,
257.202,,Spot,3,Image 1,41,1000017505,1626381,
250.618,,Spot,3,Image 1,42,1000017505,1668887,
262.141,,Spot,3,Image 1,43,1000017505,1711364,
254.236,,Spot,3,Image 1,44,1000017505,1754387,
264.446,,Spot,3,Image 1,45,1000017505,1797791,
268.565,,Spot,3,Image 1,46,1000017505,1841131,
277.098,,Spot,3,Image 1,47,1000017505,1884164,
282.44,,Spot,3,Image 1,49,1000017505,1971299,
283.14,,Spot,3,Image 1,50,1000017505,2006863,
284.644,,Spot,3,Image 1,51,1000017505,2050734,
266.132,,Spot,3,Image 1,52,1000017505,2102742,
271.986,,Spot,3,Image 1,53,1000017505,2146468,
261.628,,Spot,3,Image 1,54,1000017505,2190162,
266.6,,Spot,3,Image 1,55,1000017505,2233798,
253.413,,Spot,3,Image 1,56,1000017505,2277373,
256.697,,Spot,3,Image 1,57,1000017505,2320640,
255.574,,Spot,3,Image 1,58,1000017505,2364001,
256.902,,Spot,3,Image 1,59,1000017505,2407423,
267.236,,Spot,3,Image 1,60,1000017505,2450956,
242.6,,Spot,3,Image 1,61,1000017505,2494427,
236.07,,Spot,3,Image 1,62,1000017505,2537806,
263.12,,Spot,3,Image 1,63,1000017505,2580925,
261.108,,Spot,3,Image 1,64,1000017505,2624205,
263,,Spot,3,Image 1,65,1000017505,2667743,
260.635,,Spot,3,Image 1,66,1000017505,2711587,
258.618,,Spot,3,Image 1,67,1000017505,2755296,
261.085,,Spot,3,Image 1,68,1000017505,2798763,
267.176,,Spot,3,Image 1,69,1000017505,2842261,
261.768,,Spot,3,Image 1,70,1000017505,2885800,
263.104,,Spot,3,Image 1,71,1000017505,2929389,
265.232,,Spot,3,Image 1,72,1000017505,2973431,
261.699,,Spot,3,Image 1,73,1000017505,3016732,
235.151,,Spot,3,Image 1,74,1000017505,3060487,
240.606,,Spot,3,Image 1,75,1000017505,3104401,
240.524,,Spot,3,Image 1,76,1000017505,3148623,
238.906,,Spot,3,Image 1,77,1000017505,3192243,
237.013,,Spot,3,Image 1,78,1000017505,3235751,
230.961,,Spot,3,Image 1,79,1000017505,3279374,
