
Intensity Center Ch=3 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,TrackID,ID,
319,,Spot,3,Image 1,1,1000017505,17505,
319,,Spot,3,Image 1,2,1000017505,53972,
271,,Spot,3,Image 1,3,1000017505,91150,
303,,Spot,3,Image 1,4,1000017505,128784,
235,,Spot,3,Image 1,5,1000017505,166638,
324,,Spot,3,Image 1,6,1000017505,204743,
268,,Spot,3,Image 1,7,1000017505,243125,
279,,Spot,3,Image 1,8,1000017505,282220,
273,,Spot,3,Image 1,9,1000017505,321782,
282,,Spot,3,Image 1,10,1000017505,361583,
280,,Spot,3,Image 1,11,1000017505,401600,
245,,Spot,3,Image 1,12,1000017505,431816,
243,,Spot,3,Image 1,13,1000017505,472106,
261,,Spot,3,Image 1,14,1000017505,512129,
271,,Spot,3,Image 1,15,1000017505,552718,
287,,Spot,3,Image 1,16,1000017505,593063,
289,,Spot,3,Image 1,17,1000017505,633351,
307,,Spot,3,Image 1,18,1000017505,673910,
290,,Spot,3,Image 1,19,1000017505,714605,
288,,Spot,3,Image 1,20,1000017505,755519,
294,,Spot,3,Image 1,21,1000017505,796668,
261,,Spot,3,Image 1,22,1000017505,837624,
297,,Spot,3,Image 1,23,1000017505,878326,
294,,Spot,3,Image 1,24,1000017505,919109,
294,,Spot,3,Image 1,25,1000017505,960015,
305,,Spot,3,Image 1,26,1000017505,1001088,
284,,Spot,3,Image 1,27,1000017505,1042270,
312,,Spot,3,Image 1,28,1000017505,1083122,
293,,Spot,3,Image 1,29,1000017505,1124220,
271,,Spot,3,Image 1,30,1000017505,1165160,
284,,Spot,3,Image 1,31,1000017505,1206437,
243,,Spot,3,Image 1,32,1000017505,1247528,
255,,Spot,3,Image 1,33,1000017505,1289207,
245,,Spot,3,Image 1,34,1000017505,1331168,
262,,Spot,3,Image 1,35,1000017505,1372813,
287,,Spot,3,Image 1,36,1000017505,1414760,
291,,Spot,3,Image 1,37,1000017505,1456739,
274,,Spot,3,Image 1,38,1000017505,1499223,
260,,Spot,3,Image 1,39,1000017505,1541425,
275,,Spot,3,Image 1,40,1000017505,1583783,
246,,Spot,3,Image 1,41,1000017505,1626381,
275,,Spot,3,Image 1,42,1000017505,1668887,
302,,Spot,3,Image 1,43,1000017505,1711364,
275,,Spot,3,Image 1,44,1000017505,1754387,
336,,Spot,3,Image 1,45,1000017505,1797791,
273,,Spot,3,Image 1,46,1000017505,1841131,
326,,Spot,3,Image 1,47,1000017505,1884164,
301,,Spot,3,Image 1,49,1000017505,1971299,
316,,Spot,3,Image 1,50,1000017505,2006863,
319,,Spot,3,Image 1,51,1000017505,2050734,
275,,Spot,3,Image 1,52,1000017505,2102742,
301,,Spot,3,Image 1,53,1000017505,2146468,
309,,Spot,3,Image 1,54,1000017505,2190162,
264,,Spot,3,Image 1,55,1000017505,2233798,
262,,Spot,3,Image 1,56,1000017505,2277373,
269,,Spot,3,Image 1,57,1000017505,2320640,
282,,Spot,3,Image 1,58,1000017505,2364001,
287,,Spot,3,Image 1,59,1000017505,2407423,
295,,Spot,3,Image 1,60,1000017505,2450956,
240,,Spot,3,Image 1,61,1000017505,2494427,
238,,Spot,3,Image 1,62,1000017505,2537806,
294,,Spot,3,Image 1,63,1000017505,2580925,
309,,Spot,3,Image 1,64,1000017505,2624205,
290,,Spot,3,Image 1,65,1000017505,2667743,
284,,Spot,3,Image 1,66,1000017505,2711587,
278,,Spot,3,Image 1,67,1000017505,2755296,
277,,Spot,3,Image 1,68,1000017505,2798763,
315,,Spot,3,Image 1,69,1000017505,2842261,
290,,Spot,3,Image 1,70,1000017505,2885800,
288,,Spot,3,Image 1,71,1000017505,2929389,
304,,Spot,3,Image 1,72,1000017505,2973431,
275,,Spot,3,Image 1,73,1000017505,3016732,
248,,Spot,3,Image 1,74,1000017505,3060487,
259,,Spot,3,Image 1,75,1000017505,3104401,
248,,Spot,3,Image 1,76,1000017505,3148623,
243,,Spot,3,Image 1,77,1000017505,3192243,
