
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,TrackID,ID,
385.481,,Spot,2,Image 1,1,1000017505,17505,
393.75,,Spot,2,Image 1,2,1000017505,53972,
397.146,,Spot,2,Image 1,3,1000017505,91150,
389.058,,Spot,2,Image 1,4,1000017505,128784,
391.049,,Spot,2,Image 1,5,1000017505,166638,
390.878,,Spot,2,Image 1,6,1000017505,204743,
387.384,,Spot,2,Image 1,7,1000017505,243125,
360.725,,Spot,2,Image 1,8,1000017505,282220,
388.338,,Spot,2,Image 1,9,1000017505,321782,
385.364,,Spot,2,Image 1,10,1000017505,361583,
391.859,,Spot,2,Image 1,11,1000017505,401600,
360.743,,Spot,2,Image 1,12,1000017505,431816,
371.759,,Spot,2,Image 1,13,1000017505,472106,
366.819,,Spot,2,Image 1,14,1000017505,512129,
365.232,,Spot,2,Image 1,15,1000017505,552718,
416.952,,Spot,2,Image 1,16,1000017505,593063,
439.647,,Spot,2,Image 1,17,1000017505,633351,
445.101,,Spot,2,Image 1,18,1000017505,673910,
437.473,,Spot,2,Image 1,19,1000017505,714605,
457.161,,Spot,2,Image 1,20,1000017505,755519,
442.683,,Spot,2,Image 1,21,1000017505,796668,
429.321,,Spot,2,Image 1,22,1000017505,837624,
437.985,,Spot,2,Image 1,23,1000017505,878326,
438.253,,Spot,2,Image 1,24,1000017505,919109,
430.125,,Spot,2,Image 1,25,1000017505,960015,
527.941,,Spot,2,Image 1,26,1000017505,1001088,
436.73,,Spot,2,Image 1,27,1000017505,1042270,
433.744,,Spot,2,Image 1,28,1000017505,1083122,
451.977,,Spot,2,Image 1,29,1000017505,1124220,
433.042,,Spot,2,Image 1,30,1000017505,1165160,
438.721,,Spot,2,Image 1,31,1000017505,1206437,
422.167,,Spot,2,Image 1,32,1000017505,1247528,
385.25,,Spot,2,Image 1,33,1000017505,1289207,
388.667,,Spot,2,Image 1,34,1000017505,1331168,
429.015,,Spot,2,Image 1,35,1000017505,1372813,
440.352,,Spot,2,Image 1,36,1000017505,1414760,
415.356,,Spot,2,Image 1,37,1000017505,1456739,
399,,Spot,2,Image 1,38,1000017505,1499223,
379.065,,Spot,2,Image 1,39,1000017505,1541425,
370.152,,Spot,2,Image 1,40,1000017505,1583783,
388.25,,Spot,2,Image 1,41,1000017505,1626381,
397.263,,Spot,2,Image 1,42,1000017505,1668887,
439,,Spot,2,Image 1,43,1000017505,1711364,
412.472,,Spot,2,Image 1,44,1000017505,1754387,
436.743,,Spot,2,Image 1,45,1000017505,1797791,
449.976,,Spot,2,Image 1,46,1000017505,1841131,
456.557,,Spot,2,Image 1,47,1000017505,1884164,
500.262,,Spot,2,Image 1,49,1000017505,1971299,
500.826,,Spot,2,Image 1,50,1000017505,2006863,
505.264,,Spot,2,Image 1,51,1000017505,2050734,
456.026,,Spot,2,Image 1,52,1000017505,2102742,
433.13,,Spot,2,Image 1,53,1000017505,2146468,
419.93,,Spot,2,Image 1,54,1000017505,2190162,
410.563,,Spot,2,Image 1,55,1000017505,2233798,
423.48,,Spot,2,Image 1,56,1000017505,2277373,
407.455,,Spot,2,Image 1,57,1000017505,2320640,
417.59,,Spot,2,Image 1,58,1000017505,2364001,
421.902,,Spot,2,Image 1,59,1000017505,2407423,
403.319,,Spot,2,Image 1,60,1000017505,2450956,
367.225,,Spot,2,Image 1,61,1000017505,2494427,
353.256,,Spot,2,Image 1,62,1000017505,2537806,
391.325,,Spot,2,Image 1,63,1000017505,2580925,
399.892,,Spot,2,Image 1,64,1000017505,2624205,
408.088,,Spot,2,Image 1,65,1000017505,2667743,
421.794,,Spot,2,Image 1,66,1000017505,2711587,
414.221,,Spot,2,Image 1,67,1000017505,2755296,
442.5,,Spot,2,Image 1,68,1000017505,2798763,
510.682,,Spot,2,Image 1,69,1000017505,2842261,
463.244,,Spot,2,Image 1,70,1000017505,2885800,
423.584,,Spot,2,Image 1,71,1000017505,2929389,
407.145,,Spot,2,Image 1,72,1000017505,2973431,
403.452,,Spot,2,Image 1,73,1000017505,3016732,
361.372,,Spot,2,Image 1,74,1000017505,3060487,
346.268,,Spot,2,Image 1,75,1000017505,3104401,
336.354,,Spot,2,Image 1,76,1000017505,3148623,
345.719,,Spot,2,Image 1,77,1000017505,3192243,
342.118,,Spot,2,Image 1,78,1000017505,3235751,
339.855,,Spot,2,Image 1,79,1000017505,3279374,
328.12,,Spot,2,Image 1,80,1000017505,3325066,
337.105,,Spot,2,Image 1,81,1000017505,3368192,
341.584,,Spot,2,Image 1,82,1000017505,3412322,
340.835,,Spot,2,Image 1,83,1000017505,3455837,
352.16,,Spot,2,Image 1,84,1000017505,3499597,
354.641,,Spot,2,Image 1,85,1000017505,3543084,
343.453,,Spot,2,Image 1,86,1000017505,3586165,
340.548,,Spot,2,Image 1,87,1000017505,3629087,
337.381,,Spot,2,Image 1,88,1000017505,3672152,
334.304,,Spot,2,Image 1,89,1000017505,3715051,
326.925,,Spot,2,Image 1,90,1000017505,3757423,
320.438,,Spot,2,Image 1,91,1000017505,3797952,
322.069,,Spot,2,Image 1,92,1000017505,16840448,
325.813,,Spot,2,Image 1,93,1000017505,16840449,
331.809,,Spot,2,Image 1,94,1000017505,16840450,
335.928,,Spot,2,Image 1,95,1000017505,16840451,
337.663,,Spot,2,Image 1,96,1000017505,16840452,
334.757,,Spot,2,Image 1,97,1000017505,16840453,
349.609,,Spot,2,Image 1,98,1000017505,16840454,
337.643,,Spot,2,Image 1,99,1000017505,16840455,
337.155,,Spot,2,Image 1,100,1000017505,16840456,
