
Speed
 ==================== 
Speed,Unit,Category,Time,TrackID,ID,
1.4864,,Spot,1,1000000001,1,
1.19796,,Spot,2,1000000001,2,
1.4783,,Spot,3,1000000001,3,
1.52914,,Spot,4,1000000001,4,
0.629968,,Spot,5,1000000001,5,
0.79698,,Spot,6,1000000001,6,
0.314103,,Spot,7,1000000001,7,
0.488654,,Spot,8,1000000001,8,
0.803114,,Spot,9,1000000001,9,
0.766115,,Spot,10,1000000001,10,
0.901749,,Spot,11,1000000001,11,
1.13237,,Spot,12,1000000001,12,
0.48656,,Spot,13,1000000001,13,
0.864347,,Spot,14,1000000001,14,
0.833916,,Spot,15,1000000001,15,
0.570389,,Spot,16,1000000001,16,
0.893722,,Spot,17,1000000001,17,
0.995066,,Spot,18,1000000001,18,
0.545299,,Spot,19,1000000001,19,
0.633514,,Spot,20,1000000001,20,
0.290298,,Spot,21,1000000001,21,
0.233622,,Spot,22,1000000001,22,
0.427983,,Spot,23,1000000001,23,
0.639829,,Spot,24,1000000001,24,
1.0605,,Spot,25,1000000001,25,
0.559804,,Spot,26,1000000001,26,
0.435069,,Spot,27,1000000001,27,
0.34499,,Spot,28,1000000001,28,
0.875037,,Spot,29,1000000001,29,
1.85157,,Spot,30,1000000001,30,
2.41725,,Spot,31,1000000001,31,
1.20394,,Spot,32,1000000001,32,
0.59887,,Spot,33,1000000001,33,
0.83902,,Spot,34,1000000001,34,
0.989881,,Spot,35,1000000001,35,
1.63254,,Spot,36,1000000001,36,
0.834979,,Spot,37,1000000001,37,
0.849243,,Spot,38,1000000001,38,
0.664822,,Spot,39,1000000001,39,
0.31375,,Spot,40,1000000001,40,
0.332285,,Spot,41,1000000001,41,
0.416791,,Spot,42,1000000001,42,
0.566222,,Spot,43,1000000001,43,
0.597707,,Spot,44,1000000001,44,
0.472991,,Spot,45,1000000001,45,
0.543033,,Spot,46,1000000001,46,
0.147986,,Spot,47,1000000001,47,
0.838506,,Spot,48,1000000001,48,
0.687972,,Spot,49,1000000001,49,
2.37758,,Spot,50,1000000001,50,
2.27045,,Spot,51,1000000001,51,
0.09002,,Spot,52,1000000001,52,
0.555011,,Spot,53,1000000001,53,
1.23239,,Spot,54,1000000001,54,
1.11007,,Spot,55,1000000001,55,
0.647681,,Spot,56,1000000001,56,
0.738602,,Spot,57,1000000001,57,
0.684997,,Spot,58,1000000001,58,
0.876625,,Spot,59,1000000001,59,
0.86723,,Spot,60,1000000001,60,
1.50098,,Spot,61,1000000001,61,
0.445457,,Spot,62,1000000001,62,
1.91896,,Spot,63,1000000001,63,
1.10389,,Spot,64,1000000001,64,
0.615783,,Spot,65,1000000001,65,
0.447271,,Spot,66,1000000001,66,
1.92032,,Spot,67,1000000001,67,
1.02596,,Spot,68,1000000001,68,
1.14228,,Spot,69,1000000001,69,
0.825208,,Spot,70,1000000001,70,
0.547209,,Spot,71,1000000001,71,
0.468972,,Spot,72,1000000001,72,
0.532276,,Spot,73,1000000001,73,
2.76299,,Spot,74,1000000001,74,
1.99873,,Spot,75,1000000001,75,
1.2482,,Spot,76,1000000001,76,
2.68371,,Spot,77,1000000001,77,
3.43641,,Spot,78,1000000001,78,
2.22786,,Spot,79,1000000001,79,
1.15682,,Spot,80,1000000001,80,
1.32445,,Spot,81,1000000001,81,
1.2793,,Spot,82,1000000001,82,
1.11737,,Spot,83,1000000001,83,
1.08086,,Spot,84,1000000001,84,
1.04802,,Spot,85,1000000001,85,
0.71197,,Spot,86,1000000001,86,
0.480618,,Spot,87,1000000001,87,
1.59933,,Spot,88,1000000001,88,
1.0195,,Spot,89,1000000001,89,
0.900357,,Spot,90,1000000001,90,
0.217873,,Spot,91,1000000001,91,
0.680848,,Spot,92,1000000001,92,
0.899635,,Spot,93,1000000001,93,
0.874069,,Spot,94,1000000001,94,
1.20296,,Spot,95,1000000001,95,
0.878387,,Spot,96,1000000001,96,
0.879483,,Spot,97,1000000001,97,
0.544186,,Spot,98,1000000001,98,
0.931811,,Spot,99,1000000001,99,
0.710579,,Spot,100,1000000001,100,
0.63306,,Spot,101,1000000001,101,
0.599341,,Spot,102,1000000001,102,
0.898307,,Spot,103,1000000001,103,
1.45744,,Spot,104,1000000001,104,
0.951533,,Spot,105,1000000001,105,
1.00277,,Spot,106,1000000001,106,
1.00654,,Spot,107,1000000001,107,
1.13103,,Spot,108,1000000001,108,
1.05517,,Spot,109,1000000001,109,
0.950137,,Spot,110,1000000001,110,
0.891993,,Spot,111,1000000001,111,
0.273193,,Spot,112,1000000001,112,
0.83475,,Spot,113,1000000001,113,
1.04278,,Spot,114,1000000001,114,
0.965869,,Spot,115,1000000001,115,
1.4958,,Spot,116,1000000001,116,
0.604485,,Spot,117,1000000001,117,
1.01291,,Spot,118,1000000001,118,
0.805773,,Spot,119,1000000001,119,
0.990658,,Spot,120,1000000001,120,
1.18236,,Spot,121,1000000001,121,
