
Time Index
 ==================== 
Time Index,Unit,Category,Time,TrackID,ID,
1,,Spot,1,1000000001,1,
2,,Spot,2,1000000001,2,
3,,Spot,3,1000000001,3,
4,,Spot,4,1000000001,4,
5,,Spot,5,1000000001,5,
6,,Spot,6,1000000001,6,
7,,Spot,7,1000000001,7,
8,,Spot,8,1000000001,8,
9,,Spot,9,1000000001,9,
10,,Spot,10,1000000001,10,
11,,Spot,11,1000000001,11,
12,,Spot,12,1000000001,12,
13,,Spot,13,1000000001,13,
14,,Spot,14,1000000001,14,
15,,Spot,15,1000000001,15,
16,,Spot,16,1000000001,16,
17,,Spot,17,1000000001,17,
18,,Spot,18,1000000001,18,
19,,Spot,19,1000000001,19,
20,,Spot,20,1000000001,20,
21,,Spot,21,1000000001,21,
22,,Spot,22,1000000001,22,
23,,Spot,23,1000000001,23,
24,,Spot,24,1000000001,24,
25,,Spot,25,1000000001,25,
26,,Spot,26,1000000001,26,
27,,Spot,27,1000000001,27,
28,,Spot,28,1000000001,28,
29,,Spot,29,1000000001,29,
30,,Spot,30,1000000001,30,
31,,Spot,31,1000000001,31,
32,,Spot,32,1000000001,32,
33,,Spot,33,1000000001,33,
34,,Spot,34,1000000001,34,
35,,Spot,35,1000000001,35,
36,,Spot,36,1000000001,36,
37,,Spot,37,1000000001,37,
38,,Spot,38,1000000001,38,
39,,Spot,39,1000000001,39,
40,,Spot,40,1000000001,40,
41,,Spot,41,1000000001,41,
42,,Spot,42,1000000001,42,
43,,Spot,43,1000000001,43,
44,,Spot,44,1000000001,44,
45,,Spot,45,1000000001,45,
46,,Spot,46,1000000001,46,
47,,Spot,47,1000000001,47,
48,,Spot,48,1000000001,48,
49,,Spot,49,1000000001,49,
50,,Spot,50,1000000001,50,
51,,Spot,51,1000000001,51,
52,,Spot,52,1000000001,52,
53,,Spot,53,1000000001,53,
54,,Spot,54,1000000001,54,
55,,Spot,55,1000000001,55,
56,,Spot,56,1000000001,56,
57,,Spot,57,1000000001,57,
58,,Spot,58,1000000001,58,
59,,Spot,59,1000000001,59,
60,,Spot,60,1000000001,60,
61,,Spot,61,1000000001,61,
62,,Spot,62,1000000001,62,
63,,Spot,63,1000000001,63,
64,,Spot,64,1000000001,64,
65,,Spot,65,1000000001,65,
66,,Spot,66,1000000001,66,
67,,Spot,67,1000000001,67,
