
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
39.9478,77.6963,52.7247,°,Spot,Velocity Angle,1,1000004372,4372,
49.6647,69.772,47.2118,°,Spot,Velocity Angle,2,1000004372,4373,
71.3306,39.211,56.9699,°,Spot,Velocity Angle,3,1000004372,4374,
88.4444,159.028,110.917,°,Spot,Velocity Angle,4,1000004372,4375,
90.0176,176.927,86.924,°,Spot,Velocity Angle,5,1000004372,4376,
97.8436,163.432,104.51,°,Spot,Velocity Angle,6,1000004372,4377,
72.681,160.937,82.2735,°,Spot,Velocity Angle,7,1000004372,4378,
43.807,132.61,98.3148,°,Spot,Velocity Angle,8,1000004372,4379,
90.0027,123.397,33.3942,°,Spot,Velocity Angle,9,1000004372,4380,
118.996,59.8634,44.2581,°,Spot,Velocity Angle,10,1000004372,4381,
105.096,95.9739,163.721,°,Spot,Velocity Angle,11,1000004372,4382,
76.7871,92.9018,166.464,°,Spot,Velocity Angle,12,1000004372,4383,
67.8945,67.5309,147.565,°,Spot,Velocity Angle,13,1000004372,4384,
88.5518,76.8331,13.2521,°,Spot,Velocity Angle,14,1000004372,4385,
111.518,60.8016,37.6144,°,Spot,Velocity Angle,15,1000004372,4386,
35.7473,54.2553,90.0027,°,Spot,Velocity Angle,16,1000004372,4388,
86.7134,140.711,129.105,°,Spot,Velocity Angle,17,1000004372,4389,
121.931,107.434,142.574,°,Spot,Velocity Angle,18,1000004372,4390,
86.0721,3.93056,90.0027,°,Spot,Velocity Angle,19,1000004372,4391,
86.0641,3.93857,90.0027,°,Spot,Velocity Angle,20,1000004372,4392,
75.2382,165.241,90.0027,°,Spot,Velocity Angle,21,1000004372,4393,
172.315,97.6926,90.0027,°,Spot,Velocity Angle,22,1000004372,4394,
120.546,30.5431,90.0027,°,Spot,Velocity Angle,23,1000004372,4395,
155.377,65.3746,90.0027,°,Spot,Velocity Angle,24,1000004372,4396,
138.09,48.0878,90.0027,°,Spot,Velocity Angle,25,1000004372,4397,
83.6428,41.9652,131.26,°,Spot,Velocity Angle,26,1000004372,4398,
138.516,93.047,131.329,°,Spot,Velocity Angle,27,1000004372,4399,
179.796,89.7939,90.0027,°,Spot,Velocity Angle,28,1000004372,4400,
90.5789,179.429,90.0027,°,Spot,Velocity Angle,29,1000004372,4401,
104.452,165.556,90.0027,°,Spot,Velocity Angle,30,1000004372,4402,
70.0219,19.9807,90.0027,°,Spot,Velocity Angle,31,1000004372,4403,
85.7373,4.26534,90.0027,°,Spot,Velocity Angle,32,1000004372,4404,
163.746,106.261,90.0027,°,Spot,Velocity Angle,33,1000004372,4405,
85.8464,4.15622,90.0027,°,Spot,Velocity Angle,34,1000004372,4406,
123.696,74.278,38.1273,°,Spot,Velocity Angle,35,1000004372,4407,
153.894,63.8912,90.0027,°,Spot,Velocity Angle,36,1000004372,4408,
128.067,81.6996,140.716,°,Spot,Velocity Angle,37,1000004372,4409,
141.545,80.6076,126.884,°,Spot,Velocity Angle,38,1000004372,4410,
131.64,70.4597,131.943,°,Spot,Velocity Angle,39,1000004372,4411,
159.333,110.378,86.6554,°,Spot,Velocity Angle,40,1000004372,4412,
56.1056,127.45,55.5951,°,Spot,Velocity Angle,41,1000004372,4413,
42.5806,131.439,98.1046,°,Spot,Velocity Angle,42,1000004372,4414,
33.1053,121.127,100.164,°,Spot,Velocity Angle,43,1000004372,4415,
69.3443,75.2533,25.7893,°,Spot,Velocity Angle,44,1000004372,4416,
63.4632,105.089,31.1377,°,Spot,Velocity Angle,45,1000004372,4417,
46.9189,131.669,72.3927,°,Spot,Velocity Angle,46,1000004372,4418,
36.8402,118.228,68.3767,°,Spot,Velocity Angle,47,1000004372,4419,
45.9216,129.274,70.1435,°,Spot,Velocity Angle,48,1000004372,4420,
67.1346,113.204,33.5986,°,Spot,Velocity Angle,49,1000004372,4421,
136.672,67.3097,124.581,°,Spot,Velocity Angle,50,1000004372,4422,
126.241,42.353,108.856,°,Spot,Velocity Angle,51,1000004372,4423,
101.223,15.4919,79.4597,°,Spot,Velocity Angle,52,1000004372,4424,
77.5122,52.7226,40.0282,°,Spot,Velocity Angle,53,1000004372,4425,
68.6867,130.685,48.2766,°,Spot,Velocity Angle,54,1000004372,4426,
125.399,134.888,114.087,°,Spot,Velocity Angle,55,1000004372,4427,
29.258,66.4701,73.6306,°,Spot,Velocity Angle,56,1000004372,4428,
62.8775,119.251,41.9346,°,Spot,Velocity Angle,57,1000004372,4429,
143.939,56.9901,77.1128,°,Spot,Velocity Angle,58,1000004372,4430,
109.562,27.6959,71.1943,°,Spot,Velocity Angle,59,1000004372,4431,
52.1452,77.5042,40.5973,°,Spot,Velocity Angle,60,1000004372,4432,
114.61,30.6058,107.037,°,Spot,Velocity Angle,61,1000004372,4433,
121.277,147.607,82.3827,°,Spot,Velocity Angle,62,1000004372,4434,
80.6295,121.175,32.8626,°,Spot,Velocity Angle,63,1000004372,4435,
114.043,85.4341,24.525,°,Spot,Velocity Angle,64,1000004372,4436,
89.6391,113.566,23.5662,°,Spot,Velocity Angle,65,1000004372,4437,
114.243,55.1118,44.7571,°,Spot,Velocity Angle,66,1000004372,4438,
153.708,76.2152,68.0735,°,Spot,Velocity Angle,67,1000004372,4439,
88.5081,154.029,115.93,°,Spot,Velocity Angle,68,1000004372,4440,
133.616,105.058,132.523,°,Spot,Velocity Angle,69,1000004372,4441,
101.925,160.247,105.523,°,Spot,Velocity Angle,70,1000004372,4442,
17.7988,90.3075,72.2067,°,Spot,Velocity Angle,71,1000004372,4443,
74.4195,22.8228,106.251,°,Spot,Velocity Angle,72,1000004372,4444,
139.08,65.5609,120.524,°,Spot,Velocity Angle,73,1000004372,4445,
109.843,19.8419,90.2481,°,Spot,Velocity Angle,74,1000004372,4446,
131.909,43.2812,81.1075,°,Spot,Velocity Angle,75,1000004372,4447,
143.866,72.6394,120.578,°,Spot,Velocity Angle,76,1000004372,4448,
150.83,80.7239,117.393,°,Spot,Velocity Angle,77,1000004372,4449,
31.0462,73.2109,64.7114,°,Spot,Velocity Angle,78,1000004372,4450,
13.9787,92.7267,76.3025,°,Spot,Velocity Angle,79,1000004372,4451,
93.6373,133.805,135.972,°,Spot,Velocity Angle,80,1000004372,4452,
75.4412,138.701,127.614,°,Spot,Velocity Angle,81,1000004372,4453,
75.8074,110.684,25.4648,°,Spot,Velocity Angle,82,1000004372,4454,
73.7481,19.108,80.23,°,Spot,Velocity Angle,83,1000004372,4455,
76.8963,19.6293,104.353,°,Spot,Velocity Angle,84,1000004372,4456,
96.5669,18.4537,107.171,°,Spot,Velocity Angle,85,1000004372,4457,
39.2951,68.6378,58.8015,°,Spot,Velocity Angle,86,1000004372,4458,
55.4045,71.4138,40.6304,°,Spot,Velocity Angle,87,1000004372,4459,
71.4048,49.6173,46.2332,°,Spot,Velocity Angle,88,1000004372,4460,
77.8748,38.8918,53.7279,°,Spot,Velocity Angle,89,1000004372,4461,
138.645,64.2269,60.1649,°,Spot,Velocity Angle,90,1000004372,4462,
105.696,159.257,103.228,°,Spot,Velocity Angle,91,1000004372,4463,
92.5921,135.66,134.231,°,Spot,Velocity Angle,92,1000004372,4464,
112.93,77.9685,153.783,°,Spot,Velocity Angle,93,1000004372,4465,
95.6803,102.926,165.85,°,Spot,Velocity Angle,94,1000004372,4466,
102.389,77.771,162.458,°,Spot,Velocity Angle,95,1000004372,4467,
92.6451,17.9379,107.732,°,Spot,Velocity Angle,96,1000004372,4468,
135.733,52.3468,109.743,°,Spot,Velocity Angle,97,1000004372,4469,
130.362,82.9881,138.783,°,Spot,Velocity Angle,98,1000004372,4470,
106.163,91.8384,163.735,°,Spot,Velocity Angle,99,1000004372,4471,
123.283,69.8621,40.3771,°,Spot,Velocity Angle,100,1000004372,4472,
82.2531,107.259,19.0174,°,Spot,Velocity Angle,101,1000004372,4473,
64.3517,154.277,88.1425,°,Spot,Velocity Angle,102,1000004372,4474,
85.8693,105.472,16.0386,°,Spot,Velocity Angle,103,1000004372,4475,
44.1721,119.561,60.5217,°,Spot,Velocity Angle,104,1000004372,4476,
32.9109,117.447,106.726,°,Spot,Velocity Angle,105,1000004372,4477,
25.8811,82.1515,65.5098,°,Spot,Velocity Angle,106,1000004372,4478,
33.8688,78.377,58.6983,°,Spot,Velocity Angle,107,1000004372,4479,
40.2855,94.9168,50.1439,°,Spot,Velocity Angle,108,1000004372,4480,
71.0455,68.1115,29.6379,°,Spot,Velocity Angle,109,1000004372,4481,
156.179,88.8406,113.797,°,Spot,Velocity Angle,110,1000004372,4482,
94.9639,157.21,112.192,°,Spot,Velocity Angle,111,1000004372,4483,
57.0077,127.42,125.326,°,Spot,Velocity Angle,112,1000004372,4484,
47.8481,57.0856,59.7176,°,Spot,Velocity Angle,113,1000004372,4485,
68.721,57.2987,40.6086,°,Spot,Velocity Angle,114,1000004372,4486,
93.5425,44.6599,45.5612,°,Spot,Velocity Angle,115,1000004372,4487,
104.617,142.441,123.713,°,Spot,Velocity Angle,116,1000004372,4488,
136.066,133.706,93.6847,°,Spot,Velocity Angle,117,1000004372,4489,
128.135,66.2255,47.5147,°,Spot,Velocity Angle,118,1000004372,4490,
133.253,117.274,124.49,°,Spot,Velocity Angle,119,1000004372,4491,
113.157,77.1332,153.139,°,Spot,Velocity Angle,120,1000004372,4492,
114.499,25.4839,96.6009,°,Spot,Velocity Angle,121,1000004372,4493,
130.237,40.2658,88.6603,°,Spot,Velocity Angle,122,1000004372,4494,
126.162,71.6948,138.059,°,Spot,Velocity Angle,123,1000004372,4495,
119.295,138.463,63.4082,°,Spot,Velocity Angle,124,1000004372,4496,
79.3416,19.9394,73.3549,°,Spot,Velocity Angle,125,1000004372,4497,
101.754,11.7917,90.9679,°,Spot,Velocity Angle,126,1000004372,4498,
149.232,81.3771,119.288,°,Spot,Velocity Angle,127,1000004372,4499,
65.723,118.34,141.103,°,Spot,Velocity Angle,128,1000004372,4500,
114.151,144.813,113.952,°,Spot,Velocity Angle,129,1000004372,4501,
158.023,108.696,101.153,°,Spot,Velocity Angle,130,1000004372,4502,
143.601,91.8419,126.345,°,Spot,Velocity Angle,131,1000004372,4503,
148.189,99.0544,120.213,°,Spot,Velocity Angle,132,1000004372,4504,
148.305,111.526,67.905,°,Spot,Velocity Angle,133,1000004372,4505,
53.1742,61.8632,130.302,°,Spot,Velocity Angle,134,1000004372,4506,
95.3472,49.8756,139.375,°,Spot,Velocity Angle,135,1000004372,4507,
124.529,55.9288,52.8399,°,Spot,Velocity Angle,136,1000004372,4508,
