
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
20.1171,µm,Spot,Image 1,1,1000004372,4372,
19.7006,µm,Spot,Image 1,2,1000004372,4373,
19.5371,µm,Spot,Image 1,3,1000004372,4374,
19.4069,µm,Spot,Image 1,4,1000004372,4375,
19.523,µm,Spot,Image 1,5,1000004372,4376,
19.4072,µm,Spot,Image 1,6,1000004372,4377,
19.583,µm,Spot,Image 1,7,1000004372,4378,
19.1758,µm,Spot,Image 1,8,1000004372,4379,
19.1487,µm,Spot,Image 1,9,1000004372,4380,
19.1758,µm,Spot,Image 1,10,1000004372,4381,
19.7481,µm,Spot,Image 1,11,1000004372,4382,
19.0943,µm,Spot,Image 1,12,1000004372,4383,
19.1758,µm,Spot,Image 1,13,1000004372,4384,
18.7128,µm,Spot,Image 1,14,1000004372,4385,
19.1342,µm,Spot,Image 1,15,1000004372,4386,
19.4857,µm,Spot,Image 1,16,1000004372,4388,
18.9639,µm,Spot,Image 1,17,1000004372,4389,
19.4403,µm,Spot,Image 1,18,1000004372,4390,
19.2969,µm,Spot,Image 1,19,1000004372,4391,
19.426,µm,Spot,Image 1,20,1000004372,4392,
19.2547,µm,Spot,Image 1,21,1000004372,4393,
19.3935,µm,Spot,Image 1,22,1000004372,4394,
20.0352,µm,Spot,Image 1,23,1000004372,4395,
19.7589,µm,Spot,Image 1,24,1000004372,4396,
20.114,µm,Spot,Image 1,25,1000004372,4397,
20.0266,µm,Spot,Image 1,26,1000004372,4398,
20.03,µm,Spot,Image 1,27,1000004372,4399,
20.5938,µm,Spot,Image 1,28,1000004372,4400,
20.2337,µm,Spot,Image 1,29,1000004372,4401,
20.3917,µm,Spot,Image 1,30,1000004372,4402,
20.3017,µm,Spot,Image 1,31,1000004372,4403,
20.2135,µm,Spot,Image 1,32,1000004372,4404,
20.2713,µm,Spot,Image 1,33,1000004372,4405,
20.3333,µm,Spot,Image 1,34,1000004372,4406,
20.2272,µm,Spot,Image 1,35,1000004372,4407,
20.6859,µm,Spot,Image 1,36,1000004372,4408,
20.6978,µm,Spot,Image 1,37,1000004372,4409,
21.0842,µm,Spot,Image 1,38,1000004372,4410,
20.3999,µm,Spot,Image 1,39,1000004372,4411,
19.9342,µm,Spot,Image 1,40,1000004372,4412,
20.2233,µm,Spot,Image 1,41,1000004372,4413,
20.3283,µm,Spot,Image 1,42,1000004372,4414,
20.6493,µm,Spot,Image 1,43,1000004372,4415,
20.6344,µm,Spot,Image 1,44,1000004372,4416,
20.7636,µm,Spot,Image 1,45,1000004372,4417,
20.8414,µm,Spot,Image 1,46,1000004372,4418,
20.8275,µm,Spot,Image 1,47,1000004372,4419,
21.1382,µm,Spot,Image 1,48,1000004372,4420,
21.1456,µm,Spot,Image 1,49,1000004372,4421,
21.1855,µm,Spot,Image 1,50,1000004372,4422,
21.11,µm,Spot,Image 1,51,1000004372,4423,
21.1482,µm,Spot,Image 1,52,1000004372,4424,
21.0816,µm,Spot,Image 1,53,1000004372,4425,
21.1054,µm,Spot,Image 1,54,1000004372,4426,
21.2133,µm,Spot,Image 1,55,1000004372,4427,
21.1043,µm,Spot,Image 1,56,1000004372,4428,
21.2723,µm,Spot,Image 1,57,1000004372,4429,
21.2359,µm,Spot,Image 1,58,1000004372,4430,
21.0928,µm,Spot,Image 1,59,1000004372,4431,
21.1133,µm,Spot,Image 1,60,1000004372,4432,
21.0904,µm,Spot,Image 1,61,1000004372,4433,
20.8498,µm,Spot,Image 1,62,1000004372,4434,
21.111,µm,Spot,Image 1,63,1000004372,4435,
21.0939,µm,Spot,Image 1,64,1000004372,4436,
21.0907,µm,Spot,Image 1,65,1000004372,4437,
21.1058,µm,Spot,Image 1,66,1000004372,4438,
20.9753,µm,Spot,Image 1,67,1000004372,4439,
21.0122,µm,Spot,Image 1,68,1000004372,4440,
21.061,µm,Spot,Image 1,69,1000004372,4441,
20.8518,µm,Spot,Image 1,70,1000004372,4442,
21.0047,µm,Spot,Image 1,71,1000004372,4443,
21.1676,µm,Spot,Image 1,72,1000004372,4444,
21.0719,µm,Spot,Image 1,73,1000004372,4445,
20.9673,µm,Spot,Image 1,74,1000004372,4446,
