
Time Index
 ==================== 
Time Index,Unit,Category,Time,TrackID,ID,
1,,Spot,1,1000004372,4372,
2,,Spot,2,1000004372,4373,
3,,Spot,3,1000004372,4374,
4,,Spot,4,1000004372,4375,
5,,Spot,5,1000004372,4376,
6,,Spot,6,1000004372,4377,
7,,Spot,7,1000004372,4378,
8,,Spot,8,1000004372,4379,
9,,Spot,9,1000004372,4380,
10,,Spot,10,1000004372,4381,
11,,Spot,11,1000004372,4382,
12,,Spot,12,1000004372,4383,
13,,Spot,13,1000004372,4384,
14,,Spot,14,1000004372,4385,
15,,Spot,15,1000004372,4386,
16,,Spot,16,1000004372,4388,
17,,Spot,17,1000004372,4389,
18,,Spot,18,1000004372,4390,
19,,Spot,19,1000004372,4391,
20,,Spot,20,1000004372,4392,
21,,Spot,21,1000004372,4393,
22,,Spot,22,1000004372,4394,
23,,Spot,23,1000004372,4395,
24,,Spot,24,1000004372,4396,
25,,Spot,25,1000004372,4397,
26,,Spot,26,1000004372,4398,
27,,Spot,27,1000004372,4399,
28,,Spot,28,1000004372,4400,
29,,Spot,29,1000004372,4401,
30,,Spot,30,1000004372,4402,
31,,Spot,31,1000004372,4403,
32,,Spot,32,1000004372,4404,
33,,Spot,33,1000004372,4405,
34,,Spot,34,1000004372,4406,
35,,Spot,35,1000004372,4407,
36,,Spot,36,1000004372,4408,
37,,Spot,37,1000004372,4409,
38,,Spot,38,1000004372,4410,
39,,Spot,39,1000004372,4411,
40,,Spot,40,1000004372,4412,
41,,Spot,41,1000004372,4413,
42,,Spot,42,1000004372,4414,
43,,Spot,43,1000004372,4415,
44,,Spot,44,1000004372,4416,
45,,Spot,45,1000004372,4417,
46,,Spot,46,1000004372,4418,
47,,Spot,47,1000004372,4419,
48,,Spot,48,1000004372,4420,
49,,Spot,49,1000004372,4421,
50,,Spot,50,1000004372,4422,
51,,Spot,51,1000004372,4423,
52,,Spot,52,1000004372,4424,
53,,Spot,53,1000004372,4425,
54,,Spot,54,1000004372,4426,
55,,Spot,55,1000004372,4427,
56,,Spot,56,1000004372,4428,
57,,Spot,57,1000004372,4429,
58,,Spot,58,1000004372,4430,
59,,Spot,59,1000004372,4431,
60,,Spot,60,1000004372,4432,
61,,Spot,61,1000004372,4433,
62,,Spot,62,1000004372,4434,
63,,Spot,63,1000004372,4435,
64,,Spot,64,1000004372,4436,
65,,Spot,65,1000004372,4437,
66,,Spot,66,1000004372,4438,
67,,Spot,67,1000004372,4439,
68,,Spot,68,1000004372,4440,
69,,Spot,69,1000004372,4441,
70,,Spot,70,1000004372,4442,
71,,Spot,71,1000004372,4443,
72,,Spot,72,1000004372,4444,
73,,Spot,73,1000004372,4445,
74,,Spot,74,1000004372,4446,
75,,Spot,75,1000004372,4447,
76,,Spot,76,1000004372,4448,
77,,Spot,77,1000004372,4449,
78,,Spot,78,1000004372,4450,
79,,Spot,79,1000004372,4451,
80,,Spot,80,1000004372,4452,
81,,Spot,81,1000004372,4453,
82,,Spot,82,1000004372,4454,
83,,Spot,83,1000004372,4455,
84,,Spot,84,1000004372,4456,
85,,Spot,85,1000004372,4457,
86,,Spot,86,1000004372,4458,
87,,Spot,87,1000004372,4459,
88,,Spot,88,1000004372,4460,
89,,Spot,89,1000004372,4461,
90,,Spot,90,1000004372,4462,
91,,Spot,91,1000004372,4463,
92,,Spot,92,1000004372,4464,
93,,Spot,93,1000004372,4465,
94,,Spot,94,1000004372,4466,
95,,Spot,95,1000004372,4467,
96,,Spot,96,1000004372,4468,
97,,Spot,97,1000004372,4469,
98,,Spot,98,1000004372,4470,
99,,Spot,99,1000004372,4471,
100,,Spot,100,1000004372,4472,
101,,Spot,101,1000004372,4473,
102,,Spot,102,1000004372,4474,
103,,Spot,103,1000004372,4475,
104,,Spot,104,1000004372,4476,
105,,Spot,105,1000004372,4477,
106,,Spot,106,1000004372,4478,
107,,Spot,107,1000004372,4479,
108,,Spot,108,1000004372,4480,
109,,Spot,109,1000004372,4481,
110,,Spot,110,1000004372,4482,
111,,Spot,111,1000004372,4483,
112,,Spot,112,1000004372,4484,
113,,Spot,113,1000004372,4485,
114,,Spot,114,1000004372,4486,
