
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
168,,Spot,1,Image 1,1,1000004372,4372,
165,,Spot,1,Image 1,2,1000004372,4373,
170,,Spot,1,Image 1,3,1000004372,4374,
166,,Spot,1,Image 1,4,1000004372,4375,
174,,Spot,1,Image 1,5,1000004372,4376,
176,,Spot,1,Image 1,6,1000004372,4377,
173,,Spot,1,Image 1,7,1000004372,4378,
172,,Spot,1,Image 1,8,1000004372,4379,
169,,Spot,1,Image 1,9,1000004372,4380,
159,,Spot,1,Image 1,10,1000004372,4381,
173,,Spot,1,Image 1,11,1000004372,4382,
173,,Spot,1,Image 1,12,1000004372,4383,
160,,Spot,1,Image 1,13,1000004372,4384,
160,,Spot,1,Image 1,14,1000004372,4385,
165,,Spot,1,Image 1,15,1000004372,4386,
175,,Spot,1,Image 1,16,1000004372,4388,
173,,Spot,1,Image 1,17,1000004372,4389,
136,,Spot,1,Image 1,18,1000004372,4390,
158,,Spot,1,Image 1,19,1000004372,4391,
168,,Spot,1,Image 1,20,1000004372,4392,
167,,Spot,1,Image 1,21,1000004372,4393,
175,,Spot,1,Image 1,22,1000004372,4394,
176,,Spot,1,Image 1,23,1000004372,4395,
175,,Spot,1,Image 1,24,1000004372,4396,
169,,Spot,1,Image 1,25,1000004372,4397,
161,,Spot,1,Image 1,26,1000004372,4398,
174,,Spot,1,Image 1,27,1000004372,4399,
170,,Spot,1,Image 1,28,1000004372,4400,
172,,Spot,1,Image 1,29,1000004372,4401,
168,,Spot,1,Image 1,30,1000004372,4402,
155,,Spot,1,Image 1,31,1000004372,4403,
176,,Spot,1,Image 1,32,1000004372,4404,
172,,Spot,1,Image 1,33,1000004372,4405,
170,,Spot,1,Image 1,34,1000004372,4406,
158,,Spot,1,Image 1,35,1000004372,4407,
154,,Spot,1,Image 1,36,1000004372,4408,
162,,Spot,1,Image 1,37,1000004372,4409,
173,,Spot,1,Image 1,38,1000004372,4410,
155,,Spot,1,Image 1,39,1000004372,4411,
178,,Spot,1,Image 1,40,1000004372,4412,
173,,Spot,1,Image 1,41,1000004372,4413,
176,,Spot,1,Image 1,42,1000004372,4414,
175,,Spot,1,Image 1,43,1000004372,4415,
162,,Spot,1,Image 1,44,1000004372,4416,
157,,Spot,1,Image 1,45,1000004372,4417,
159,,Spot,1,Image 1,46,1000004372,4418,
177,,Spot,1,Image 1,47,1000004372,4419,
175,,Spot,1,Image 1,48,1000004372,4420,
173,,Spot,1,Image 1,49,1000004372,4421,
160,,Spot,1,Image 1,50,1000004372,4422,
175,,Spot,1,Image 1,51,1000004372,4423,
170,,Spot,1,Image 1,52,1000004372,4424,
177,,Spot,1,Image 1,53,1000004372,4425,
174,,Spot,1,Image 1,54,1000004372,4426,
175,,Spot,1,Image 1,55,1000004372,4427,
173,,Spot,1,Image 1,56,1000004372,4428,
174,,Spot,1,Image 1,57,1000004372,4429,
164,,Spot,1,Image 1,58,1000004372,4430,
174,,Spot,1,Image 1,59,1000004372,4431,
173,,Spot,1,Image 1,60,1000004372,4432,
