
Intensity Sum of Square Ch=3 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,TrackID,ID,
1.35519e+10,,Spot,3,Image 1,1,1000004372,4372,
1.30048e+10,,Spot,3,Image 1,2,1000004372,4373,
1.33874e+10,,Spot,3,Image 1,3,1000004372,4374,
1.33505e+10,,Spot,3,Image 1,4,1000004372,4375,
1.33527e+10,,Spot,3,Image 1,5,1000004372,4376,
1.331e+10,,Spot,3,Image 1,6,1000004372,4377,
1.29025e+10,,Spot,3,Image 1,7,1000004372,4378,
1.28572e+10,,Spot,3,Image 1,8,1000004372,4379,
1.32786e+10,,Spot,3,Image 1,9,1000004372,4380,
1.2841e+10,,Spot,3,Image 1,10,1000004372,4381,
1.28221e+10,,Spot,3,Image 1,11,1000004372,4382,
1.32587e+10,,Spot,3,Image 1,12,1000004372,4383,
1.32235e+10,,Spot,3,Image 1,13,1000004372,4384,
1.31976e+10,,Spot,3,Image 1,14,1000004372,4385,
1.31757e+10,,Spot,3,Image 1,15,1000004372,4386,
1.28392e+10,,Spot,3,Image 1,16,1000004372,4388,
1.31911e+10,,Spot,3,Image 1,17,1000004372,4389,
1.27991e+10,,Spot,3,Image 1,18,1000004372,4390,
1.27307e+10,,Spot,3,Image 1,19,1000004372,4391,
1.27709e+10,,Spot,3,Image 1,20,1000004372,4392,
1.31243e+10,,Spot,3,Image 1,21,1000004372,4393,
1.31211e+10,,Spot,3,Image 1,22,1000004372,4394,
1.26809e+10,,Spot,3,Image 1,23,1000004372,4395,
1.3098e+10,,Spot,3,Image 1,24,1000004372,4396,
1.31457e+10,,Spot,3,Image 1,25,1000004372,4397,
1.31121e+10,,Spot,3,Image 1,26,1000004372,4398,
1.31128e+10,,Spot,3,Image 1,27,1000004372,4399,
1.27004e+10,,Spot,3,Image 1,28,1000004372,4400,
1.30823e+10,,Spot,3,Image 1,29,1000004372,4401,
1.30841e+10,,Spot,3,Image 1,30,1000004372,4402,
1.30674e+10,,Spot,3,Image 1,31,1000004372,4403,
1.2672e+10,,Spot,3,Image 1,32,1000004372,4404,
1.30421e+10,,Spot,3,Image 1,33,1000004372,4405,
1.30459e+10,,Spot,3,Image 1,34,1000004372,4406,
1.30102e+10,,Spot,3,Image 1,35,1000004372,4407,
1.2632e+10,,Spot,3,Image 1,36,1000004372,4408,
1.25842e+10,,Spot,3,Image 1,37,1000004372,4409,
1.3025e+10,,Spot,3,Image 1,38,1000004372,4410,
1.30183e+10,,Spot,3,Image 1,39,1000004372,4411,
1.2559e+10,,Spot,3,Image 1,40,1000004372,4412,
1.30018e+10,,Spot,3,Image 1,41,1000004372,4413,
1.25779e+10,,Spot,3,Image 1,42,1000004372,4414,
1.25764e+10,,Spot,3,Image 1,43,1000004372,4415,
1.25549e+10,,Spot,3,Image 1,44,1000004372,4416,
1.25725e+10,,Spot,3,Image 1,45,1000004372,4417,
1.25733e+10,,Spot,3,Image 1,46,1000004372,4418,
1.29355e+10,,Spot,3,Image 1,47,1000004372,4419,
1.25632e+10,,Spot,3,Image 1,48,1000004372,4420,
1.2556e+10,,Spot,3,Image 1,49,1000004372,4421,
1.29736e+10,,Spot,3,Image 1,50,1000004372,4422,
1.29616e+10,,Spot,3,Image 1,51,1000004372,4423,
1.29439e+10,,Spot,3,Image 1,52,1000004372,4424,
1.29552e+10,,Spot,3,Image 1,53,1000004372,4425,
1.25796e+10,,Spot,3,Image 1,54,1000004372,4426,
1.25703e+10,,Spot,3,Image 1,55,1000004372,4427,
1.25607e+10,,Spot,3,Image 1,56,1000004372,4428,
1.25879e+10,,Spot,3,Image 1,57,1000004372,4429,
1.25967e+10,,Spot,3,Image 1,58,1000004372,4430,
1.29668e+10,,Spot,3,Image 1,59,1000004372,4431,
1.29582e+10,,Spot,3,Image 1,60,1000004372,4432,
1.2948e+10,,Spot,3,Image 1,61,1000004372,4433,
1.26034e+10,,Spot,3,Image 1,62,1000004372,4434,
1.25529e+10,,Spot,3,Image 1,63,1000004372,4435,
1.29661e+10,,Spot,3,Image 1,64,1000004372,4436,
1.29757e+10,,Spot,3,Image 1,65,1000004372,4437,
1.29408e+10,,Spot,3,Image 1,66,1000004372,4438,
1.29541e+10,,Spot,3,Image 1,67,1000004372,4439,
1.29325e+10,,Spot,3,Image 1,68,1000004372,4440,
1.25684e+10,,Spot,3,Image 1,69,1000004372,4441,
1.29589e+10,,Spot,3,Image 1,70,1000004372,4442,
1.29614e+10,,Spot,3,Image 1,71,1000004372,4443,
1.29771e+10,,Spot,3,Image 1,72,1000004372,4444,
1.29627e+10,,Spot,3,Image 1,73,1000004372,4445,
1.25546e+10,,Spot,3,Image 1,74,1000004372,4446,
1.29497e+10,,Spot,3,Image 1,75,1000004372,4447,
1.29461e+10,,Spot,3,Image 1,76,1000004372,4448,
1.29712e+10,,Spot,3,Image 1,77,1000004372,4449,
1.29121e+10,,Spot,3,Image 1,78,1000004372,4450,
1.2912e+10,,Spot,3,Image 1,79,1000004372,4451,
1.25014e+10,,Spot,3,Image 1,80,1000004372,4452,
1.25122e+10,,Spot,3,Image 1,81,1000004372,4453,
1.29108e+10,,Spot,3,Image 1,82,1000004372,4454,
1.2543e+10,,Spot,3,Image 1,83,1000004372,4455,
1.25379e+10,,Spot,3,Image 1,84,1000004372,4456,
1.29355e+10,,Spot,3,Image 1,85,1000004372,4457,
1.25583e+10,,Spot,3,Image 1,86,1000004372,4458,
1.28569e+10,,Spot,3,Image 1,87,1000004372,4459,
1.24735e+10,,Spot,3,Image 1,88,1000004372,4460,
1.2442e+10,,Spot,3,Image 1,89,1000004372,4461,
1.24138e+10,,Spot,3,Image 1,90,1000004372,4462,
1.27745e+10,,Spot,3,Image 1,91,1000004372,4463,
1.24243e+10,,Spot,3,Image 1,92,1000004372,4464,
1.24463e+10,,Spot,3,Image 1,93,1000004372,4465,
1.24368e+10,,Spot,3,Image 1,94,1000004372,4466,
1.28049e+10,,Spot,3,Image 1,95,1000004372,4467,
1.24203e+10,,Spot,3,Image 1,96,1000004372,4468,
1.28212e+10,,Spot,3,Image 1,97,1000004372,4469,
1.28247e+10,,Spot,3,Image 1,98,1000004372,4470,
1.24224e+10,,Spot,3,Image 1,99,1000004372,4471,
1.2436e+10,,Spot,3,Image 1,100,1000004372,4472,
1.28273e+10,,Spot,3,Image 1,101,1000004372,4473,
1.24137e+10,,Spot,3,Image 1,102,1000004372,4474,
1.24337e+10,,Spot,3,Image 1,103,1000004372,4475,
1.28677e+10,,Spot,3,Image 1,104,1000004372,4476,
1.28346e+10,,Spot,3,Image 1,105,1000004372,4477,
1.24392e+10,,Spot,3,Image 1,106,1000004372,4478,
1.24542e+10,,Spot,3,Image 1,107,1000004372,4479,
1.24354e+10,,Spot,3,Image 1,108,1000004372,4480,
1.28315e+10,,Spot,3,Image 1,109,1000004372,4481,
1.24682e+10,,Spot,3,Image 1,110,1000004372,4482,
1.28317e+10,,Spot,3,Image 1,111,1000004372,4483,
1.24391e+10,,Spot,3,Image 1,112,1000004372,4484,
1.28499e+10,,Spot,3,Image 1,113,1000004372,4485,
1.24163e+10,,Spot,3,Image 1,114,1000004372,4486,
1.28176e+10,,Spot,3,Image 1,115,1000004372,4487,
1.28092e+10,,Spot,3,Image 1,116,1000004372,4488,
1.24218e+10,,Spot,3,Image 1,117,1000004372,4489,
1.24413e+10,,Spot,3,Image 1,118,1000004372,4490,
1.2455e+10,,Spot,3,Image 1,119,1000004372,4491,
1.28138e+10,,Spot,3,Image 1,120,1000004372,4492,
1.28254e+10,,Spot,3,Image 1,121,1000004372,4493,
1.23862e+10,,Spot,3,Image 1,122,1000004372,4494,
