
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
1.50498,-2.10306,0.667576,µm,Spot,Displacement Delta,1,1000004372,4372,
2.37972,-1.61801,1.36287,µm,Spot,Displacement Delta,2,1000004372,4373,
2.37481,-1.13279,1.81522,µm,Spot,Displacement Delta,3,1000004372,4374,
2.49083,-0.708315,1.90513,µm,Spot,Displacement Delta,4,1000004372,4375,
2.27014,-1.28815,1.62847,µm,Spot,Displacement Delta,5,1000004372,4376,
2.14249,-1.7289,1.73635,µm,Spot,Displacement Delta,6,1000004372,4377,
2.22161,-1.87067,1.34596,µm,Spot,Displacement Delta,7,1000004372,4378,
2.83741,-2.46626,1.98966,µm,Spot,Displacement Delta,8,1000004372,4379,
2.62819,-2.56158,1.18026,µm,Spot,Displacement Delta,9,1000004372,4380,
2.67703,-2.57363,1.90379,µm,Spot,Displacement Delta,10,1000004372,4381,
2.05474,-2.14158,1.94804,µm,Spot,Displacement Delta,11,1000004372,4382,
2.35194,-2.64121,1.08953,µm,Spot,Displacement Delta,12,1000004372,4383,
2.55057,-2.1542,-0.369511,µm,Spot,Displacement Delta,13,1000004372,4384,
3.04688,-1.97157,-0.386055,µm,Spot,Displacement Delta,14,1000004372,4385,
2.48839,-1.7603,1.45835,µm,Spot,Displacement Delta,15,1000004372,4386,
2.35077,-1.18743,1.67945,µm,Spot,Displacement Delta,16,1000004372,4388,
2.6461,-1.65825,1.46158,µm,Spot,Displacement Delta,17,1000004372,4389,
2.26883,-1.53756,1.0898,µm,Spot,Displacement Delta,18,1000004372,4390,
2.47536,-1.78965,1.16232,µm,Spot,Displacement Delta,19,1000004372,4391,
2.20308,-1.11876,1.16682,µm,Spot,Displacement Delta,20,1000004372,4392,
2.3324,-1.05287,1.2134,µm,Spot,Displacement Delta,21,1000004372,4393,
2.36722,-1.38323,1.38157,µm,Spot,Displacement Delta,22,1000004372,4394,
1.61654,-1.12868,1.23428,µm,Spot,Displacement Delta,23,1000004372,4395,
1.93748,-0.842384,1.33623,µm,Spot,Displacement Delta,24,1000004372,4396,
1.66053,-1.3128,1.45917,µm,Spot,Displacement Delta,25,1000004372,4397,
1.6902,-0.54476,1.40865,µm,Spot,Displacement Delta,26,1000004372,4398,
1.725,-0.652304,0.977528,µm,Spot,Displacement Delta,27,1000004372,4399,
1.0857,-0.538366,0.888271,µm,Spot,Displacement Delta,28,1000004372,4400,
1.48563,-0.632637,0.949688,µm,Spot,Displacement Delta,29,1000004372,4401,
1.12569,-1.31201,0.989616,µm,Spot,Displacement Delta,30,1000004372,4402,
1.73577,-1.18606,1.10504,µm,Spot,Displacement Delta,31,1000004372,4403,
1.81014,-0.421171,1.12629,µm,Spot,Displacement Delta,32,1000004372,4404,
1.83012,-0.840328,1.13335,µm,Spot,Displacement Delta,33,1000004372,4405,
1.89729,-0.576681,1.52278,µm,Spot,Displacement Delta,34,1000004372,4406,
1.98852,-0.150509,1.42499,µm,Spot,Displacement Delta,35,1000004372,4407,
1.85087,-0.593351,1.9583,µm,Spot,Displacement Delta,36,1000004372,4408,
