
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,1,1000004490,4490,
0.141247,0.76672,0.5,µm,Spot,Displacement Delta,2,1000004490,4491,
0.672394,0.886787,0.5,µm,Spot,Displacement Delta,3,1000004490,4492,
0.509182,-0.794399,-0.5,µm,Spot,Displacement Delta,4,1000004490,4493,
0,0,0,µm,Spot,Displacement Delta,5,1000004490,4494,
0.105717,-1.03647,-0.5,µm,Spot,Displacement Delta,6,1000004490,4495,
-0.381359,0.2747,0,µm,Spot,Displacement Delta,7,1000004490,4496,
0.259846,-0.00844574,0,µm,Spot,Displacement Delta,8,1000004490,4497,
-0.242966,0.276245,-0.5,µm,Spot,Displacement Delta,9,1000004490,4498,
-0.5005,0.0425911,-0.5,µm,Spot,Displacement Delta,10,1000004490,4499,
-0.179787,-0.358761,-0.5,µm,Spot,Displacement Delta,11,1000004490,4500,
0.37466,0.376179,0,µm,Spot,Displacement Delta,12,1000004490,4501,
-0.450512,-0.870594,-0.5,µm,Spot,Displacement Delta,13,1000004490,4502,
0,0,0,µm,Spot,Displacement Delta,14,1000004490,4503,
0.187393,0.0894127,0,µm,Spot,Displacement Delta,15,1000004490,4504,
-0.0878754,-0.154358,0.5,µm,Spot,Displacement Delta,16,1000004490,4505,
-0.421776,-0.359356,-0.5,µm,Spot,Displacement Delta,17,1000004490,4506,
0.165874,0.101414,0.5,µm,Spot,Displacement Delta,18,1000004490,4507,
-0.166615,0.15543,-0.5,µm,Spot,Displacement Delta,19,1000004490,4508,
-0.0367775,-0.357151,-0.5,µm,Spot,Displacement Delta,20,1000004490,4509,
0.000370026,-0.127903,0,µm,Spot,Displacement Delta,21,1000004490,4510,
-0.127674,0.127865,0,µm,Spot,Displacement Delta,22,1000004490,4511,
-0.473408,-0.285271,0.5,µm,Spot,Displacement Delta,23,1000004490,4512,
0.128235,-0.128441,0,µm,Spot,Displacement Delta,24,1000004490,4513,
0.127892,7.24792e-05,0,µm,Spot,Displacement Delta,25,1000004490,4514,
0.383591,0.000213623,0,µm,Spot,Displacement Delta,26,1000004490,4515,
-0.256081,0.128353,0,µm,Spot,Displacement Delta,27,1000004490,4516,
0.383923,-0.128281,0,µm,Spot,Displacement Delta,28,1000004490,4517,
-0.00075531,0.256966,0,µm,Spot,Displacement Delta,29,1000004490,4518,
-0.255314,-0.128613,0,µm,Spot,Displacement Delta,30,1000004490,4519,
0.000370026,-0.128494,0,µm,Spot,Displacement Delta,31,1000004490,4520,
0.346077,-0.480259,-0.5,µm,Spot,Displacement Delta,32,1000004490,4521,
0.167229,-0.16201,0.5,µm,Spot,Displacement Delta,33,1000004490,4522,
-0.16761,0.289997,-0.5,µm,Spot,Displacement Delta,34,1000004490,4523,
0.29348,0.352627,0.5,µm,Spot,Displacement Delta,35,1000004490,4524,
-0.0384941,-0.480431,-0.5,µm,Spot,Displacement Delta,36,1000004490,4525,
-0.215614,-0.0337524,0.5,µm,Spot,Displacement Delta,37,1000004490,4526,
-1.02516,0.7705,0,µm,Spot,Displacement Delta,38,1000004490,4527,
0.768696,-0.513618,0,µm,Spot,Displacement Delta,39,1000004490,4528,
0.000370026,-0.128525,0,µm,Spot,Displacement Delta,40,1000004490,4529,
0.453842,-0.117016,0,µm,Spot,Displacement Delta,41,1000004490,4530,
0,0,0,µm,Spot,Displacement Delta,42,1000004490,4531,
0.232121,0.11705,0,µm,Spot,Displacement Delta,43,1000004490,4532,
0.118095,-0.584354,0,µm,Spot,Displacement Delta,44,1000004490,4533,
-0.158146,0.268906,-0.5,µm,Spot,Displacement Delta,45,1000004490,4534,
0.461967,0.23304,0,µm,Spot,Displacement Delta,46,1000004490,4535,
-0.0705719,-0.735569,0.5,µm,Spot,Displacement Delta,47,1000004490,4536,
-0.0435524,0.270123,-0.5,µm,Spot,Displacement Delta,48,1000004490,4537,
0.23175,-0.11615,0,µm,Spot,Displacement Delta,49,1000004490,4538,
0.23093,0.11657,0,µm,Spot,Displacement Delta,50,1000004490,4539,
0.510933,-0.38652,0.5,µm,Spot,Displacement Delta,51,1000004490,4540,
-0.232368,-0.000240326,0,µm,Spot,Displacement Delta,52,1000004490,4541,
0.231941,0.117138,0,µm,Spot,Displacement Delta,53,1000004490,4542,
-0.0471153,0.0373707,-0.5,µm,Spot,Displacement Delta,54,1000004490,4543,
0,0,0,µm,Spot,Displacement Delta,55,1000004490,4544,
0.277683,0.430296,0.5,µm,Spot,Displacement Delta,56,1000004490,4545,
-0.501022,-0.381607,-0.5,µm,Spot,Displacement Delta,57,1000004490,4546,
-0.114853,0.201843,0.5,µm,Spot,Displacement Delta,58,1000004490,4547,
0.317078,0.240112,0,µm,Spot,Displacement Delta,59,1000004490,4548,
-0.0791817,-0.0800018,0,µm,Spot,Displacement Delta,60,1000004490,4549,
0.00056076,-0.159889,0,µm,Spot,Displacement Delta,61,1000004490,4550,
-0.0435333,-0.519768,-0.5,µm,Spot,Displacement Delta,62,1000004490,4551,
0.157619,0.0796356,0,µm,Spot,Displacement Delta,63,1000004490,4552,
-0.0014267,0.397148,0,µm,Spot,Displacement Delta,64,1000004490,4553,
-0.000289917,0.0794106,0,µm,Spot,Displacement Delta,65,1000004490,4554,
0.31625,-0.158512,0,µm,Spot,Displacement Delta,66,1000004490,4555,
-0.000297546,0.0794029,0,µm,Spot,Displacement Delta,67,1000004490,4556,
-0.431698,1.00164,0.5,µm,Spot,Displacement Delta,68,1000004490,4557,
-0.315922,-0.559597,0,µm,Spot,Displacement Delta,69,1000004490,4558,
0.159779,-0.239704,0,µm,Spot,Displacement Delta,70,1000004490,4559,
0.158951,0.000148773,0,µm,Spot,Displacement Delta,71,1000004490,4560,
0,0,0,µm,Spot,Displacement Delta,72,1000004490,4561,
0.158352,0.160027,0,µm,Spot,Displacement Delta,73,1000004490,4562,
0.000862122,-0.239822,0,µm,Spot,Displacement Delta,74,1000004490,4563,
0.0800476,-0.159836,0,µm,Spot,Displacement Delta,75,1000004490,4564,
-0.047699,0.197285,-0.5,µm,Spot,Displacement Delta,76,1000004490,4565,
0.206009,-0.0372162,0.5,µm,Spot,Displacement Delta,77,1000004490,4566,
0.159485,-0.159729,0,µm,Spot,Displacement Delta,78,1000004490,4567,
-0.608097,0.48753,0.5,µm,Spot,Displacement Delta,79,1000004490,4568,
0.0775414,-0.0804634,0,µm,Spot,Displacement Delta,80,1000004490,4569,
0.0775146,-0.0804367,0,µm,Spot,Displacement Delta,81,1000004490,4570,
-0.109962,-0.345463,-0.5,µm,Spot,Displacement Delta,82,1000004490,4571,
0.0783348,-0.000839233,0,µm,Spot,Displacement Delta,83,1000004490,4572,
-0.385059,0.399288,0,µm,Spot,Displacement Delta,84,1000004490,4573,
0.384434,0.00356293,-0.5,µm,Spot,Displacement Delta,85,1000004490,4574,
-0.0845146,0.0877457,0,µm,Spot,Displacement Delta,86,1000004490,4575,
-0.492661,0.125874,0.5,µm,Spot,Displacement Delta,87,1000004490,4576,
-0.170456,0.176815,0,µm,Spot,Displacement Delta,88,1000004490,4577,
0.0867081,-0.00100708,0,µm,Spot,Displacement Delta,89,1000004490,4578,
-0.170532,0.176872,0,µm,Spot,Displacement Delta,90,1000004490,4579,
0.103649,-0.231159,0.5,µm,Spot,Displacement Delta,91,1000004490,4580,
0,0,0,µm,Spot,Displacement Delta,92,1000004490,4581,
-0.0029335,-0.175823,0,µm,Spot,Displacement Delta,93,1000004490,4582,
0.00440216,0.263763,0,µm,Spot,Displacement Delta,94,1000004490,4583,
0,0,0,µm,Spot,Displacement Delta,95,1000004490,4584,
