
Time Since Track Start
 ==================== 
Time Since Track Start,Unit,Category,Time,TrackID,ID,
0,,Spot,1,1000004490,4490,
1,,Spot,2,1000004490,4491,
2,,Spot,3,1000004490,4492,
3,,Spot,4,1000004490,4493,
4,,Spot,5,1000004490,4494,
5,,Spot,6,1000004490,4495,
6,,Spot,7,1000004490,4496,
7,,Spot,8,1000004490,4497,
8,,Spot,9,1000004490,4498,
9,,Spot,10,1000004490,4499,
10,,Spot,11,1000004490,4500,
11,,Spot,12,1000004490,4501,
12,,Spot,13,1000004490,4502,
13,,Spot,14,1000004490,4503,
14,,Spot,15,1000004490,4504,
15,,Spot,16,1000004490,4505,
16,,Spot,17,1000004490,4506,
17,,Spot,18,1000004490,4507,
18,,Spot,19,1000004490,4508,
19,,Spot,20,1000004490,4509,
20,,Spot,21,1000004490,4510,
21,,Spot,22,1000004490,4511,
22,,Spot,23,1000004490,4512,
23,,Spot,24,1000004490,4513,
24,,Spot,25,1000004490,4514,
25,,Spot,26,1000004490,4515,
26,,Spot,27,1000004490,4516,
27,,Spot,28,1000004490,4517,
28,,Spot,29,1000004490,4518,
29,,Spot,30,1000004490,4519,
30,,Spot,31,1000004490,4520,
31,,Spot,32,1000004490,4521,
32,,Spot,33,1000004490,4522,
33,,Spot,34,1000004490,4523,
34,,Spot,35,1000004490,4524,
35,,Spot,36,1000004490,4525,
36,,Spot,37,1000004490,4526,
37,,Spot,38,1000004490,4527,
38,,Spot,39,1000004490,4528,
39,,Spot,40,1000004490,4529,
40,,Spot,41,1000004490,4530,
41,,Spot,42,1000004490,4531,
42,,Spot,43,1000004490,4532,
43,,Spot,44,1000004490,4533,
44,,Spot,45,1000004490,4534,
45,,Spot,46,1000004490,4535,
46,,Spot,47,1000004490,4536,
47,,Spot,48,1000004490,4537,
48,,Spot,49,1000004490,4538,
49,,Spot,50,1000004490,4539,
50,,Spot,51,1000004490,4540,
51,,Spot,52,1000004490,4541,
52,,Spot,53,1000004490,4542,
53,,Spot,54,1000004490,4543,
54,,Spot,55,1000004490,4544,
55,,Spot,56,1000004490,4545,
56,,Spot,57,1000004490,4546,
57,,Spot,58,1000004490,4547,
58,,Spot,59,1000004490,4548,
59,,Spot,60,1000004490,4549,
60,,Spot,61,1000004490,4550,
61,,Spot,62,1000004490,4551,
62,,Spot,63,1000004490,4552,
63,,Spot,64,1000004490,4553,
64,,Spot,65,1000004490,4554,
65,,Spot,66,1000004490,4555,
66,,Spot,67,1000004490,4556,
67,,Spot,68,1000004490,4557,
68,,Spot,69,1000004490,4558,
69,,Spot,70,1000004490,4559,
70,,Spot,71,1000004490,4560,
71,,Spot,72,1000004490,4561,
72,,Spot,73,1000004490,4562,
73,,Spot,74,1000004490,4563,
74,,Spot,75,1000004490,4564,
75,,Spot,76,1000004490,4565,
76,,Spot,77,1000004490,4566,
77,,Spot,78,1000004490,4567,
78,,Spot,79,1000004490,4568,
79,,Spot,80,1000004490,4569,
80,,Spot,81,1000004490,4570,
81,,Spot,82,1000004490,4571,
82,,Spot,83,1000004490,4572,
83,,Spot,84,1000004490,4573,
84,,Spot,85,1000004490,4574,
85,,Spot,86,1000004490,4575,
86,,Spot,87,1000004490,4576,
87,,Spot,88,1000004490,4577,
88,,Spot,89,1000004490,4578,
89,,Spot,90,1000004490,4579,
90,,Spot,91,1000004490,4580,
91,,Spot,92,1000004490,4581,
92,,Spot,93,1000004490,4582,
93,,Spot,94,1000004490,4583,
94,,Spot,95,1000004490,4584,
95,,Spot,96,1000004490,4585,
96,,Spot,97,1000004490,4586,
97,,Spot,98,1000004490,4587,
98,,Spot,99,1000004490,4588,
99,,Spot,100,1000004490,4589,
100,,Spot,101,1000004490,4590,
101,,Spot,102,1000004490,4591,
102,,Spot,103,1000004490,4592,
103,,Spot,104,1000004490,4593,
104,,Spot,105,1000004490,4594,
105,,Spot,106,1000004490,4595,
106,,Spot,107,1000004490,4596,
107,,Spot,108,1000004490,4597,
108,,Spot,109,1000004490,4598,
109,,Spot,110,1000004490,4599,
110,,Spot,111,1000004490,4600,
111,,Spot,112,1000004490,4601,
112,,Spot,113,1000004490,4602,
113,,Spot,114,1000004490,4603,
114,,Spot,115,1000004490,4604,
115,,Spot,116,1000004490,4605,
116,,Spot,117,1000004490,4606,
117,,Spot,118,1000004490,4607,
118,,Spot,119,1000004490,4608,
119,,Spot,120,1000004490,4609,
120,,Spot,121,1000004490,4610,
121,,Spot,122,1000004490,4611,
122,,Spot,123,1000004490,4612,
123,,Spot,124,1000004490,4613,
124,,Spot,125,1000004490,4614,
125,,Spot,126,1000004490,4615,
126,,Spot,127,1000004490,4616,
127,,Spot,128,1000004490,4617,
128,,Spot,129,1000004490,4618,
129,,Spot,130,1000004490,4619,
130,,Spot,131,1000004490,4620,
131,,Spot,132,1000004490,4621,
132,,Spot,133,1000004490,4622,
133,,Spot,134,1000004490,4623,
134,,Spot,135,1000004490,4624,
135,,Spot,136,1000004490,4625,
136,,Spot,137,1000004490,4626,
137,,Spot,138,1000004490,4627,
138,,Spot,139,1000004490,4628,
139,,Spot,140,1000004490,4629,
140,,Spot,141,1000004490,4630,
141,,Spot,142,1000004490,4631,
142,,Spot,143,1000004490,4632,
143,,Spot,144,1000004490,4633,
144,,Spot,145,1000004490,4634,
145,,Spot,146,1000004490,4635,
146,,Spot,147,1000004490,4636,
147,,Spot,148,1000004490,4637,
148,,Spot,149,1000004490,4638,
149,,Spot,150,1000004490,4639,
150,,Spot,151,1000004490,4640,
151,,Spot,152,1000004490,4641,
152,,Spot,153,1000004490,4642,
153,,Spot,154,1000004490,4643,
154,,Spot,155,1000004490,4644,
155,,Spot,156,1000004490,4645,
156,,Spot,157,1000004490,4646,
157,,Spot,158,1000004490,4647,
158,,Spot,159,1000004490,4648,
159,,Spot,160,1000004490,4649,
160,,Spot,161,1000004490,4650,
161,,Spot,162,1000004490,4651,
162,,Spot,163,1000004490,4652,
163,,Spot,164,1000004490,4653,
164,,Spot,165,1000004490,4654,
165,,Spot,166,1000004490,4655,
166,,Spot,167,1000004490,4656,
167,,Spot,168,1000004490,4657,
168,,Spot,169,1000004490,4658,
169,,Spot,170,1000004490,4659,
170,,Spot,171,1000004490,4660,
171,,Spot,172,1000004490,4661,
172,,Spot,173,1000004490,4662,
173,,Spot,174,1000004490,4663,
174,,Spot,175,1000004490,4664,
175,,Spot,176,1000004490,4665,
176,,Spot,177,1000004490,4666,
177,,Spot,178,1000004490,4667,
178,,Spot,179,1000004490,4668,
179,,Spot,180,1000004490,4669,
180,,Spot,181,1000004490,4670,
181,,Spot,182,1000004490,4671,
182,,Spot,183,1000004490,4672,
183,,Spot,184,1000004490,4674,
184,,Spot,185,1000004490,4675,
185,,Spot,186,1000004490,4676,
186,,Spot,187,1000004490,4677,
187,,Spot,188,1000004490,4678,
188,,Spot,189,1000004490,4679,
189,,Spot,190,1000004490,4680,
190,,Spot,191,1000004490,4681,
191,,Spot,192,1000004490,4682,
192,,Spot,193,1000004490,4683,
193,,Spot,194,1000004490,4684,
194,,Spot,195,1000004490,4685,
195,,Spot,196,1000004490,4686,
196,,Spot,197,1000004490,4687,
197,,Spot,198,1000004490,4688,
198,,Spot,199,1000004490,4689,
199,,Spot,200,1000004490,4690,
200,,Spot,201,1000004490,4691,
201,,Spot,202,1000004490,4692,
202,,Spot,203,1000004490,4693,
203,,Spot,204,1000004490,4694,
204,,Spot,205,1000004490,4695,
205,,Spot,206,1000004490,4696,
206,,Spot,207,1000004490,4697,
207,,Spot,208,1000004490,4698,
208,,Spot,209,1000004490,4699,
209,,Spot,210,1000004490,4700,
210,,Spot,211,1000004490,4701,
211,,Spot,212,1000004490,4702,
212,,Spot,213,1000004490,4703,
213,,Spot,214,1000004490,4704,
214,,Spot,215,1000004490,4705,
215,,Spot,216,1000004490,4706,
216,,Spot,217,1000004490,4707,
217,,Spot,218,1000004490,4708,
218,,Spot,219,1000004490,4709,
219,,Spot,220,1000004490,4710,
220,,Spot,221,1000004490,4711,
221,,Spot,222,1000004490,4712,
222,,Spot,223,1000004490,4713,
223,,Spot,224,1000004490,4714,
224,,Spot,225,1000004490,4715,
225,,Spot,226,1000004490,4716,
226,,Spot,227,1000004490,4717,
227,,Spot,228,1000004490,4718,
228,,Spot,229,1000004490,4719,
229,,Spot,230,1000004490,4720,
230,,Spot,231,1000004490,4721,
231,,Spot,232,1000004490,4722,
232,,Spot,233,1000004490,4723,
233,,Spot,234,1000004490,4724,
234,,Spot,235,1000004490,4725,
235,,Spot,236,1000004490,4726,
236,,Spot,237,1000004490,4727,
237,,Spot,238,1000004490,4728,
238,,Spot,239,1000004490,4729,
239,,Spot,240,1000004490,4730,
240,,Spot,241,1000004490,4731,
241,,Spot,242,1000004490,4732,
242,,Spot,243,1000004490,4733,
243,,Spot,244,1000004490,4734,
244,,Spot,245,1000004490,4735,
245,,Spot,246,1000004490,4736,
246,,Spot,247,1000004490,4737,
247,,Spot,248,1000004490,4738,
248,,Spot,249,1000004490,4739,
249,,Spot,250,1000004490,4740,
250,,Spot,251,1000004490,4741,
251,,Spot,252,1000004490,4742,
252,,Spot,253,1000004490,4743,
253,,Spot,254,1000004490,4744,
254,,Spot,255,1000004490,4745,
255,,Spot,256,1000004490,4746,
256,,Spot,257,1000004490,4747,
257,,Spot,258,1000004490,4748,
258,,Spot,259,1000004490,4749,
259,,Spot,260,1000004490,4750,
260,,Spot,261,1000004490,4751,
261,,Spot,262,1000004490,4752,
262,,Spot,263,1000004490,4753,
263,,Spot,264,1000004490,4754,
264,,Spot,265,1000004490,4755,
265,,Spot,266,1000004490,4756,
266,,Spot,267,1000004490,4757,
267,,Spot,268,1000004490,4758,
268,,Spot,269,1000004490,4759,
269,,Spot,270,1000004490,4760,
270,,Spot,271,1000004490,4761,
271,,Spot,272,1000004490,4762,
272,,Spot,273,1000004490,4763,
273,,Spot,274,1000004490,4764,
274,,Spot,275,1000004490,4765,
275,,Spot,276,1000004490,4766,
276,,Spot,277,1000004490,4767,
277,,Spot,278,1000004490,4768,
278,,Spot,279,1000004490,4769,
279,,Spot,280,1000004490,4770,
280,,Spot,281,1000004490,4771,
281,,Spot,282,1000004490,4772,
282,,Spot,283,1000004490,4773,
283,,Spot,284,1000004490,4774,
284,,Spot,285,1000004490,4775,
285,,Spot,286,1000004490,4776,
286,,Spot,287,1000004490,4777,
287,,Spot,288,1000004490,4778,
288,,Spot,289,1000004490,4779,
289,,Spot,290,1000004490,4780,
290,,Spot,291,1000004490,4781,
291,,Spot,292,1000004490,4782,
292,,Spot,293,1000004490,4783,
293,,Spot,294,1000004490,4784,
294,,Spot,295,1000004490,4785,
295,,Spot,296,1000004490,4786,
296,,Spot,297,1000004490,4787,
297,,Spot,298,1000004490,4788,
298,,Spot,299,1000004490,4789,
299,,Spot,300,1000004490,4790,
300,,Spot,301,1000004490,4791,
301,,Spot,302,1000004490,4792,
302,,Spot,303,1000004490,4793,
303,,Spot,304,1000004490,4794,
304,,Spot,305,1000004490,4795,
305,,Spot,306,1000004490,4796,
306,,Spot,307,1000004490,4797,
307,,Spot,308,1000004490,4798,
308,,Spot,309,1000004490,4799,
309,,Spot,310,1000004490,4800,
310,,Spot,311,1000004490,4801,
311,,Spot,312,1000004490,4802,
312,,Spot,313,1000004490,4803,
313,,Spot,314,1000004490,4804,
314,,Spot,315,1000004490,4805,
315,,Spot,316,1000004490,4806,
316,,Spot,317,1000004490,4807,
317,,Spot,318,1000004490,4808,
318,,Spot,319,1000004490,4809,
319,,Spot,320,1000004490,4810,
320,,Spot,321,1000004490,4811,
321,,Spot,322,1000004490,4812,
322,,Spot,323,1000004490,4813,
323,,Spot,324,1000004490,4814,
324,,Spot,325,1000004490,4815,
325,,Spot,326,1000004490,4816,
326,,Spot,327,1000004490,4817,
327,,Spot,328,1000004490,4818,
328,,Spot,329,1000004490,4819,
329,,Spot,330,1000004490,4820,
330,,Spot,331,1000004490,4821,
331,,Spot,332,1000004490,4822,
332,,Spot,333,1000004490,4823,
333,,Spot,334,1000004490,4824,
334,,Spot,335,1000004490,4825,
335,,Spot,336,1000004490,4826,
336,,Spot,337,1000004490,4827,
337,,Spot,338,1000004490,4828,
338,,Spot,339,1000004490,4830,
339,,Spot,340,1000004490,4831,
340,,Spot,341,1000004490,4832,
341,,Spot,342,1000004490,4833,
342,,Spot,343,1000004490,4834,
343,,Spot,344,1000004490,4835,
344,,Spot,345,1000004490,4836,
345,,Spot,346,1000004490,4837,
346,,Spot,347,1000004490,4838,
347,,Spot,348,1000004490,4839,
348,,Spot,349,1000004490,4840,
349,,Spot,350,1000004490,4841,
350,,Spot,351,1000004490,4842,
351,,Spot,352,1000004490,4843,
352,,Spot,353,1000004490,4844,
353,,Spot,354,1000004490,4845,
354,,Spot,355,1000004490,4846,
355,,Spot,356,1000004490,4847,
356,,Spot,357,1000004490,4848,
357,,Spot,358,1000004490,4849,
358,,Spot,359,1000004490,4850,
359,,Spot,360,1000004490,4851,
360,,Spot,361,1000004490,4852,
361,,Spot,362,1000004490,4853,
362,,Spot,363,1000004490,4854,
363,,Spot,364,1000004490,4855,
364,,Spot,365,1000004490,4856,
365,,Spot,366,1000004490,4857,
366,,Spot,367,1000004490,4858,
367,,Spot,368,1000004490,4859,
368,,Spot,369,1000004490,4860,
369,,Spot,370,1000004490,4861,
370,,Spot,371,1000004490,4862,
371,,Spot,372,1000004490,4863,
372,,Spot,373,1000004490,4864,
373,,Spot,374,1000004490,4865,
374,,Spot,375,1000004490,4866,
375,,Spot,376,1000004490,4867,
376,,Spot,377,1000004490,4868,
377,,Spot,378,1000004490,4869,
378,,Spot,379,1000004490,4870,
379,,Spot,380,1000004490,4871,
380,,Spot,381,1000004490,4872,
381,,Spot,382,1000004490,4873,
382,,Spot,383,1000004490,4874,
383,,Spot,384,1000004490,4875,
384,,Spot,385,1000004490,4876,
385,,Spot,386,1000004490,4877,
386,,Spot,387,1000004490,4878,
387,,Spot,388,1000004490,4879,
388,,Spot,389,1000004490,4880,
389,,Spot,390,1000004490,4881,
390,,Spot,391,1000004490,4882,
391,,Spot,392,1000004490,4883,
392,,Spot,393,1000004490,4884,
393,,Spot,394,1000004490,4886,
394,,Spot,395,1000004490,4887,
395,,Spot,396,1000004490,4888,
396,,Spot,397,1000004490,4889,
397,,Spot,398,1000004490,4890,
398,,Spot,399,1000004490,4891,
399,,Spot,400,1000004490,4892,
400,,Spot,401,1000004490,4893,
401,,Spot,402,1000004490,4894,
402,,Spot,403,1000004490,4895,
403,,Spot,404,1000004490,4896,
404,,Spot,405,1000004490,4897,
