
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
494,,Spot,1,Image 1,1,1000004490,4490,
497,,Spot,1,Image 1,2,1000004490,4491,
450,,Spot,1,Image 1,3,1000004490,4492,
449,,Spot,1,Image 1,4,1000004490,4493,
428,,Spot,1,Image 1,5,1000004490,4494,
444,,Spot,1,Image 1,6,1000004490,4495,
428,,Spot,1,Image 1,7,1000004490,4496,
540,,Spot,1,Image 1,8,1000004490,4497,
481,,Spot,1,Image 1,9,1000004490,4498,
434,,Spot,1,Image 1,10,1000004490,4499,
464,,Spot,1,Image 1,11,1000004490,4500,
490,,Spot,1,Image 1,12,1000004490,4501,
433,,Spot,1,Image 1,13,1000004490,4502,
523,,Spot,1,Image 1,14,1000004490,4503,
438,,Spot,1,Image 1,15,1000004490,4504,
389,,Spot,1,Image 1,16,1000004490,4505,
505,,Spot,1,Image 1,17,1000004490,4506,
401,,Spot,1,Image 1,18,1000004490,4507,
474,,Spot,1,Image 1,19,1000004490,4508,
469,,Spot,1,Image 1,20,1000004490,4509,
427,,Spot,1,Image 1,21,1000004490,4510,
442,,Spot,1,Image 1,22,1000004490,4511,
439,,Spot,1,Image 1,23,1000004490,4512,
419,,Spot,1,Image 1,24,1000004490,4513,
406,,Spot,1,Image 1,25,1000004490,4514,
385,,Spot,1,Image 1,26,1000004490,4515,
370,,Spot,1,Image 1,27,1000004490,4516,
370,,Spot,1,Image 1,28,1000004490,4517,
448,,Spot,1,Image 1,29,1000004490,4518,
426,,Spot,1,Image 1,30,1000004490,4519,
405,,Spot,1,Image 1,31,1000004490,4520,
411,,Spot,1,Image 1,32,1000004490,4521,
359,,Spot,1,Image 1,33,1000004490,4522,
445,,Spot,1,Image 1,34,1000004490,4523,
346,,Spot,1,Image 1,35,1000004490,4524,
396,,Spot,1,Image 1,36,1000004490,4525,
349,,Spot,1,Image 1,37,1000004490,4526,
398,,Spot,1,Image 1,38,1000004490,4527,
390,,Spot,1,Image 1,39,1000004490,4528,
367,,Spot,1,Image 1,40,1000004490,4529,
370,,Spot,1,Image 1,41,1000004490,4530,
383,,Spot,1,Image 1,42,1000004490,4531,
381,,Spot,1,Image 1,43,1000004490,4532,
388,,Spot,1,Image 1,44,1000004490,4533,
369,,Spot,1,Image 1,45,1000004490,4534,
384,,Spot,1,Image 1,46,1000004490,4535,
356,,Spot,1,Image 1,47,1000004490,4536,
364,,Spot,1,Image 1,48,1000004490,4537,
364,,Spot,1,Image 1,49,1000004490,4538,
344,,Spot,1,Image 1,50,1000004490,4539,
374,,Spot,1,Image 1,51,1000004490,4540,
344,,Spot,1,Image 1,52,1000004490,4541,
347,,Spot,1,Image 1,53,1000004490,4542,
369,,Spot,1,Image 1,54,1000004490,4543,
383,,Spot,1,Image 1,55,1000004490,4544,
349,,Spot,1,Image 1,56,1000004490,4545,
374,,Spot,1,Image 1,57,1000004490,4546,
382,,Spot,1,Image 1,58,1000004490,4547,
363,,Spot,1,Image 1,59,1000004490,4548,
363,,Spot,1,Image 1,60,1000004490,4549,
352,,Spot,1,Image 1,61,1000004490,4550,
337,,Spot,1,Image 1,62,1000004490,4551,
