
Diameter X
 ==================== 
Diameter X,Unit,Category,Collection,Time,TrackID,ID,
4,µm,Spot,Diameter,103,1000210721,210721,
4,µm,Spot,Diameter,104,1000210721,210722,
4,µm,Spot,Diameter,105,1000210721,210723,
4,µm,Spot,Diameter,106,1000210721,210724,
4,µm,Spot,Diameter,107,1000210721,210725,
4,µm,Spot,Diameter,124,1000210726,210726,
4,µm,Spot,Diameter,125,1000210726,210727,
4,µm,Spot,Diameter,126,1000210726,210728,
4,µm,Spot,Diameter,127,1000210726,210729,
