
Displacement Delta Y
 ==================== 
Displacement Delta Y,Unit,Category,Collection,Time,TrackID,ID,
0,µm,Spot,Displacement Delta,103,1000210721,210721,
0.243526,µm,Spot,Displacement Delta,104,1000210721,210722,
0.121761,µm,Spot,Displacement Delta,105,1000210721,210723,
0.487049,µm,Spot,Displacement Delta,106,1000210721,210724,
-0.121765,µm,Spot,Displacement Delta,107,1000210721,210725,
0,µm,Spot,Displacement Delta,124,1000210726,210726,
0.664909,µm,Spot,Displacement Delta,125,1000210726,210727,
-0.0607071,µm,Spot,Displacement Delta,126,1000210726,210728,
-0.692356,µm,Spot,Displacement Delta,127,1000210726,210729,
