
Track Speed Mean
 ==================== 
Track Speed Mean,Unit,Category,ID,
1.10258,,Track,1000000051,
1.20259,,Track,1000000078,
1.2115,,Track,1000000115,
1.6054,,Track,1000000182,
1.15775,,Track,1000000193,
1.65537,,Track,1000000232,
1.64435,,Track,1000000251,
1.58594,,Track,1000000263,
