
Track Straightness
 ==================== 
Track Straightness,Unit,Category,ID,
0.3486,,Track,1000000051,
0.477509,,Track,1000000078,
0.378829,,Track,1000000115,
0.821107,,Track,1000000182,
0.473711,,Track,1000000193,
0.799617,,Track,1000000232,
0.506755,,Track,1000000251,
0.278796,,Track,1000000263,
