
Track Diameter Mean
 ==================== 
Track Diameter Mean,Unit,Category,ID,
4.77946,,Track,1000000051,
4.77946,,Track,1000000078,
4.77946,,Track,1000000115,
4.77946,,Track,1000000182,
4.77946,,Track,1000000193,
4.77946,,Track,1000000232,
4.77946,,Track,1000000251,
4.77946,,Track,1000000263,
