
Track Shortest Distance to Spots Min Spots=Cell-Soma
 ==================== 
Track Shortest Distance to Spots Min,Unit,Category,Spots,ID,
4.31766,µm,Track,Cell-Soma,1000000051,
7.17699,µm,Track,Cell-Soma,1000000078,
5.64945,µm,Track,Cell-Soma,1000000115,
5.80488,µm,Track,Cell-Soma,1000000182,
5.03384,µm,Track,Cell-Soma,1000000193,
1.44979,µm,Track,Cell-Soma,1000000232,
5.62573,µm,Track,Cell-Soma,1000000251,
12.5368,µm,Track,Cell-Soma,1000000263,
