
Track Shortest Distance to Spots Min Spots=Centrosome
 ==================== 
Track Shortest Distance to Spots Min,Unit,Category,Spots,ID,
3.04307,µm,Track,Centrosome,1000000051,
1.66673,µm,Track,Centrosome,1000000078,
4.34675,µm,Track,Centrosome,1000000115,
6.39243,µm,Track,Centrosome,1000000182,
3.24343,µm,Track,Centrosome,1000000193,
2.71215,µm,Track,Centrosome,1000000232,
3.57453,µm,Track,Centrosome,1000000251,
6.27164,µm,Track,Centrosome,1000000263,
