
Track Position Start
 ==================== 
Track Position X Start,Track Position Y Start,Track Position Z Start,Unit,Category,Collection,ID,
35.2811,31.74,19.7691,µm,Track,Track Position Start,1000000051,
22.86,49.4157,21.3474,µm,Track,Track Position Start,1000000078,
24.6321,37.094,20.79,µm,Track,Track Position Start,1000000115,
10.5,17.6048,24.1125,µm,Track,Track Position Start,1000000182,
32.7,22.7724,29.5847,µm,Track,Track Position Start,1000000193,
26.5551,31.14,48.2985,µm,Track,Track Position Start,1000000232,
31.86,17.9641,24.261,µm,Track,Track Position Start,1000000251,
41.0675,45.8383,33.21,µm,Track,Track Position Start,1000000263,
