
Average Distance To 5 Nearest Neighbours
 ==================== 
Average Distance To 5 Nearest Neighbours,Unit,Category,Time,TrackID,ID,
0,µm,Spot,76,1000000078,80,
0,µm,Spot,76,1000000115,115,
0,µm,Spot,77,1000000078,116,
0,µm,Spot,77,1000000115,117,
0,µm,Spot,78,1000000078,118,
0,µm,Spot,78,1000000115,119,
0,µm,Spot,79,1000000078,120,
0,µm,Spot,79,1000000115,121,
0,µm,Spot,80,1000000078,122,
0,µm,Spot,80,1000000115,123,
0,µm,Spot,81,1000000078,124,
0,µm,Spot,81,1000000115,125,
0,µm,Spot,82,1000000078,126,
0,µm,Spot,82,1000000115,127,
0,µm,Spot,83,1000000078,128,
0,µm,Spot,83,1000000115,129,
0,µm,Spot,84,1000000078,130,
0,µm,Spot,84,1000000115,131,
0,µm,Spot,85,1000000078,132,
0,µm,Spot,85,1000000115,133,
0,µm,Spot,86,1000000115,141,
0,µm,Spot,86,1000000078,142,
0,µm,Spot,87,1000000115,143,
0,µm,Spot,87,1000000078,144,
0,µm,Spot,88,1000000115,145,
0,µm,Spot,88,1000000078,146,
0,µm,Spot,89,1000000115,147,
0,µm,Spot,89,1000000078,148,
0,µm,Spot,90,1000000115,149,
0,µm,Spot,90,1000000078,150,
0,µm,Spot,91,1000000115,151,
0,µm,Spot,91,1000000078,152,
0,µm,Spot,92,1000000115,153,
0,µm,Spot,92,1000000078,154,
0,µm,Spot,93,1000000115,155,
0,µm,Spot,93,1000000078,156,
0,µm,Spot,169,1000000182,192,
0,µm,Spot,169,1000000193,193,
0,µm,Spot,170,1000000182,194,
0,µm,Spot,170,1000000193,195,
0,µm,Spot,171,1000000182,196,
0,µm,Spot,171,1000000193,197,
0,µm,Spot,172,1000000182,198,
0,µm,Spot,172,1000000193,199,
0,µm,Spot,173,1000000182,200,
0,µm,Spot,173,1000000193,201,
0,µm,Spot,174,1000000182,202,
0,µm,Spot,174,1000000193,203,
0,µm,Spot,175,1000000182,204,
0,µm,Spot,175,1000000193,205,
0,µm,Spot,176,1000000182,206,
0,µm,Spot,176,1000000193,207,
0,µm,Spot,177,1000000182,208,
0,µm,Spot,177,1000000193,209,
0,µm,Spot,178,1000000182,210,
0,µm,Spot,178,1000000193,211,
0,µm,Spot,179,1000000182,212,
0,µm,Spot,179,1000000193,213,
0,µm,Spot,180,1000000182,214,
0,µm,Spot,180,1000000193,215,
0,µm,Spot,181,1000000182,216,
0,µm,Spot,181,1000000193,217,
