
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
528.024,,Spot,1,Image 1,12,1000000051,51,
561.76,,Spot,1,Image 1,13,1000000051,53,
576,,Spot,1,Image 1,14,1000000051,55,
595.96,,Spot,1,Image 1,15,1000000051,57,
544.052,,Spot,1,Image 1,16,1000000051,59,
510.432,,Spot,1,Image 1,17,1000000051,61,
476.128,,Spot,1,Image 1,18,1000000051,63,
459.808,,Spot,1,Image 1,19,1000000051,64,
450.192,,Spot,1,Image 1,20,1000000051,65,
494.128,,Spot,1,Image 1,21,1000000051,66,
449.776,,Spot,1,Image 1,22,1000000051,67,
443.848,,Spot,1,Image 1,23,1000000051,68,
449.968,,Spot,1,Image 1,24,1000000051,69,
460.2,,Spot,1,Image 1,25,1000000051,70,
454.12,,Spot,1,Image 1,26,1000000051,71,
431.92,,Spot,1,Image 1,27,1000000051,72,
430.104,,Spot,1,Image 1,28,1000000051,73,
439.952,,Spot,1,Image 1,29,1000000051,74,
436.368,,Spot,1,Image 1,30,1000000051,75,
420.2,,Spot,1,Image 1,31,1000000051,76,
412.056,,Spot,1,Image 1,32,1000000051,77,
468.048,,Spot,1,Image 1,74,1000000078,78,
409.84,,Spot,1,Image 1,75,1000000078,79,
438.048,,Spot,1,Image 1,76,1000000078,80,
490,,Spot,1,Image 1,76,1000000115,115,
477.936,,Spot,1,Image 1,77,1000000078,116,
479.944,,Spot,1,Image 1,77,1000000115,117,
451.984,,Spot,1,Image 1,78,1000000078,118,
441.904,,Spot,1,Image 1,78,1000000115,119,
447.888,,Spot,1,Image 1,79,1000000078,120,
453.872,,Spot,1,Image 1,79,1000000115,121,
526.2,,Spot,1,Image 1,80,1000000078,122,
431.896,,Spot,1,Image 1,80,1000000115,123,
428.032,,Spot,1,Image 1,81,1000000078,124,
440.112,,Spot,1,Image 1,81,1000000115,125,
383.976,,Spot,1,Image 1,82,1000000078,126,
445.704,,Spot,1,Image 1,82,1000000115,127,
365.152,,Spot,1,Image 1,83,1000000078,128,
449.848,,Spot,1,Image 1,83,1000000115,129,
393.936,,Spot,1,Image 1,84,1000000078,130,
425.968,,Spot,1,Image 1,84,1000000115,131,
398.256,,Spot,1,Image 1,85,1000000078,132,
435.76,,Spot,1,Image 1,85,1000000115,133,
428.092,,Spot,1,Image 1,86,1000000115,141,
356.048,,Spot,1,Image 1,86,1000000078,142,
447.728,,Spot,1,Image 1,87,1000000115,143,
374.152,,Spot,1,Image 1,87,1000000078,144,
442.04,,Spot,1,Image 1,88,1000000115,145,
390.032,,Spot,1,Image 1,88,1000000078,146,
442.092,,Spot,1,Image 1,89,1000000115,147,
387.792,,Spot,1,Image 1,89,1000000078,148,
456.176,,Spot,1,Image 1,90,1000000115,149,
370.192,,Spot,1,Image 1,90,1000000078,150,
427.904,,Spot,1,Image 1,91,1000000115,151,
378.192,,Spot,1,Image 1,91,1000000078,152,
436.2,,Spot,1,Image 1,92,1000000115,153,
360.192,,Spot,1,Image 1,92,1000000078,154,
437.888,,Spot,1,Image 1,93,1000000115,155,
390.064,,Spot,1,Image 1,93,1000000078,156,
422,,Spot,1,Image 1,94,1000000115,157,
413.904,,Spot,1,Image 1,95,1000000115,158,
444.32,,Spot,1,Image 1,96,1000000115,159,
412.2,,Spot,1,Image 1,97,1000000115,160,
422.208,,Spot,1,Image 1,98,1000000115,161,
436.08,,Spot,1,Image 1,99,1000000115,162,
421.888,,Spot,1,Image 1,100,1000000115,163,
468,,Spot,1,Image 1,101,1000000115,164,
436,,Spot,1,Image 1,102,1000000115,165,
473.888,,Spot,1,Image 1,103,1000000115,166,
488.144,,Spot,1,Image 1,104,1000000115,167,
440.032,,Spot,1,Image 1,105,1000000115,168,
416.16,,Spot,1,Image 1,106,1000000115,169,
418.208,,Spot,1,Image 1,107,1000000115,170,
412.016,,Spot,1,Image 1,108,1000000115,171,
393.808,,Spot,1,Image 1,109,1000000115,172,
388.032,,Spot,1,Image 1,110,1000000115,173,
420.08,,Spot,1,Image 1,111,1000000115,174,
394.044,,Spot,1,Image 1,112,1000000115,175,
383.928,,Spot,1,Image 1,113,1000000115,176,
391.936,,Spot,1,Image 1,114,1000000115,177,
394.096,,Spot,1,Image 1,115,1000000115,178,
404,,Spot,1,Image 1,116,1000000115,179,
399.904,,Spot,1,Image 1,117,1000000115,180,
405.968,,Spot,1,Image 1,118,1000000115,181,
436.128,,Spot,1,Image 1,159,1000000182,182,
384.14,,Spot,1,Image 1,160,1000000182,183,
379.952,,Spot,1,Image 1,161,1000000182,184,
370.124,,Spot,1,Image 1,162,1000000182,185,
389.984,,Spot,1,Image 1,163,1000000182,186,
379.92,,Spot,1,Image 1,164,1000000182,187,
379.976,,Spot,1,Image 1,165,1000000182,188,
382.16,,Spot,1,Image 1,166,1000000182,189,
363.856,,Spot,1,Image 1,167,1000000182,190,
354.08,,Spot,1,Image 1,168,1000000182,191,
349.968,,Spot,1,Image 1,169,1000000182,192,
394.016,,Spot,1,Image 1,169,1000000193,193,
350.096,,Spot,1,Image 1,170,1000000182,194,
498.144,,Spot,1,Image 1,170,1000000193,195,
342.08,,Spot,1,Image 1,171,1000000182,196,
481.92,,Spot,1,Image 1,171,1000000193,197,
340.032,,Spot,1,Image 1,172,1000000182,198,
468.32,,Spot,1,Image 1,172,1000000193,199,
360,,Spot,1,Image 1,173,1000000182,200,
500.368,,Spot,1,Image 1,173,1000000193,201,
353.968,,Spot,1,Image 1,174,1000000182,202,
487.664,,Spot,1,Image 1,174,1000000193,203,
337.936,,Spot,1,Image 1,175,1000000182,204,
445.936,,Spot,1,Image 1,175,1000000193,205,
330,,Spot,1,Image 1,176,1000000182,206,
402.048,,Spot,1,Image 1,176,1000000193,207,
286.088,,Spot,1,Image 1,177,1000000182,208,
384.016,,Spot,1,Image 1,177,1000000193,209,
290.08,,Spot,1,Image 1,178,1000000182,210,
375.984,,Spot,1,Image 1,178,1000000193,211,
283.888,,Spot,1,Image 1,179,1000000182,212,
426.08,,Spot,1,Image 1,179,1000000193,213,
296,,Spot,1,Image 1,180,1000000182,214,
387.904,,Spot,1,Image 1,180,1000000193,215,
284,,Spot,1,Image 1,181,1000000182,216,
388.026,,Spot,1,Image 1,181,1000000193,217,
390.064,,Spot,1,Image 1,182,1000000193,218,
391.936,,Spot,1,Image 1,183,1000000193,219,
401.88,,Spot,1,Image 1,184,1000000193,220,
388.08,,Spot,1,Image 1,185,1000000193,221,
384.016,,Spot,1,Image 1,186,1000000193,222,
384.048,,Spot,1,Image 1,187,1000000193,223,
379.872,,Spot,1,Image 1,188,1000000193,224,
385.84,,Spot,1,Image 1,189,1000000193,225,
376.176,,Spot,1,Image 1,190,1000000193,226,
366.04,,Spot,1,Image 1,191,1000000193,227,
370.08,,Spot,1,Image 1,192,1000000193,228,
370.064,,Spot,1,Image 1,193,1000000193,229,
364.128,,Spot,1,Image 1,194,1000000193,230,
354.064,,Spot,1,Image 1,195,1000000193,231,
434.04,,Spot,1,Image 1,229,1000000232,232,
436.048,,Spot,1,Image 1,230,1000000232,233,
418.048,,Spot,1,Image 1,231,1000000232,234,
413.968,,Spot,1,Image 1,232,1000000232,235,
413.84,,Spot,1,Image 1,233,1000000232,236,
426.04,,Spot,1,Image 1,234,1000000232,237,
405.92,,Spot,1,Image 1,235,1000000232,238,
408.032,,Spot,1,Image 1,236,1000000232,239,
404.128,,Spot,1,Image 1,237,1000000232,240,
404.16,,Spot,1,Image 1,238,1000000232,241,
422.32,,Spot,1,Image 1,239,1000000232,242,
397.888,,Spot,1,Image 1,240,1000000232,243,
391.984,,Spot,1,Image 1,241,1000000232,244,
377.936,,Spot,1,Image 1,242,1000000232,245,
379.992,,Spot,1,Image 1,243,1000000232,246,
384.04,,Spot,1,Image 1,244,1000000232,247,
389.968,,Spot,1,Image 1,245,1000000232,248,
381.984,,Spot,1,Image 1,246,1000000232,249,
370.016,,Spot,1,Image 1,247,1000000232,250,
380.032,,Spot,1,Image 1,256,1000000251,251,
456.08,,Spot,1,Image 1,257,1000000251,252,
457.984,,Spot,1,Image 1,258,1000000251,253,
426.128,,Spot,1,Image 1,259,1000000251,254,
473.872,,Spot,1,Image 1,260,1000000251,255,
441.896,,Spot,1,Image 1,261,1000000251,256,
400.04,,Spot,1,Image 1,262,1000000251,257,
402.08,,Spot,1,Image 1,263,1000000251,258,
409.924,,Spot,1,Image 1,264,1000000251,259,
410.056,,Spot,1,Image 1,265,1000000251,260,
390.016,,Spot,1,Image 1,266,1000000251,261,
391.968,,Spot,1,Image 1,267,1000000251,262,
330,,Spot,1,Image 1,303,1000000263,263,
354.08,,Spot,1,Image 1,304,1000000263,264,
368.016,,Spot,1,Image 1,305,1000000263,265,
366.096,,Spot,1,Image 1,306,1000000263,266,
380.008,,Spot,1,Image 1,307,1000000263,267,
358.16,,Spot,1,Image 1,308,1000000263,268,
350.032,,Spot,1,Image 1,309,1000000263,269,
356.08,,Spot,1,Image 1,310,1000000263,270,
372,,Spot,1,Image 1,311,1000000263,271,
386.168,,Spot,1,Image 1,312,1000000263,272,
