
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
3.93891e+06,,Spot,1,Image 1,12,1000000051,51,
4.2517e+06,,Spot,1,Image 1,13,1000000051,53,
4.2945e+06,,Spot,1,Image 1,14,1000000051,55,
4.40193e+06,,Spot,1,Image 1,15,1000000051,57,
4.05111e+06,,Spot,1,Image 1,16,1000000051,59,
3.84506e+06,,Spot,1,Image 1,17,1000000051,61,
3.57816e+06,,Spot,1,Image 1,18,1000000051,63,
3.45858e+06,,Spot,1,Image 1,19,1000000051,64,
3.34227e+06,,Spot,1,Image 1,20,1000000051,65,
3.72473e+06,,Spot,1,Image 1,21,1000000051,66,
3.38037e+06,,Spot,1,Image 1,22,1000000051,67,
3.36151e+06,,Spot,1,Image 1,23,1000000051,68,
3.4545e+06,,Spot,1,Image 1,24,1000000051,69,
3.46281e+06,,Spot,1,Image 1,25,1000000051,70,
3.44296e+06,,Spot,1,Image 1,26,1000000051,71,
3.20102e+06,,Spot,1,Image 1,27,1000000051,72,
3.19361e+06,,Spot,1,Image 1,28,1000000051,73,
3.32757e+06,,Spot,1,Image 1,29,1000000051,74,
3.29643e+06,,Spot,1,Image 1,30,1000000051,75,
3.16724e+06,,Spot,1,Image 1,31,1000000051,76,
3.0832e+06,,Spot,1,Image 1,32,1000000051,77,
3.49886e+06,,Spot,1,Image 1,74,1000000078,78,
3.03259e+06,,Spot,1,Image 1,75,1000000078,79,
3.2357e+06,,Spot,1,Image 1,76,1000000078,80,
3.63266e+06,,Spot,1,Image 1,76,1000000115,115,
3.53102e+06,,Spot,1,Image 1,77,1000000078,116,
3.67216e+06,,Spot,1,Image 1,77,1000000115,117,
3.36766e+06,,Spot,1,Image 1,78,1000000078,118,
3.29122e+06,,Spot,1,Image 1,78,1000000115,119,
3.30916e+06,,Spot,1,Image 1,79,1000000078,120,
3.37909e+06,,Spot,1,Image 1,79,1000000115,121,
3.9474e+06,,Spot,1,Image 1,80,1000000078,122,
3.21894e+06,,Spot,1,Image 1,80,1000000115,123,
3.21544e+06,,Spot,1,Image 1,81,1000000078,124,
3.26857e+06,,Spot,1,Image 1,81,1000000115,125,
2.87273e+06,,Spot,1,Image 1,82,1000000078,126,
3.31693e+06,,Spot,1,Image 1,82,1000000115,127,
2.74148e+06,,Spot,1,Image 1,83,1000000078,128,
3.42283e+06,,Spot,1,Image 1,83,1000000115,129,
2.97603e+06,,Spot,1,Image 1,84,1000000078,130,
3.22227e+06,,Spot,1,Image 1,84,1000000115,131,
2.9504e+06,,Spot,1,Image 1,85,1000000078,132,
3.23483e+06,,Spot,1,Image 1,85,1000000115,133,
3.22766e+06,,Spot,1,Image 1,86,1000000115,141,
2.67974e+06,,Spot,1,Image 1,86,1000000078,142,
3.29576e+06,,Spot,1,Image 1,87,1000000115,143,
2.76546e+06,,Spot,1,Image 1,87,1000000078,144,
3.30187e+06,,Spot,1,Image 1,88,1000000115,145,
2.90013e+06,,Spot,1,Image 1,88,1000000078,146,
3.30009e+06,,Spot,1,Image 1,89,1000000115,147,
