
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,TrackID,ID,
206.906,,Spot,1,Image 1,16,1000099590,99590,
208.292,,Spot,1,Image 1,17,1000099590,99591,
208.427,,Spot,1,Image 1,18,1000099590,99592,
205.712,,Spot,1,Image 1,19,1000099590,99593,
202.959,,Spot,1,Image 1,30,1000099594,99594,
202.908,,Spot,1,Image 1,31,1000099594,99595,
200.054,,Spot,1,Image 1,32,1000099594,99596,
200,,Spot,1,Image 1,33,1000099594,99597,
203.339,,Spot,1,Image 1,38,1000099598,99598,
202.941,,Spot,1,Image 1,39,1000099598,99599,
204.94,,Spot,1,Image 1,40,1000099598,99600,
201.122,,Spot,1,Image 1,41,1000099598,99601,
204.364,,Spot,1,Image 1,75,1000099602,99602,
201.82,,Spot,1,Image 1,76,1000099602,99603,
205.292,,Spot,1,Image 1,77,1000099602,99604,
201.433,,Spot,1,Image 1,78,1000099602,99605,
201.775,,Spot,1,Image 1,79,1000099602,99606,
202.022,,Spot,1,Image 1,80,1000099602,99607,
204.9,,Spot,1,Image 1,81,1000099602,99608,
204.248,,Spot,1,Image 1,157,1000099609,99609,
203.565,,Spot,1,Image 1,158,1000099609,99610,
205.42,,Spot,1,Image 1,159,1000099609,99611,
205.512,,Spot,1,Image 1,160,1000099609,99612,
202.14,,Spot,1,Image 1,161,1000099609,99613,
207.296,,Spot,1,Image 1,162,1000099609,99614,
204.548,,Spot,1,Image 1,186,1000099615,99615,
204.374,,Spot,1,Image 1,187,1000099615,99616,
205.921,,Spot,1,Image 1,188,1000099615,99617,
203.447,,Spot,1,Image 1,189,1000099615,99618,
203.41,,Spot,1,Image 1,328,1000099619,99619,
209.04,,Spot,1,Image 1,332,1000099619,99623,
200.661,,Spot,1,Image 1,380,1000099629,99629,
204.206,,Spot,1,Image 1,381,1000099629,99630,
200.167,,Spot,1,Image 1,382,1000099629,99631,
203.384,,Spot,1,Image 1,383,1000099629,99632,
203.204,,Spot,1,Image 1,384,1000099629,99633,
202.009,,Spot,1,Image 1,329,1000099619,99634,
202.02,,Spot,1,Image 1,330,1000099619,99635,
204.528,,Spot,1,Image 1,331,1000099619,99636,
203.351,,Spot,1,Image 1,368,1000099637,99637,
200.323,,Spot,1,Image 1,369,1000099637,99638,
204.958,,Spot,1,Image 1,247,1000099640,99640,
211.561,,Spot,1,Image 1,248,1000099640,99641,
213.121,,Spot,1,Image 1,249,1000099640,99642,
205.701,,Spot,1,Image 1,250,1000099640,99643,
206.602,,Spot,1,Image 1,251,1000099640,99644,
201.706,,Spot,1,Image 1,135,1000099652,99652,
203.211,,Spot,1,Image 1,136,1000099652,99653,
207.062,,Spot,1,Image 1,137,1000099652,99654,
204.093,,Spot,1,Image 1,138,1000099652,99655,
206.081,,Spot,1,Image 1,4,1000099657,99657,
201.518,,Spot,1,Image 1,5,1000099657,99658,
203.869,,Spot,1,Image 1,6,1000099657,99659,
201.298,,Spot,1,Image 1,301,1000099660,99660,
201.351,,Spot,1,Image 1,302,1000099660,99661,
202.029,,Spot,1,Image 1,303,1000099660,99662,
