
Track Speed Variation
 ==================== 
Track Speed Variation,Unit,Category,ID,
0.18419,,Track,1000099590,
0.577518,,Track,1000099594,
0.287825,,Track,1000099598,
0.170513,,Track,1000099602,
0.203846,,Track,1000099609,
0.124336,,Track,1000099615,
0.270897,,Track,1000099619,
0.26361,,Track,1000099629,
0,,Track,1000099637,
0.254306,,Track,1000099640,
0.414012,,Track,1000099652,
0.119861,,Track,1000099657,
0.615158,,Track,1000099660,
