
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
186,,Spot,3,Image 1,16,1000099590,99590,
186,,Spot,3,Image 1,17,1000099590,99591,
186,,Spot,3,Image 1,18,1000099590,99592,
189,,Spot,3,Image 1,19,1000099590,99593,
189,,Spot,3,Image 1,30,1000099594,99594,
191,,Spot,3,Image 1,31,1000099594,99595,
189,,Spot,3,Image 1,32,1000099594,99596,
190,,Spot,3,Image 1,33,1000099594,99597,
196,,Spot,3,Image 1,38,1000099598,99598,
195,,Spot,3,Image 1,39,1000099598,99599,
183,,Spot,3,Image 1,40,1000099598,99600,
195,,Spot,3,Image 1,41,1000099598,99601,
187,,Spot,3,Image 1,75,1000099602,99602,
185,,Spot,3,Image 1,76,1000099602,99603,
190,,Spot,3,Image 1,77,1000099602,99604,
186,,Spot,3,Image 1,78,1000099602,99605,
188,,Spot,3,Image 1,79,1000099602,99606,
181,,Spot,3,Image 1,80,1000099602,99607,
186,,Spot,3,Image 1,81,1000099602,99608,
184,,Spot,3,Image 1,157,1000099609,99609,
181,,Spot,3,Image 1,158,1000099609,99610,
190,,Spot,3,Image 1,159,1000099609,99611,
184,,Spot,3,Image 1,160,1000099609,99612,
189,,Spot,3,Image 1,161,1000099609,99613,
191,,Spot,3,Image 1,162,1000099609,99614,
186,,Spot,3,Image 1,186,1000099615,99615,
189,,Spot,3,Image 1,187,1000099615,99616,
187,,Spot,3,Image 1,188,1000099615,99617,
187,,Spot,3,Image 1,189,1000099615,99618,
185,,Spot,3,Image 1,328,1000099619,99619,
189,,Spot,3,Image 1,332,1000099619,99623,
186,,Spot,3,Image 1,380,1000099629,99629,
187,,Spot,3,Image 1,381,1000099629,99630,
189,,Spot,3,Image 1,382,1000099629,99631,
182,,Spot,3,Image 1,383,1000099629,99632,
190,,Spot,3,Image 1,384,1000099629,99633,
181,,Spot,3,Image 1,329,1000099619,99634,
187,,Spot,3,Image 1,330,1000099619,99635,
189,,Spot,3,Image 1,331,1000099619,99636,
183,,Spot,3,Image 1,368,1000099637,99637,
183,,Spot,3,Image 1,369,1000099637,99638,
184,,Spot,3,Image 1,247,1000099640,99640,
182,,Spot,3,Image 1,248,1000099640,99641,
192,,Spot,3,Image 1,249,1000099640,99642,
186,,Spot,3,Image 1,250,1000099640,99643,
186,,Spot,3,Image 1,251,1000099640,99644,
186,,Spot,3,Image 1,135,1000099652,99652,
184,,Spot,3,Image 1,136,1000099652,99653,
190,,Spot,3,Image 1,137,1000099652,99654,
189,,Spot,3,Image 1,138,1000099652,99655,
189,,Spot,3,Image 1,4,1000099657,99657,
190,,Spot,3,Image 1,5,1000099657,99658,
188,,Spot,3,Image 1,6,1000099657,99659,
191,,Spot,3,Image 1,301,1000099660,99660,
194,,Spot,3,Image 1,302,1000099660,99661,
185,,Spot,3,Image 1,303,1000099660,99662,
