
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
21.3434,µm,Spot,Image 1,16,1000099590,99590,
21.1781,µm,Spot,Image 1,17,1000099590,99591,
21.2436,µm,Spot,Image 1,18,1000099590,99592,
21.3144,µm,Spot,Image 1,19,1000099590,99593,
11.9254,µm,Spot,Image 1,30,1000099594,99594,
11.9254,µm,Spot,Image 1,31,1000099594,99595,
12.0348,µm,Spot,Image 1,32,1000099594,99596,
12.3678,µm,Spot,Image 1,33,1000099594,99597,
0.719655,µm,Spot,Image 1,38,1000099598,99598,
0.719655,µm,Spot,Image 1,39,1000099598,99599,
0.719655,µm,Spot,Image 1,40,1000099598,99600,
0,µm,Spot,Image 1,41,1000099598,99601,
12.8871,µm,Spot,Image 1,75,1000099602,99602,
12.6907,µm,Spot,Image 1,76,1000099602,99603,
13.2408,µm,Spot,Image 1,77,1000099602,99604,
13.3359,µm,Spot,Image 1,78,1000099602,99605,
13.2929,µm,Spot,Image 1,79,1000099602,99606,
13.4576,µm,Spot,Image 1,80,1000099602,99607,
13.2305,µm,Spot,Image 1,81,1000099602,99608,
2.22415,µm,Spot,Image 1,157,1000099609,99609,
1.76122,µm,Spot,Image 1,158,1000099609,99610,
3.14999,µm,Spot,Image 1,159,1000099609,99611,
3.72864,µm,Spot,Image 1,160,1000099609,99612,
2.68707,µm,Spot,Image 1,161,1000099609,99613,
1.41404,µm,Spot,Image 1,162,1000099609,99614,
18.0084,µm,Spot,Image 1,186,1000099615,99615,
17.873,µm,Spot,Image 1,187,1000099615,99616,
16.6566,µm,Spot,Image 1,188,1000099615,99617,
17.5372,µm,Spot,Image 1,189,1000099615,99618,
16.494,µm,Spot,Image 1,328,1000099619,99619,
16.7751,µm,Spot,Image 1,332,1000099619,99623,
11.5232,µm,Spot,Image 1,380,1000099629,99629,
11.5176,µm,Spot,Image 1,381,1000099629,99630,
11.8978,µm,Spot,Image 1,382,1000099629,99631,
12.3048,µm,Spot,Image 1,383,1000099629,99632,
11.873,µm,Spot,Image 1,384,1000099629,99633,
17.3848,µm,Spot,Image 1,329,1000099619,99634,
17.5005,µm,Spot,Image 1,330,1000099619,99635,
16.8061,µm,Spot,Image 1,331,1000099619,99636,
23.4027,µm,Spot,Image 1,368,1000099637,99637,
23.0555,µm,Spot,Image 1,369,1000099637,99638,
11.3547,µm,Spot,Image 1,247,1000099640,99640,
11.3534,µm,Spot,Image 1,248,1000099640,99641,
11.1399,µm,Spot,Image 1,249,1000099640,99642,
10.3836,µm,Spot,Image 1,250,1000099640,99643,
10.897,µm,Spot,Image 1,251,1000099640,99644,
25.2407,µm,Spot,Image 1,135,1000099652,99652,
25.1264,µm,Spot,Image 1,136,1000099652,99653,
25.0659,µm,Spot,Image 1,137,1000099652,99654,
24.2709,µm,Spot,Image 1,138,1000099652,99655,
21.3609,µm,Spot,Image 1,4,1000099657,99657,
20.6537,µm,Spot,Image 1,5,1000099657,99658,
21.0156,µm,Spot,Image 1,6,1000099657,99659,
18.4604,µm,Spot,Image 1,301,1000099660,99660,
18.4787,µm,Spot,Image 1,302,1000099660,99661,
16.8857,µm,Spot,Image 1,303,1000099660,99662,
