
Intensity Sum of Square Ch=3 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,TrackID,ID,
2.28663e+08,,Spot,3,Image 1,16,1000099590,99590,
2.35805e+08,,Spot,3,Image 1,17,1000099590,99591,
2.27794e+08,,Spot,3,Image 1,18,1000099590,99592,
2.28247e+08,,Spot,3,Image 1,19,1000099590,99593,
2.36085e+08,,Spot,3,Image 1,30,1000099594,99594,
2.36297e+08,,Spot,3,Image 1,31,1000099594,99595,
2.29118e+08,,Spot,3,Image 1,32,1000099594,99596,
2.34928e+08,,Spot,3,Image 1,33,1000099594,99597,
2.37749e+08,,Spot,3,Image 1,38,1000099598,99598,
2.35161e+08,,Spot,3,Image 1,39,1000099598,99599,
2.25986e+08,,Spot,3,Image 1,40,1000099598,99600,
2.32631e+08,,Spot,3,Image 1,41,1000099598,99601,
2.38623e+08,,Spot,3,Image 1,75,1000099602,99602,
2.35833e+08,,Spot,3,Image 1,76,1000099602,99603,
2.39162e+08,,Spot,3,Image 1,77,1000099602,99604,
2.38422e+08,,Spot,3,Image 1,78,1000099602,99605,
2.37334e+08,,Spot,3,Image 1,79,1000099602,99606,
2.30575e+08,,Spot,3,Image 1,80,1000099602,99607,
2.30282e+08,,Spot,3,Image 1,81,1000099602,99608,
2.33261e+08,,Spot,3,Image 1,157,1000099609,99609,
2.39383e+08,,Spot,3,Image 1,158,1000099609,99610,
2.39109e+08,,Spot,3,Image 1,159,1000099609,99611,
2.37567e+08,,Spot,3,Image 1,160,1000099609,99612,
2.31103e+08,,Spot,3,Image 1,161,1000099609,99613,
2.38867e+08,,Spot,3,Image 1,162,1000099609,99614,
2.36443e+08,,Spot,3,Image 1,186,1000099615,99615,
2.35237e+08,,Spot,3,Image 1,187,1000099615,99616,
2.28051e+08,,Spot,3,Image 1,188,1000099615,99617,
2.35625e+08,,Spot,3,Image 1,189,1000099615,99618,
2.31438e+08,,Spot,3,Image 1,328,1000099619,99619,
2.34245e+08,,Spot,3,Image 1,332,1000099619,99623,
2.3308e+08,,Spot,3,Image 1,380,1000099629,99629,
2.28439e+08,,Spot,3,Image 1,381,1000099629,99630,
2.3092e+08,,Spot,3,Image 1,382,1000099629,99631,
2.29621e+08,,Spot,3,Image 1,383,1000099629,99632,
2.33238e+08,,Spot,3,Image 1,384,1000099629,99633,
2.27119e+08,,Spot,3,Image 1,329,1000099619,99634,
2.38639e+08,,Spot,3,Image 1,330,1000099619,99635,
2.37462e+08,,Spot,3,Image 1,331,1000099619,99636,
2.30514e+08,,Spot,3,Image 1,368,1000099637,99637,
2.26749e+08,,Spot,3,Image 1,369,1000099637,99638,
2.26881e+08,,Spot,3,Image 1,247,1000099640,99640,
2.35024e+08,,Spot,3,Image 1,248,1000099640,99641,
2.33975e+08,,Spot,3,Image 1,249,1000099640,99642,
2.27563e+08,,Spot,3,Image 1,250,1000099640,99643,
2.3244e+08,,Spot,3,Image 1,251,1000099640,99644,
2.24792e+08,,Spot,3,Image 1,135,1000099652,99652,
2.28984e+08,,Spot,3,Image 1,136,1000099652,99653,
2.30174e+08,,Spot,3,Image 1,137,1000099652,99654,
2.35766e+08,,Spot,3,Image 1,138,1000099652,99655,
2.33054e+08,,Spot,3,Image 1,4,1000099657,99657,
2.35189e+08,,Spot,3,Image 1,5,1000099657,99658,
2.34939e+08,,Spot,3,Image 1,6,1000099657,99659,
2.25428e+08,,Spot,3,Image 1,301,1000099660,99660,
2.34827e+08,,Spot,3,Image 1,302,1000099660,99661,
2.36524e+08,,Spot,3,Image 1,303,1000099660,99662,
