
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,TrackID,ID,
6.93894,,Spot,3,Image 1,16,1000099590,99590,
7.18538,,Spot,3,Image 1,17,1000099590,99591,
6.90965,,Spot,3,Image 1,18,1000099590,99592,
6.87956,,Spot,3,Image 1,19,1000099590,99593,
6.60205,,Spot,3,Image 1,30,1000099594,99594,
6.7751,,Spot,3,Image 1,31,1000099594,99595,
6.44875,,Spot,3,Image 1,32,1000099594,99596,
6.73052,,Spot,3,Image 1,33,1000099594,99597,
6.92579,,Spot,3,Image 1,38,1000099598,99598,
6.99504,,Spot,3,Image 1,39,1000099598,99599,
6.76879,,Spot,3,Image 1,40,1000099598,99600,
6.85183,,Spot,3,Image 1,41,1000099598,99601,
6.87402,,Spot,3,Image 1,75,1000099602,99602,
7.03475,,Spot,3,Image 1,76,1000099602,99603,
6.92207,,Spot,3,Image 1,77,1000099602,99604,
6.85499,,Spot,3,Image 1,78,1000099602,99605,
6.9067,,Spot,3,Image 1,79,1000099602,99606,
6.69209,,Spot,3,Image 1,80,1000099602,99607,
6.74232,,Spot,3,Image 1,81,1000099602,99608,
6.71702,,Spot,3,Image 1,157,1000099609,99609,
6.88097,,Spot,3,Image 1,158,1000099609,99610,
7.00337,,Spot,3,Image 1,159,1000099609,99611,
6.9406,,Spot,3,Image 1,160,1000099609,99612,
6.7373,,Spot,3,Image 1,161,1000099609,99613,
6.98695,,Spot,3,Image 1,162,1000099609,99614,
7.05333,,Spot,3,Image 1,186,1000099615,99615,
6.90353,,Spot,3,Image 1,187,1000099615,99616,
6.50654,,Spot,3,Image 1,188,1000099615,99617,
6.77341,,Spot,3,Image 1,189,1000099615,99618,
6.62163,,Spot,3,Image 1,328,1000099619,99619,
6.8105,,Spot,3,Image 1,332,1000099619,99623,
6.75632,,Spot,3,Image 1,380,1000099629,99629,
6.73639,,Spot,3,Image 1,381,1000099629,99630,
6.87264,,Spot,3,Image 1,382,1000099629,99631,
6.77519,,Spot,3,Image 1,383,1000099629,99632,
6.69826,,Spot,3,Image 1,384,1000099629,99633,
6.67011,,Spot,3,Image 1,329,1000099619,99634,
6.9676,,Spot,3,Image 1,330,1000099619,99635,
6.95773,,Spot,3,Image 1,331,1000099619,99636,
6.80991,,Spot,3,Image 1,368,1000099637,99637,
6.8243,,Spot,3,Image 1,369,1000099637,99638,
7.13322,,Spot,3,Image 1,247,1000099640,99640,
7.32612,,Spot,3,Image 1,248,1000099640,99641,
7.25548,,Spot,3,Image 1,249,1000099640,99642,
6.87886,,Spot,3,Image 1,250,1000099640,99643,
6.90041,,Spot,3,Image 1,251,1000099640,99644,
6.75095,,Spot,3,Image 1,135,1000099652,99652,
6.89322,,Spot,3,Image 1,136,1000099652,99653,
6.79728,,Spot,3,Image 1,137,1000099652,99654,
6.86156,,Spot,3,Image 1,138,1000099652,99655,
6.90947,,Spot,3,Image 1,4,1000099657,99657,
7.01118,,Spot,3,Image 1,5,1000099657,99658,
6.7765,,Spot,3,Image 1,6,1000099657,99659,
6.82033,,Spot,3,Image 1,301,1000099660,99660,
7.07556,,Spot,3,Image 1,302,1000099660,99661,
6.91665,,Spot,3,Image 1,303,1000099660,99662,
