
Track Speed Min
 ==================== 
Track Speed Min,Unit,Category,ID,
0.606819,,Track,1000099590,
0,,Track,1000099594,
0.513736,,Track,1000099598,
0.256256,,Track,1000099602,
0.664855,,Track,1000099609,
1.05394,,Track,1000099615,
1.16341,,Track,1000099619,
0.860356,,Track,1000099629,
0.398502,,Track,1000099637,
0.578388,,Track,1000099640,
0.682059,,Track,1000099652,
0.680009,,Track,1000099657,
0.442729,,Track,1000099660,
