
Track Area Mean
 ==================== 
Track Area Mean,Unit,Category,ID,
50.2655,,Track,1000099590,
50.2655,,Track,1000099594,
50.2655,,Track,1000099598,
50.2655,,Track,1000099602,
50.2655,,Track,1000099609,
50.2655,,Track,1000099615,
50.2655,,Track,1000099619,
50.2655,,Track,1000099629,
50.2655,,Track,1000099637,
50.2655,,Track,1000099640,
50.2655,,Track,1000099652,
50.2655,,Track,1000099657,
50.2655,,Track,1000099660,
