
Intensity Center Ch=1 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,TrackID,ID,
216,,Spot,1,Image 1,16,1000099590,99590,
212,,Spot,1,Image 1,17,1000099590,99591,
216,,Spot,1,Image 1,18,1000099590,99592,
230,,Spot,1,Image 1,19,1000099590,99593,
195,,Spot,1,Image 1,30,1000099594,99594,
202,,Spot,1,Image 1,31,1000099594,99595,
189,,Spot,1,Image 1,32,1000099594,99596,
199,,Spot,1,Image 1,33,1000099594,99597,
207,,Spot,1,Image 1,38,1000099598,99598,
200,,Spot,1,Image 1,39,1000099598,99599,
203,,Spot,1,Image 1,40,1000099598,99600,
196,,Spot,1,Image 1,41,1000099598,99601,
208,,Spot,1,Image 1,75,1000099602,99602,
197,,Spot,1,Image 1,76,1000099602,99603,
198,,Spot,1,Image 1,77,1000099602,99604,
202,,Spot,1,Image 1,78,1000099602,99605,
199,,Spot,1,Image 1,79,1000099602,99606,
214,,Spot,1,Image 1,80,1000099602,99607,
196,,Spot,1,Image 1,81,1000099602,99608,
207,,Spot,1,Image 1,157,1000099609,99609,
186,,Spot,1,Image 1,158,1000099609,99610,
208,,Spot,1,Image 1,159,1000099609,99611,
195,,Spot,1,Image 1,160,1000099609,99612,
201,,Spot,1,Image 1,161,1000099609,99613,
194,,Spot,1,Image 1,162,1000099609,99614,
197,,Spot,1,Image 1,186,1000099615,99615,
193,,Spot,1,Image 1,187,1000099615,99616,
212,,Spot,1,Image 1,188,1000099615,99617,
212,,Spot,1,Image 1,189,1000099615,99618,
203,,Spot,1,Image 1,328,1000099619,99619,
210,,Spot,1,Image 1,332,1000099619,99623,
203,,Spot,1,Image 1,380,1000099629,99629,
207,,Spot,1,Image 1,381,1000099629,99630,
203,,Spot,1,Image 1,382,1000099629,99631,
205,,Spot,1,Image 1,383,1000099629,99632,
202,,Spot,1,Image 1,384,1000099629,99633,
217,,Spot,1,Image 1,329,1000099619,99634,
191,,Spot,1,Image 1,330,1000099619,99635,
208,,Spot,1,Image 1,331,1000099619,99636,
196,,Spot,1,Image 1,368,1000099637,99637,
204,,Spot,1,Image 1,369,1000099637,99638,
211,,Spot,1,Image 1,247,1000099640,99640,
219,,Spot,1,Image 1,248,1000099640,99641,
210,,Spot,1,Image 1,249,1000099640,99642,
205,,Spot,1,Image 1,250,1000099640,99643,
209,,Spot,1,Image 1,251,1000099640,99644,
202,,Spot,1,Image 1,135,1000099652,99652,
201,,Spot,1,Image 1,136,1000099652,99653,
196,,Spot,1,Image 1,137,1000099652,99654,
203,,Spot,1,Image 1,138,1000099652,99655,
209,,Spot,1,Image 1,4,1000099657,99657,
200,,Spot,1,Image 1,5,1000099657,99658,
213,,Spot,1,Image 1,6,1000099657,99659,
205,,Spot,1,Image 1,301,1000099660,99660,
201,,Spot,1,Image 1,302,1000099660,99661,
213,,Spot,1,Image 1,303,1000099660,99662,
