
Track Displacement Length
 ==================== 
Track Displacement Length,Unit,Category,ID,
1.01787,,Track,1000099590,
1.67565,,Track,1000099594,
1.52746,,Track,1000099598,
0.415201,,Track,1000099602,
0.920952,,Track,1000099609,
1.57908,,Track,1000099615,
1.06759,,Track,1000099619,
1.28878,,Track,1000099629,
0.398502,,Track,1000099637,
0.631763,,Track,1000099640,
2.09065,,Track,1000099652,
0.355639,,Track,1000099657,
6.79154,,Track,1000099660,
