
Position Y
 ==================== 
Position Y,Unit,Category,Collection,Time,TrackID,ID,
46.0946,µm,Spot,Position,16,1000099590,99590,
46.2599,µm,Spot,Position,17,1000099590,99591,
46.1944,µm,Spot,Position,18,1000099590,99592,
46.1236,µm,Spot,Position,19,1000099590,99593,
32.8095,µm,Spot,Position,30,1000099594,99594,
32.8095,µm,Spot,Position,31,1000099594,99595,
32.6937,µm,Spot,Position,32,1000099594,99596,
32.2308,µm,Spot,Position,33,1000099594,99597,
2.71966,µm,Spot,Position,38,1000099598,99598,
2.71966,µm,Spot,Position,39,1000099598,99599,
2.71966,µm,Spot,Position,40,1000099598,99600,
1.90955,µm,Spot,Position,41,1000099598,99601,
54.5509,µm,Spot,Position,75,1000099602,99602,
54.7473,µm,Spot,Position,76,1000099602,99603,
54.1972,µm,Spot,Position,77,1000099602,99604,
54.1021,µm,Spot,Position,78,1000099602,99605,
54.1451,µm,Spot,Position,79,1000099602,99606,
53.9804,µm,Spot,Position,80,1000099602,99607,
54.2075,µm,Spot,Position,81,1000099602,99608,
4.22415,µm,Spot,Position,157,1000099609,99609,
3.76122,µm,Spot,Position,158,1000099609,99610,
5.14999,µm,Spot,Position,159,1000099609,99611,
5.72864,µm,Spot,Position,160,1000099609,99612,
4.68707,µm,Spot,Position,161,1000099609,99613,
3.41404,µm,Spot,Position,162,1000099609,99614,
49.4296,µm,Spot,Position,186,1000099615,99615,
49.565,µm,Spot,Position,187,1000099615,99616,
50.7814,µm,Spot,Position,188,1000099615,99617,
49.9008,µm,Spot,Position,189,1000099615,99618,
32.3555,µm,Spot,Position,328,1000099619,99619,
33.2559,µm,Spot,Position,332,1000099619,99623,
27.9488,µm,Spot,Position,380,1000099629,99629,
27.1387,µm,Spot,Position,381,1000099629,99630,
28.0645,µm,Spot,Position,382,1000099629,99631,
29.1061,µm,Spot,Position,383,1000099629,99632,
28.5274,µm,Spot,Position,384,1000099629,99633,
33.029,µm,Spot,Position,329,1000099619,99634,
33.8544,µm,Spot,Position,330,1000099619,99635,
33.5069,µm,Spot,Position,331,1000099619,99636,
38.0391,µm,Spot,Position,368,1000099637,99637,
37.9714,µm,Spot,Position,369,1000099637,99638,
22.1276,µm,Spot,Position,247,1000099640,99640,
22.4627,µm,Spot,Position,248,1000099640,99641,
22.5737,µm,Spot,Position,249,1000099640,99642,
22.7295,µm,Spot,Position,250,1000099640,99643,
22.5095,µm,Spot,Position,251,1000099640,99644,
42.1973,µm,Spot,Position,135,1000099652,99652,
42.3116,µm,Spot,Position,136,1000099652,99653,
42.3721,µm,Spot,Position,137,1000099652,99654,
43.1671,µm,Spot,Position,138,1000099652,99655,
34.4297,µm,Spot,Position,4,1000099657,99657,
34.0825,µm,Spot,Position,5,1000099657,99658,
34.4297,µm,Spot,Position,6,1000099657,99659,
32.9252,µm,Spot,Position,301,1000099660,99660,
33.0409,µm,Spot,Position,302,1000099660,99661,
34.6611,µm,Spot,Position,303,1000099660,99662,
