
Track Diameter Mean
 ==================== 
Track Diameter Mean,Unit,Category,ID,
4,,Track,1000099590,
4,,Track,1000099594,
4,,Track,1000099598,
4,,Track,1000099602,
4,,Track,1000099609,
4,,Track,1000099615,
4,,Track,1000099619,
4,,Track,1000099629,
4,,Track,1000099637,
4,,Track,1000099640,
4,,Track,1000099652,
4,,Track,1000099657,
4,,Track,1000099660,
