
Displacement Delta Length
 ==================== 
Displacement Delta Length,Unit,Category,Time,TrackID,ID,
0,,Spot,16,1000099590,99590,
0.688965,,Spot,17,1000099590,99591,
0.524673,,Spot,18,1000099590,99592,
1.0087,,Spot,19,1000099590,99593,
0,,Spot,30,1000099594,99594,
0,,Spot,31,1000099594,99595,
0.818172,,Spot,32,1000099594,99596,
0.907953,,Spot,33,1000099594,99597,
0,,Spot,38,1000099598,99598,
0.775342,,Spot,39,1000099598,99599,
0.25213,,Spot,40,1000099598,99600,
1.12838,,Spot,41,1000099598,99601,
0,,Spot,75,1000099602,99602,
0.37169,,Spot,76,1000099602,99603,
0.578697,,Spot,77,1000099602,99604,
0.354307,,Spot,78,1000099602,99605,
0.549966,,Spot,79,1000099602,99606,
0.539881,,Spot,80,1000099602,99607,
0.256256,,Spot,81,1000099602,99608,
0,,Spot,157,1000099609,99609,
0.664855,,Spot,158,1000099609,99610,
1.89106,,Spot,159,1000099609,99611,
1.51297,,Spot,160,1000099609,99612,
1.42431,,Spot,161,1000099609,99613,
1.27469,,Spot,162,1000099609,99614,
0,,Spot,186,1000099615,99615,
1.5108,,Spot,187,1000099615,99616,
1.35341,,Spot,188,1000099615,99617,
1.05394,,Spot,189,1000099615,99618,
0,,Spot,328,1000099619,99619,
1.60557,,Spot,332,1000099619,99623,
0,,Spot,380,1000099629,99629,
0.860356,,Spot,381,1000099629,99630,
1.08953,,Spot,382,1000099629,99631,
2.20343,,Spot,383,1000099629,99632,
0.978607,,Spot,384,1000099629,99633,
2.69264,,Spot,329,1000099619,99634,
0.838978,,Spot,330,1000099619,99635,
1.48783,,Spot,331,1000099619,99636,
0,,Spot,368,1000099637,99637,
0.398502,,Spot,369,1000099637,99638,
0,,Spot,247,1000099640,99640,
0.601886,,Spot,248,1000099640,99641,
0.55489,,Spot,249,1000099640,99642,
1.26344,,Spot,250,1000099640,99643,
0.968073,,Spot,251,1000099640,99644,
0,,Spot,135,1000099652,99652,
0.935439,,Spot,136,1000099652,99653,
0.428679,,Spot,137,1000099652,99654,
2.06817,,Spot,138,1000099652,99655,
0,,Spot,4,1000099657,99657,
0.957598,,Spot,5,1000099657,99658,
0.680009,,Spot,6,1000099657,99659,
0,,Spot,301,1000099660,99660,
0.442729,,Spot,302,1000099660,99661,
6.36664,,Spot,303,1000099660,99662,
