
Track Speed Mean
 ==================== 
Track Speed Mean,Unit,Category,ID,
1.64925,,Track,1000124095,
0.729232,,Track,1000124098,
1.36689,,Track,1000124101,
1.74283,,Track,1000124104,
0.361294,,Track,1000124109,
0.546805,,Track,1000124112,
0.589192,,Track,1000124115,
1.17869,,Track,1000124120,
