
Intensity Center Ch=1 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,TrackID,ID,
203,,Spot,1,Image 1,28,1000124095,124095,
196,,Spot,1,Image 1,29,1000124095,124096,
205,,Spot,1,Image 1,30,1000124095,124097,
204,,Spot,1,Image 1,32,1000124098,124098,
212,,Spot,1,Image 1,33,1000124098,124099,
202,,Spot,1,Image 1,34,1000124098,124100,
217,,Spot,1,Image 1,259,1000124101,124101,
200,,Spot,1,Image 1,260,1000124101,124102,
210,,Spot,1,Image 1,261,1000124101,124103,
209,,Spot,1,Image 1,312,1000124104,124104,
194,,Spot,1,Image 1,313,1000124104,124105,
199,,Spot,1,Image 1,314,1000124104,124106,
208,,Spot,1,Image 1,315,1000124104,124107,
195,,Spot,1,Image 1,316,1000124104,124108,
199,,Spot,1,Image 1,385,1000124109,124109,
212,,Spot,1,Image 1,386,1000124109,124110,
205,,Spot,1,Image 1,387,1000124109,124111,
200,,Spot,1,Image 1,370,1000124112,124112,
205,,Spot,1,Image 1,371,1000124112,124113,
197,,Spot,1,Image 1,372,1000124112,124114,
208,,Spot,1,Image 1,275,1000124115,124115,
190,,Spot,1,Image 1,276,1000124115,124116,
206,,Spot,1,Image 1,277,1000124115,124117,
201,,Spot,1,Image 1,278,1000124115,124118,
197,,Spot,1,Image 1,279,1000124115,124119,
192,,Spot,1,Image 1,167,1000124120,124120,
219,,Spot,1,Image 1,168,1000124120,124121,
