
Track Position X Mean
 ==================== 
Track Position X Mean,Unit,Category,Collection,ID,
27.054,µm,Track,Track Position,1000124095,
4.71721,µm,Track,Track Position,1000124098,
31.1886,µm,Track,Track Position,1000124101,
14.5712,µm,Track,Track Position,1000124104,
39.2006,µm,Track,Track Position,1000124109,
13.5549,µm,Track,Track Position,1000124112,
30.2519,µm,Track,Track Position,1000124115,
18.5169,µm,Track,Track Position,1000124120,
