
Track Position Z Mean
 ==================== 
Track Position Z Mean,Unit,Category,Collection,ID,
16.8423,µm,Track,Track Position,1000124095,
9.91667,µm,Track,Track Position,1000124098,
21.4933,µm,Track,Track Position,1000124101,
21.8976,µm,Track,Track Position,1000124104,
25.9982,µm,Track,Track Position,1000124109,
22.25,µm,Track,Track Position,1000124112,
24.45,µm,Track,Track Position,1000124115,
28.4628,µm,Track,Track Position,1000124120,
