
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
95.586,59.6287,30.9919,°,Spot,Velocity Angle,28,1000124095,124095,
93.1277,60.6385,29.563,°,Spot,Velocity Angle,29,1000124095,124096,
90.0793,61.9741,28.0287,°,Spot,Velocity Angle,30,1000124095,124097,
44.704,113.286,54.4191,°,Spot,Velocity Angle,32,1000124098,124098,
2.82585,92.8285,90.0027,°,Spot,Velocity Angle,33,1000124098,124099,
99.669,58.3449,146.566,°,Spot,Velocity Angle,34,1000124098,124100,
90.0027,167.648,77.6456,°,Spot,Velocity Angle,167,1000124120,124120,
90.0027,167.648,77.6456,°,Spot,Velocity Angle,168,1000124120,124121,
62.0775,33.3222,106.691,°,Spot,Velocity Angle,259,1000124101,124101,
118.335,29.4549,82.6052,°,Spot,Velocity Angle,260,1000124101,124102,
129.6,42.2359,77.6778,°,Spot,Velocity Angle,261,1000124101,124103,
69.4412,159.444,90.0027,°,Spot,Velocity Angle,275,1000124115,124115,
101.525,131.381,43.6736,°,Spot,Velocity Angle,276,1000124115,124116,
120.822,48.1129,57.3101,°,Spot,Velocity Angle,277,1000124115,124117,
78.4804,48.6243,136.332,°,Spot,Velocity Angle,278,1000124115,124118,
66.7772,82.7959,155.56,°,Spot,Velocity Angle,279,1000124115,124119,
101.143,82.802,166.69,°,Spot,Velocity Angle,312,1000124104,124104,
148.791,106.863,64.5679,°,Spot,Velocity Angle,313,1000124104,124105,
90.0027,109.614,19.6117,°,Spot,Velocity Angle,314,1000124104,124106,
119.536,82.9163,30.5393,°,Spot,Velocity Angle,315,1000124104,124107,
120.931,79.1321,33.1936,°,Spot,Velocity Angle,316,1000124104,124108,
116.048,81.4198,152.376,°,Spot,Velocity Angle,370,1000124112,124112,
111.49,81.0848,156.567,°,Spot,Velocity Angle,371,1000124112,124113,
106.63,80.7899,160.864,°,Spot,Velocity Angle,372,1000124112,124114,
47.9969,131.161,69.8178,°,Spot,Velocity Angle,385,1000124109,124109,
68.1174,146.107,65.4916,°,Spot,Velocity Angle,386,1000124109,124110,
177.537,90.0027,92.4705,°,Spot,Velocity Angle,387,1000124109,124111,
