
Time Index
 ==================== 
Time Index,Unit,Category,Time,TrackID,ID,
28,,Spot,28,1000124095,124095,
29,,Spot,29,1000124095,124096,
30,,Spot,30,1000124095,124097,
32,,Spot,32,1000124098,124098,
33,,Spot,33,1000124098,124099,
34,,Spot,34,1000124098,124100,
259,,Spot,259,1000124101,124101,
260,,Spot,260,1000124101,124102,
261,,Spot,261,1000124101,124103,
312,,Spot,312,1000124104,124104,
313,,Spot,313,1000124104,124105,
314,,Spot,314,1000124104,124106,
315,,Spot,315,1000124104,124107,
316,,Spot,316,1000124104,124108,
385,,Spot,385,1000124109,124109,
386,,Spot,386,1000124109,124110,
387,,Spot,387,1000124109,124111,
370,,Spot,370,1000124112,124112,
371,,Spot,371,1000124112,124113,
372,,Spot,372,1000124112,124114,
275,,Spot,275,1000124115,124115,
276,,Spot,276,1000124115,124116,
277,,Spot,277,1000124115,124117,
278,,Spot,278,1000124115,124118,
279,,Spot,279,1000124115,124119,
167,,Spot,167,1000124120,124120,
168,,Spot,168,1000124120,124121,
