
Track Displacement Length
 ==================== 
Track Displacement Length,Unit,Category,ID,
3.29396,,Track,1000124095,
0.510772,,Track,1000124098,
2.38491,,Track,1000124101,
2.8843,,Track,1000124104,
0.416984,,Track,1000124109,
1.08992,,Track,1000124112,
0,,Track,1000124115,
1.17869,,Track,1000124120,
