
Track Position Y Mean
 ==================== 
Track Position Y Mean,Unit,Category,Collection,ID,
46.7056,µm,Track,Track Position,1000124095,
39.1866,µm,Track,Track Position,1000124098,
14.402,µm,Track,Track Position,1000124101,
28.1829,µm,Track,Track Position,1000124104,
32.0152,µm,Track,Track Position,1000124109,
25.2562,µm,Track,Track Position,1000124112,
18.361,µm,Track,Track Position,1000124115,
36.4422,µm,Track,Track Position,1000124120,
