
Track Position X Start
 ==================== 
Track Position X Start,Unit,Category,Collection,ID,
27.173,µm,Track,Track Position Start,1000124095,
4.34357,µm,Track,Track Position Start,1000124098,
31.4796,µm,Track,Track Position Start,1000124101,
15.1712,µm,Track,Track Position Start,1000124104,
39.0315,µm,Track,Track Position Start,1000124109,
13.7706,µm,Track,Track Position Start,1000124112,
30.2713,µm,Track,Track Position Start,1000124115,
18.5169,µm,Track,Track Position Start,1000124120,
