
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
9.82542,µm,Spot,Image 1,28,1000124095,124095,
8.90246,µm,Spot,Image 1,29,1000124095,124096,
8.21024,µm,Spot,Image 1,30,1000124095,124097,
2.34357,µm,Spot,Image 1,32,1000124098,124098,
2.95433,µm,Spot,Image 1,33,1000124098,124099,
2.85372,µm,Spot,Image 1,34,1000124098,124100,
11.556,µm,Spot,Image 1,259,1000124101,124101,
12.0175,µm,Spot,Image 1,260,1000124101,124102,
13.6326,µm,Spot,Image 1,261,1000124101,124103,
13.1712,µm,Spot,Image 1,312,1000124104,124104,
12.825,µm,Spot,Image 1,313,1000124104,124105,
12.5943,µm,Spot,Image 1,314,1000124104,124106,
12.825,µm,Spot,Image 1,315,1000124104,124107,
11.4406,µm,Spot,Image 1,316,1000124104,124108,
16.6535,µm,Spot,Image 1,385,1000124109,124109,
16.3016,µm,Spot,Image 1,386,1000124109,124110,
16.4981,µm,Spot,Image 1,387,1000124109,124111,
11.7706,µm,Spot,Image 1,370,1000124112,124112,
11.5228,µm,Spot,Image 1,371,1000124112,124113,
11.3714,µm,Spot,Image 1,372,1000124112,124114,
16.6035,µm,Spot,Image 1,275,1000124115,124115,
15.9165,µm,Spot,Image 1,276,1000124115,124116,
16.1466,µm,Spot,Image 1,277,1000124115,124117,
16.5346,µm,Spot,Image 1,278,1000124115,124118,
16.6035,µm,Spot,Image 1,279,1000124115,124119,
16.5169,µm,Spot,Image 1,167,1000124120,124120,
16.5169,µm,Spot,Image 1,168,1000124120,124121,
