
Track Speed StdDev
 ==================== 
Track Speed StdDev,Unit,Category,ID,
0.124541,,Track,1000124095,
0.0919653,,Track,1000124098,
0.57602,,Track,1000124101,
0.441797,,Track,1000124104,
0.116396,,Track,1000124109,
0.0124067,,Track,1000124112,
0.101465,,Track,1000124115,
0,,Track,1000124120,
